# Weather station Madrid / Cuatro Vientos (airport), Spain, WMO_ID=8223,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8223&lang=en
#
"Local time in Madrid / Cuatro Vientos (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.05.2020 19:00";"30.0";"707.5";"763.6";"";"31";"Wind blowing from the west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"31.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"11.0";"No precipitation";"12";"";"";"";"";
"22.05.2020 13:00";"29.6";"708.8";"765.2";"";"32";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"11.2";"No precipitation";"6";"";"";"";"";
"22.05.2020 07:00";"17.3";"708.1";"766.9";"";"72";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"10.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"30.0";"12.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"21.05.2020 19:00";"29.2";"705.7";"762.1";"";"25";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"7.2";"No precipitation";"12";"";"";"";"";
"21.05.2020 13:00";"28.2";"706.3";"762.9";"";"25";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"30.0";"6.3";"No precipitation";"6";"";"";"";"";
"21.05.2020 07:00";"13.8";"706.0";"765.4";"";"66";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"13.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"7.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"7.0";"";"";
"20.05.2020 19:00";"28.6";"703.0";"759.3";"";"17";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"30.7";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"1.2";"No precipitation";"12";"";"";"";"";
"20.05.2020 13:00";"25.8";"703.9";"760.7";"";"28";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"5.9";"No precipitation";"6";"";"";"";"";
"20.05.2020 07:00";"15.8";"704.2";"763.1";"";"60";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";"Cloud development not observed or not observable. ";"";"";"14.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"8.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"19.05.2020 19:00";"28.1";"704.0";"760.3";"";"34";"Wind blowing from the north-northwest";"2";"";"";"60%.";" ";"";"";"";"28.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1500-2000";"Altocumulus castellanus or floccus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"10.8";"No precipitation";"12";"";"";"";"";
"19.05.2020 13:00";"25.5";"705.7";"762.7";"";"29";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"6.2";"No precipitation";"6";"";"";"";"";
"19.05.2020 07:00";"14.0";"706.4";"765.8";"";"66";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"7.8";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"18.05.2020 19:00";"26.1";"705.7";"762.7";"-0.6";"27";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"27.6";"";"";"";"";"";"30.0";"5.7";"No precipitation";"12";"";"";"";"";
"18.05.2020 16:00";"26.8";"706.3";"763.2";"-1.0";"26";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"5.7";"";"";"";"";"";"";
"18.05.2020 13:00";"23.4";"707.3";"764.9";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"5.8";"No precipitation";"6";"";"";"";"";
"18.05.2020 07:00";"11.7";"707.6";"767.6";"";"78";"Wind blowing from the north";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"";"";"10.7";"";"";"";"";"";"";"30.0";"8.0";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"7.0";"";"";
"17.05.2020 19:00";"22.8";"706.1";"763.6";"";"40";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"23.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"8.5";"No precipitation";"12";"";"";"";"";
"17.05.2020 13:00";"19.4";"707.2";"765.6";"";"42";"Wind blowing from the east-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"6.2";"No precipitation";"6";"";"";"";"";
"17.05.2020 07:00";"10.8";"706.9";"767.1";"";"67";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"";"";"10.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"4.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"16.05.2020 19:00";"17.1";"704.2";"762.7";"";"62";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"20.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"9.8";"Trace of precipitation";"12";"";"";"";"";
"16.05.2020 13:00";"18.2";"704.2";"762.5";"";"51";"Wind blowing from the north-east";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"7.9";"No precipitation";"6";"";"";"";"";
"16.05.2020 07:00";"11.1";"703.2";"763.0";"";"82";"Wind blowing from the north-northeast";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"10.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"2000-2500";"";"";"15.0";"8.1";"0.6";"12";"Surface of ground wet (standing water in small or large pools on surface).";"10.0";"";"";
"15.05.2020 19:00";"12.4";"701.1";"760.3";"";"92";"Wind blowing from the north";"3";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"19.3";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"200-300";"Altocumulus of a chaotic sky, generally at several levels.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"15.0";"11.1";"8.0";"12";"";"";"";"";
"15.05.2020 13:00";"18.3";"700.0";"758.0";"";"53";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1000-1500";"Altocumulus of a chaotic sky, generally at several levels.";"";"20.0";"8.6";"No precipitation";"6";"";"";"";"";
"15.05.2020 07:00";"9.8";"700.0";"759.8";"";"96";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"";"";"8.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"9.2";"No precipitation";"12";"Surface of ground moist.";"7.0";"";"";
"14.05.2020 19:00";"14.0";"696.5";"755.1";"";"65";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"15.3";"Stratocumulus cumulogenitus.";"50%.";"2000-2500";"Altostratus translucidus.";"";"30.0";"7.5";"5.0";"12";"";"";"";"";
"14.05.2020 13:00";"11.6";"696.1";"755.1";"";"87";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Drizzle.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"9.5";"5.0";"6";"";"";"";"";
"14.05.2020 07:00";"9.7";"695.1";"754.4";"";"96";"Wind blowing from the south-west";"4";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Drizzle.";"9.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"7.0";"9.1";"4.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"9.0";"";"";
"13.05.2020 19:00";"16.6";"694.9";"752.8";"";"56";"Wind blowing from the south-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"19.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"7.8";"No precipitation";"12";"";"";"";"";
"13.05.2020 13:00";"17.2";"695.8";"753.7";"";"54";"Wind blowing from the west-southwest";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"7.8";"No precipitation";"6";"";"";"";"";
"13.05.2020 07:00";"9.8";"695.9";"755.3";"";"95";"Wind blowing from the south-west";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"";"";"9.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"100-200";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"12.0";"9.0";"9.0";"12";"Surface of ground moist.";"9.0";"";"";
"12.05.2020 19:00";"11.2";"696.2";"755.3";"";"95";"Wind blowing from the east-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"16.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"1.5";"10.4";"6.0";"12";"";"";"";"";
"12.05.2020 13:00";"15.6";"697.9";"756.3";"";"69";"Wind blowing from the south-east";"5";"";"";"100%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"12.0";"9.9";"Trace of precipitation";"6";"";"";"";"";
"12.05.2020 07:00";"12.1";"698.8";"757.9";"";"89";"Wind blowing from the north-northeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"";"";"10.7";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"200-300";"";"";"12.0";"10.3";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"11.05.2020 19:00";"16.5";"698.6";"756.8";"";"64";"Wind blowing from the west-southwest";"6";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"19.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"9.7";"0.9";"12";"";"";"";"";
"11.05.2020 13:00";"17.6";"698.2";"756.1";"";"51";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"7.4";"No precipitation";"6";"";"";"";"";
"11.05.2020 07:00";"11.2";"697.6";"756.8";"";"89";"Wind blowing from the west-southwest";"4";"";"";"40%.";"Clouds generally dissolving or becoming less developed. ";"";"";"10.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus castellanus or floccus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"9.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"10.05.2020 19:00";"16.9";"695.9";"753.9";"";"48";"Wind blowing from the west-southwest";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"19.7";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"5.8";"No precipitation";"12";"";"";"";"";
"10.05.2020 13:00";"17.8";"696.0";"753.8";"";"43";"Wind blowing from the south-west";"6";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"5.1";"No precipitation";"6";"";"";"";"";
