# Weather station London City (airport), UK, METAR=EGLC,selection from 03.04.2020 till 01.09.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGLC&lang=en
#
"Local time in London City (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"01.06.2020 09:20";"20.0";"766.9";"767.3";"53";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 08:50";"19.0";"766.9";"767.3";"56";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 08:20";"18.0";"766.9";"767.3";"64";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"01.06.2020 07:50";"17.0";"766.9";"767.3";"64";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 07:20";"16.0";"766.9";"767.3";"68";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 06:50";"15.0";"766.9";"767.3";"72";"variable wind direction";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 06:20";"14.0";"766.9";"767.3";"77";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"01.06.2020 05:50";"13.0";"766.9";"767.3";"77";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 05:20";"13.0";"766.9";"767.3";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 04:50";"12.0";"766.9";"767.3";"82";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"01.06.2020 04:20";"12.0";"766.9";"767.3";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 03:50";"12.0";"766.9";"767.3";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 03:20";"12.0";"766.9";"767.3";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 02:50";"12.0";"766.9";"767.3";"77";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 02:20";"12.0";"766.9";"767.3";"77";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 01:50";"13.0";"766.9";"767.3";"72";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 01:20";"13.0";"766.9";"767.3";"72";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 00:50";"14.0";"766.9";"767.3";"67";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"01.06.2020 00:20";"14.0";"766.9";"767.3";"67";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"31.05.2020 23:50";"14.0";"767.7";"768.1";"63";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 23:20";"15.0";"767.7";"768.1";"59";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 22:50";"16.0";"767.7";"768.1";"55";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 22:20";"16.0";"767.7";"768.1";"52";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 21:50";"17.0";"766.9";"767.3";"49";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 21:20";"17.0";"766.9";"767.3";"52";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 20:50";"17.0";"766.9";"767.3";"52";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 20:20";"18.0";"766.9";"767.3";"49";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 19:50";"18.0";"766.9";"767.3";"49";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 19:20";"18.0";"766.9";"767.3";"49";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 18:50";"19.0";"766.9";"767.3";"46";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 18:20";"19.0";"766.9";"767.3";"40";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"31.05.2020 17:50";"20.0";"766.9";"767.3";"40";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 17:20";"20.0";"766.2";"766.6";"40";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 16:50";"20.0";"766.2";"766.6";"40";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 16:20";"21.0";"766.9";"767.3";"38";"Wind blowing from the east";"10";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 15:50";"21.0";"766.9";"767.3";"38";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 15:20";"22.0";"766.9";"767.3";"36";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 14:50";"22.0";"766.9";"767.3";"33";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"31.05.2020 14:20";"23.0";"766.9";"767.3";"31";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"31.05.2020 13:50";"22.0";"766.2";"766.6";"36";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 13:20";"23.0";"766.9";"767.3";"31";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"31.05.2020 12:50";"23.0";"766.9";"767.3";"29";"Wind blowing from the east-southeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"31.05.2020 12:20";"23.0";"766.9";"767.3";"29";"Wind blowing from the east-southeast";"9";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"31.05.2020 11:50";"23.0";"766.9";"767.3";"29";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"31.05.2020 11:20";"23.0";"766.9";"767.3";"29";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"31.05.2020 10:50";"23.0";"766.9";"767.3";"27";"Wind blowing from the east-southeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"31.05.2020 10:20";"22.0";"766.9";"767.3";"36";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 09:50";"22.0";"766.9";"767.3";"36";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 09:20";"22.0";"766.9";"767.3";"36";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"31.05.2020 08:50";"21.0";"766.9";"767.3";"46";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"31.05.2020 08:20";"20.0";"766.9";"767.3";"53";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"31.05.2020 07:50";"19.0";"766.9";"767.3";"56";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"31.05.2020 07:20";"18.0";"766.9";"767.3";"64";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"31.05.2020 06:50";"16.0";"766.9";"767.3";"68";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"31.05.2020 06:20";"15.0";"766.9";"767.3";"72";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"31.05.2020 05:50";"15.0";"766.9";"767.3";"68";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"31.05.2020 05:20";"14.0";"766.2";"766.6";"67";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"31.05.2020 04:50";"14.0";"766.2";"766.6";"67";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"31.05.2020 04:20";"14.0";"766.2";"766.6";"67";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"31.05.2020 03:50";"14.0";"766.2";"766.6";"67";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"31.05.2020 03:20";"14.0";"766.2";"766.6";"63";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 02:50";"14.0";"766.2";"766.6";"63";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 02:20";"15.0";"766.2";"766.6";"59";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 01:50";"15.0";"766.2";"766.6";"59";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"31.05.2020 01:20";"15.0";"766.2";"766.6";"63";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"31.05.2020 00:50";"15.0";"766.2";"766.6";"63";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"31.05.2020 00:20";"15.0";"766.9";"767.3";"63";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 23:50";"15.0";"766.9";"767.3";"63";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 23:20";"16.0";"766.9";"767.3";"59";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 22:50";"16.0";"766.9";"767.3";"59";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 22:20";"16.0";"766.9";"767.3";"59";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 21:50";"17.0";"766.9";"767.3";"56";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 21:20";"17.0";"766.9";"767.3";"56";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 20:50";"18.0";"766.2";"766.6";"52";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 20:20";"18.0";"766.2";"766.6";"46";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"30.05.2020 19:50";"19.0";"766.2";"766.6";"43";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"30.05.2020 19:20";"19.0";"766.2";"766.6";"43";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"30.05.2020 18:50";"20.0";"765.4";"765.8";"40";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"30.05.2020 18:20";"21.0";"765.4";"765.8";"35";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 17:50";"21.0";"765.4";"765.8";"33";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"30.05.2020 17:20";"22.0";"766.2";"766.6";"33";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 16:50";"22.0";"766.2";"766.6";"33";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 16:20";"23.0";"766.2";"766.6";"29";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"30.05.2020 15:50";"23.0";"766.2";"766.6";"29";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"30.05.2020 15:20";"23.0";"766.2";"766.6";"29";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"30.05.2020 14:50";"24.0";"766.2";"766.6";"25";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"30.05.2020 14:20";"23.0";"766.2";"766.6";"31";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 13:50";"24.0";"766.2";"766.6";"29";"Wind blowing from the east-southeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 13:20";"23.0";"766.2";"766.6";"31";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 12:50";"23.0";"766.9";"767.3";"29";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"30.05.2020 12:20";"23.0";"766.9";"767.3";"31";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 11:50";"23.0";"766.9";"767.3";"31";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 11:20";"23.0";"766.9";"767.3";"31";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"30.05.2020 10:50";"22.0";"766.9";"767.3";"36";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"30.05.2020 10:20";"22.0";"766.9";"767.3";"41";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 09:50";"21.0";"767.7";"768.1";"50";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"30.05.2020 09:20";"20.0";"767.7";"768.1";"56";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"30.05.2020 08:50";"19.0";"767.7";"768.1";"60";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"30.05.2020 08:20";"18.0";"767.7";"768.1";"64";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"30.05.2020 07:50";"16.0";"767.7";"768.1";"72";"Wind blowing from the east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"30.05.2020 07:20";"15.0";"767.7";"768.1";"77";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"30.05.2020 06:50";"14.0";"767.7";"768.1";"72";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"30.05.2020 06:20";"12.0";"767.7";"768.1";"82";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"30.05.2020 05:50";"12.0";"767.7";"768.1";"82";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"30.05.2020 05:20";"11.0";"767.7";"768.1";"82";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 04:50";"11.0";"767.7";"768.1";"82";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 04:20";"10.0";"767.7";"768.1";"88";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 03:50";"10.0";"767.7";"768.1";"88";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 03:20";"11.0";"767.7";"768.1";"82";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 02:50";"11.0";"767.7";"768.1";"82";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 02:20";"11.0";"768.5";"768.9";"82";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 01:50";"12.0";"768.5";"768.9";"77";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 01:20";"12.0";"768.5";"768.9";"77";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 00:50";"12.0";"768.5";"768.9";"77";"Wind blowing from the east-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"30.05.2020 00:20";"12.0";"768.5";"768.9";"77";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"29.05.2020 23:50";"13.0";"768.5";"768.9";"72";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"29.05.2020 23:20";"13.0";"768.5";"768.9";"72";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"29.05.2020 22:50";"13.0";"769.2";"769.6";"72";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"29.05.2020 22:20";"13.0";"769.2";"769.6";"72";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"29.05.2020 21:50";"14.0";"769.2";"769.6";"67";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"29.05.2020 21:20";"14.0";"769.2";"769.6";"63";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"29.05.2020 20:50";"14.0";"769.2";"769.6";"55";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"29.05.2020 20:20";"15.0";"768.5";"768.9";"45";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"29.05.2020 19:50";"16.0";"768.5";"768.9";"39";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"29.05.2020 19:20";"17.0";"768.5";"768.9";"37";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"29.05.2020 18:50";"18.0";"768.5";"768.9";"34";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"29.05.2020 18:20";"18.0";"768.5";"768.9";"34";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"29.05.2020 17:50";"19.0";"768.5";"768.9";"37";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"29.05.2020 17:20";"19.0";"768.5";"768.9";"37";"Wind blowing from the east-southeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"29.05.2020 16:50";"20.0";"769.2";"769.6";"38";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"29.05.2020 16:20";"20.0";"769.2";"769.6";"40";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"29.05.2020 15:50";"20.0";"769.2";"769.6";"40";"Wind blowing from the east-southeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"29.05.2020 15:20";"21.0";"769.2";"769.6";"38";"Wind blowing from the east-southeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"29.05.2020 14:50";"21.0";"769.2";"769.6";"38";"Wind blowing from the east-southeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"29.05.2020 14:20";"22.0";"769.2";"769.6";"36";"Wind blowing from the east-southeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"29.05.2020 13:50";"22.0";"770.0";"770.4";"33";"Wind blowing from the east-southeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"29.05.2020 13:20";"22.0";"770.0";"770.4";"33";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"29.05.2020 12:50";"22.0";"770.0";"770.4";"31";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"29.05.2020 12:20";"21.0";"770.7";"771.1";"33";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"29.05.2020 11:50";"20.0";"770.7";"771.1";"38";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"29.05.2020 11:20";"20.0";"770.7";"771.1";"40";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"29.05.2020 10:50";"20.0";"771.5";"771.9";"40";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"29.05.2020 10:20";"19.0";"771.5";"771.9";"46";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
