# Weather station Prague / Vaclav Havel (airport), Czech Republic, WMO_ID=11518,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=11518&lang=en
#
"Local time in Prague / Vaclav Havel (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.06.2020 21:00";"12.4";"727.6";"759.8";"-0.6";"89";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"Shower(s).";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"10%  or less, but not 0";"600-1000";"Altocumulus castellanus or floccus.";"Cirrus spissatus cumulonimbogenitus.";"25.0";"10.6";"1.0";"1";"";"";"";"";
"02.06.2020 20:00";"12.5";"728.2";"760.4";"-0.5";"92";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"Rain shower(s), moderate or heavy. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"7.0";"11.2";"1.0";"1";"";"";"";"";
"02.06.2020 19:00";"13.6";"729.3";"761.4";"-0.1";"81";"Wind blowing from the north-east";"5";"";"15";"90  or more, but not 100%";"Rain shower(s), moderate or heavy. ";"Shower(s).";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"21.2";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"1000-1500";"";"";"9.0";"10.4";"1.0";"12";"";"";"";"";
"02.06.2020 18:00";"18.7";"728.2";"759.7";"-1.4";"56";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"30.0";"9.8";"No precipitation";"1";"";"";"";"";
"02.06.2020 17:00";"19.9";"728.7";"760.1";"-1.6";"53";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"9.9";"No precipitation";"1";"";"";"";"";
"02.06.2020 16:00";"16.5";"729.4";"761.2";"-1.2";"74";"Wind blowing from the south";"2";"";"11";"70 – 80%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"11.9";"0.3";"1";"";"";"";"";
"02.06.2020 15:00";"20.0";"729.6";"761.0";"-1.4";"44";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"";"20.0";"7.2";"No precipitation";"1";"";"";"";"";
"02.06.2020 14:00";"20.1";"730.3";"761.8";"-0.9";"45";"Wind blowing from the north-northwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"7.8";"No precipitation";"1";"";"";"";"";
"02.06.2020 13:00";"20.0";"730.6";"762.1";"-1.0";"42";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"6.7";"No precipitation";"6";"";"";"";"";
"02.06.2020 12:00";"19.7";"731.0";"762.6";"-0.9";"43";"Wind blowing from the north";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"6.6";"No precipitation";"1";"";"";"";"";
"02.06.2020 11:00";"19.4";"731.2";"762.8";"-1.0";"46";"Wind blowing from the north-northwest";"6";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1500-2000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"7.5";"No precipitation";"1";"";"";"";"";
"02.06.2020 10:00";"18.9";"731.6";"763.3";"-0.4";"48";"Wind blowing from the north";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"7.7";"No precipitation";"1";"";"";"";"";
"02.06.2020 09:00";"17.1";"731.9";"763.8";"0.0";"54";"Wind blowing from the north-northwest";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"71.0";"7.7";"No precipitation";"1";"";"";"";"";
"02.06.2020 08:00";"15.6";"732.2";"764.2";"0.3";"58";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"71.0";"7.4";"No precipitation";"1";"";"";"";"";
"02.06.2020 07:00";"14.2";"732.0";"764.2";"0.0";"61";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"8.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"70.0";"6.8";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"5.0";"";"";
"02.06.2020 06:00";"12.6";"731.9";"764.3";"-0.2";"68";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"6.8";"No precipitation";"1";"";"";"";"";
"02.06.2020 05:00";"10.4";"731.9";"764.6";"-0.4";"67";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"4.5";"No precipitation";"1";"";"";"";"";
"02.06.2020 04:00";"10.0";"732.0";"764.7";"-0.5";"64";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"3.5";"No precipitation";"1";"";"";"";"";
"02.06.2020 03:00";"10.1";"732.1";"764.8";"-0.8";"64";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"60.0";"3.6";"No precipitation";"1";"";"";"";"";
"02.06.2020 02:00";"10.3";"732.3";"765.0";"-0.8";"63";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"60.0";"3.6";"No precipitation";"1";"";"";"";"";
"02.06.2020 01:00";"10.4";"732.5";"765.2";"-0.5";"64";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"60.0";"3.8";"No precipitation";"6";"";"";"";"";
"02.06.2020 00:00";"8.6";"732.9";"765.8";"0.1";"75";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"60.0";"4.4";"No precipitation";"1";"";"";"";"";
"01.06.2020 23:00";"12.9";"733.1";"765.5";"0.6";"54";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"70.0";"3.8";"No precipitation";"1";"";"";"";"";
"01.06.2020 22:00";"14.0";"733.0";"765.4";"0.4";"51";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"70.0";"3.9";"No precipitation";"1";"";"";"";"";
"01.06.2020 21:00";"16.3";"732.8";"764.8";"0.3";"43";"Wind blowing from the north-northeast";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"70.0";"3.7";"No precipitation";"1";"";"";"";"";
"01.06.2020 20:00";"17.5";"732.5";"764.4";"-0.2";"43";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"70.0";"4.8";"No precipitation";"1";"";"";"";"";
"01.06.2020 19:00";"19.6";"732.6";"764.2";"-0.4";"39";"Wind blowing from the north-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"21.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"70.0";"5.3";"No precipitation";"12";"";"";"";"";
"01.06.2020 18:00";"20.6";"732.5";"764.0";"-0.7";"38";"Wind blowing from the north";"6";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"5.8";"No precipitation";"1";"";"";"";"";
"01.06.2020 17:00";"21.3";"732.7";"764.2";"-0.6";"37";"Wind blowing from the north-northeast";"5";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"70.0";"6.0";"No precipitation";"1";"";"";"";"";
"01.06.2020 16:00";"21.7";"733.0";"764.4";"-0.5";"36";"Wind blowing from the north";"5";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"70.0";"6.0";"No precipitation";"1";"";"";"";"";
"01.06.2020 15:00";"21.5";"733.2";"764.6";"-0.4";"38";"Wind blowing from the north-northeast";"6";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"6.6";"No precipitation";"1";"";"";"";"";
"01.06.2020 14:00";"20.6";"733.3";"764.9";"-0.6";"39";"Wind blowing from the north-northeast";"6";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"6.2";"No precipitation";"1";"";"";"";"";
"01.06.2020 13:00";"20.5";"733.5";"765.1";"-0.5";"40";"Wind blowing from the north";"6";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"6.4";"No precipitation";"6";"";"";"";"";
"01.06.2020 12:00";"20.5";"733.6";"765.1";"-0.5";"42";"Wind blowing from the north-northeast";"6";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"7.0";"No precipitation";"1";"";"";"";"";
"01.06.2020 11:00";"19.0";"733.9";"765.7";"0.0";"47";"Wind blowing from the north";"5";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"7.4";"No precipitation";"1";"";"";"";"";
"01.06.2020 10:00";"18.1";"734.0";"765.9";"0.1";"49";"Wind blowing from the north-northwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"7.1";"No precipitation";"1";"";"";"";"";
"01.06.2020 09:00";"17.0";"734.1";"766.0";"0.5";"52";"Wind blowing from the north";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"60.0";"7.0";"No precipitation";"1";"";"";"";"";
"01.06.2020 08:00";"15.2";"733.9";"766.1";"0.5";"60";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"60.0";"7.5";"No precipitation";"1";"";"";"";"";
"01.06.2020 07:00";"13.5";"733.9";"766.3";"0.6";"63";"Wind blowing from the north-northwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"7.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"50.0";"6.6";"No precipitation";"12";"Surface of ground moist.";"4.0";"";"";
"01.06.2020 06:00";"12.2";"733.6";"766.0";"0.3";"75";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"50.0";"7.9";"No precipitation";"1";"";"";"";"";
"01.06.2020 05:00";"9.5";"733.4";"766.3";"0.1";"82";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"50.0";"6.5";"No precipitation";"1";"";"";"";"";
