# Weather station Warsaw / Okecie (airport), Poland, WMO_ID=12375,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=12375&lang=en
#
"Local time in Warsaw / Okecie (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.06.2020 02:00";"13.0";"750.7";"760.3";"0.5";"89";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"25.0";"11.2";"";"";"";"";"";"";
"09.06.2020 01:00";"13.0";"750.7";"760.3";"0.6";"90";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"30.0";"11.4";"Trace of precipitation";"6";"";"";"";"";
"09.06.2020 00:00";"12.9";"750.7";"760.3";"-0.3";"89";"Wind blowing from the north-west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"35.0";"11.1";"";"";"";"";"";"";
"08.06.2020 23:00";"13.3";"750.2";"759.7";"-0.6";"88";"Wind blowing from the north-west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"35.0";"11.4";"";"";"";"";"";"";
"08.06.2020 22:00";"13.5";"750.1";"759.7";"-0.4";"90";"Wind blowing from the west-northwest";"5";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"25.0";"11.9";"";"";"";"";"";"";
"08.06.2020 21:00";"14.0";"751.0";"760.6";"0.9";"91";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"";"";"15.0";"12.6";"";"";"";"";"";"";
"08.06.2020 20:00";"13.8";"750.8";"760.3";"";"91";"Wind blowing from the north-northwest";"5";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"";"";"15.0";"12.4";"";"";"";"";"";"";
"08.06.2020 19:00";"14.1";"750.5";"760.0";"0.6";"90";"Wind blowing from the north-west";"5";"";"";"100%.";" ";"";"";"14.1";"21.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"200-300";"";"";"15.0";"12.5";"Trace of precipitation";"12";"";"";"";"";
"08.06.2020 18:00";"15.2";"750.1";"759.6";"0.6";"86";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"28.0";"12.9";"";"";"";"";"";"";
"08.06.2020 17:00";"15.6";"749.8";"759.3";"0.3";"82";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"35.0";"12.5";"";"";"";"";"";"";
"08.06.2020 16:00";"16.0";"749.9";"759.4";"0.5";"81";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"";"";"35.0";"12.7";"";"";"";"";"";"";
"08.06.2020 15:00";"17.4";"749.5";"759.0";"0.7";"79";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"13.7";"";"";"";"";"";"";
"08.06.2020 14:00";"18.0";"749.5";"758.8";"0.9";"79";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"300-600";"";"";"30.0";"14.3";"";"";"";"";"";"";
"08.06.2020 13:00";"17.3";"749.4";"758.8";"1.3";"84";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"";"";"25.0";"14.6";"Trace of precipitation";"6";"";"";"";"";
"08.06.2020 12:00";"18.7";"748.8";"758.2";"1.3";"82";"Wind blowing from the west";"5";"";"";"70 – 80%.";"Rain shower(s), slight. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.6";"";"";"";"";"";"";
"08.06.2020 11:00";"21.1";"748.6";"757.9";"1.7";"72";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"15.9";"";"";"";"";"";"";
"08.06.2020 10:00";"20.0";"748.1";"757.4";"1.6";"82";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";"Clouds generally forming or developing. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"";"";"30.0";"16.8";"";"";"";"";"";"";
"08.06.2020 09:00";"21.6";"747.5";"756.7";"1.3";"74";"Wind blowing from the south-west";"3";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"16.8";"";"";"";"";"";"";
"08.06.2020 08:00";"19.6";"746.9";"756.2";"1.0";"82";"Wind blowing from the south";"2";"";"";"60%.";"Shower(s) of rain. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"16.4";"";"";"";"";"";"";
"08.06.2020 07:00";"19.0";"746.5";"755.8";"0.7";"83";"Wind blowing from the south";"1";"";"11";"90  or more, but not 100%";" ";"";"";"14.8";"22.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"";"35.0";"16.0";"5.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"14.0";"";"";
"08.06.2020 06:00";"18.6";"746.2";"755.5";"-0.2";"84";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"15.8";"";"";"";"";"";"";
"08.06.2020 05:00";"17.1";"745.9";"755.2";"0.4";"91";"Wind blowing from the east-southeast";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"15.6";"";"";"";"";"";"";
"08.06.2020 04:00";"14.8";"745.8";"755.2";"0.2";"95";"Wind blowing from the south-southeast";"1";"";"11";"40%.";"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.0";"";"";"";"";"";"";
"08.06.2020 03:00";"15.9";"746.4";"755.8";"0.6";"94";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.9";"";"";"";"";"";"";
"08.06.2020 02:00";"15.6";"745.5";"754.9";"-0.5";"96";"Wind blowing from the east";"3";"";"";"70 – 80%.";"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"15.0";"";"";"";"";"";"";
"08.06.2020 01:00";"15.6";"745.6";"755.1";"-0.3";"96";"Wind blowing from the east-southeast";"2";"";"14";"70 – 80%.";"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"18.0";"15.0";"5.0";"6";"";"";"";"";
"08.06.2020 00:00";"15.9";"745.8";"755.2";"-0.8";"97";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";"More or less continuous shallow fog or ice fog at the station, whether on land or sea, not deeper than about 2 metres on land or 10 metres at sea. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"24.0";"15.4";"";"";"";"";"";"";
"07.06.2020 23:00";"15.9";"746.0";"755.5";"-0.8";"96";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"15.3";"";"";"";"";"";"";
"07.06.2020 22:00";"16.2";"745.9";"755.3";"-0.2";"96";"Wind blowing from the east";"3";"";"14";"60%.";"Shower(s) of rain. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"15.6";"";"";"";"";"";"";
"07.06.2020 21:00";"16.7";"746.6";"756.0";"1.0";"94";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Shower(s).";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"1500-2000";"";"";"35.0";"15.7";"";"";"";"";"";"";
"07.06.2020 20:00";"17.1";"746.8";"756.1";"1.2";"90";"Wind blowing from the north-northeast";"2";"";"14";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"600-1000";"";"";"10.0";"15.4";"";"";"";"";"";"";
"07.06.2020 19:00";"22.7";"746.1";"755.3";"0.1";"77";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"17.9";"26.5";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"90  or more, but not 100%";"1000-1500";"";"";"35.0";"18.5";"0.1";"12";"";"";"";"";
"07.06.2020 18:00";"24.4";"745.6";"754.7";"-0.5";"60";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"16.1";"";"";"";"";"";"";
"07.06.2020 17:00";"26.4";"745.6";"754.7";"-0.9";"51";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"15.4";"";"";"";"";"";"";
"07.06.2020 16:00";"24.0";"746.0";"755.2";"-1.1";"61";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"16.0";"";"";"";"";"";"";
"07.06.2020 15:00";"25.1";"746.1";"755.2";"-1.0";"55";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"35.0";"15.4";"";"";"";"";"";"";
"07.06.2020 14:00";"25.5";"746.5";"755.6";"-0.5";"55";"Wind blowing from the west-southwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"15.8";"";"";"";"";"";"";
"07.06.2020 13:00";"24.6";"747.1";"756.3";"0.3";"59";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"16.1";"No precipitation";"6";"";"";"";"";
"07.06.2020 12:00";"23.4";"747.1";"756.4";"0.1";"64";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"16.2";"";"";"";"";"";"";
"07.06.2020 11:00";"22.6";"747.0";"756.2";"-0.1";"67";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"35.0";"16.2";"";"";"";"";"";"";
