Local time in Bingley,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.07.2020 13:00,15.9,739.6,762.8,0.6,63,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,40.0,8.9,,,,,,
10.07.2020 12:00,15.1,739.3,762.7,0.8,64,Wind blowing from the north-west,5,,,, ,,,,,,,1500-2000,,,40.0,8.4,No precipitation,6,,,,
10.07.2020 11:00,14.0,739.2,762.6,1.1,69,Wind blowing from the north-west,5,,,, ,,,,,,,1500-2000,,,26.0,8.3,,,,,,
10.07.2020 10:00,12.1,739.0,762.4,1.1,74,Wind blowing from the west-northwest,4,,,, ,,,,,,,300-600,,,45.0,7.6,,,,,,
10.07.2020 09:00,11.7,738.5,762.1,0.9,81,Wind blowing from the west-northwest,5,,,, ,,,,,,,300-600,,,50.0,8.5,,,,,,
10.07.2020 08:00,11.7,738.1,761.7,0.7,87,Wind blowing from the north-west,4,,,, ,,,,,,,300-600,,,40.0,9.6,,,,,,
10.07.2020 07:00,10.3,737.9,761.5,0.8,91,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.9,,,,,,
10.07.2020 06:00,9.1,737.6,761.4,0.5,92,Wind blowing from the west-northwest,2,,,, ,,,8.8,,,,2500 or more or no clouds.,,,35.0,7.9,1.0,12,,,,
10.07.2020 05:00,9.2,737.4,761.1,0.2,95,Wind blowing from the west-northwest,2,,,, ,,,,,,,200-300,,,40.0,8.4,,,,,,
10.07.2020 04:00,9.3,737.1,760.8,-0.1,98,Wind blowing from the west,2,,,, ,,,,,,,100-200,,,12.0,9.0,,,,,,
10.07.2020 03:00,10.2,737.1,760.7,-0.4,98,Wind blowing from the west-southwest,2,,,,Rain (not freezing). ,,,,,,,300-600,,,30.0,9.9,,,,,,
10.07.2020 02:00,10.0,737.2,760.9,-0.3,99,Wind blowing from the west-southwest,1,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,200-300,,,16.0,9.8,,,,,,
10.07.2020 01:00,10.0,737.2,760.9,-0.3,99,Wind blowing from the south,1,,,, ,,,,,,,1000-1500,,,30.0,9.9,,,,,,
10.07.2020 00:00,9.1,743.4,767.3,6.1,92,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,30.0,7.9,No precipitation,6,,,,
09.07.2020 23:00,10.2,737.5,761.2,0.4,99,Calm no wind,0,,,,Mist. ,,,,,,,100-200,,,8.0,10.0,,,,,,
09.07.2020 22:00,10.2,737.5,761.1,0.4,99,Wind blowing from the west-northwest,1,,,,Rain (not freezing). ,,,,,,,100-200,,,6.0,10.1,,,,,,
09.07.2020 21:00,10.3,737.3,760.9,0.3,99,Calm no wind,0,,,,Rain (not freezing). ,,,,,,,50-100,,,18.0,10.1,,,,,,
09.07.2020 20:00,10.5,737.1,760.6,-0.1,98,Wind blowing from the north-east,1,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,3.3,10.2,,,,,,
09.07.2020 19:00,10.6,737.1,760.6,-0.1,99,Wind blowing from the north-east,2,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,4.1,10.4,,,,,,
09.07.2020 18:00,10.7,737.0,760.6,0.1,99,Wind blowing from the north-east,2,,,,Drizzle not freezing slight. ,,,,11.9,,,100-200,,,6.0,10.5,3.0,12,,,,
09.07.2020 17:00,10.5,737.2,760.8,0.1,98,Wind blowing from the north-east,3,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,6.0,10.2,,,,,,
09.07.2020 16:00,11.0,737.2,760.7,0.3,96,Wind blowing from the north-east,3,,,,Rain (not freezing). ,,,,,,,200-300,,,5.0,10.4,,,,,,
09.07.2020 15:00,11.0,736.9,760.4,0.0,97,Wind blowing from the east-northeast,2,,,,Rain (not freezing). ,,,,,,,100-200,,,4.3,10.5,,,,,,
09.07.2020 14:00,10.9,737.1,760.6,0.5,95,Wind blowing from the east,4,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,100-200,,,4.6,10.2,,,,,,
09.07.2020 13:00,10.9,736.9,760.4,0.9,97,Wind blowing from the east-northeast,4,,,,Rain (not freezing). ,,,,,,,50-100,,,30.0,10.4,,,,,,
09.07.2020 12:00,11.0,736.9,760.5,0.8,98,Wind blowing from the east-northeast,3,,,,Mist. ,,,,,,,100-200,,,3.3,10.7,2.0,6,,,,
09.07.2020 11:00,10.5,736.6,760.3,0.7,99,Wind blowing from the east-northeast,3,,,,Rain (not freezing). ,,,,,,,100-200,,,9.0,10.4,,,,,,
09.07.2020 10:00,9.8,736.0,759.7,0.4,100,Wind blowing from the east-northeast,3,,,,Drizzle (not freezing) or snow grains. ,,,,,,,50-100,,,4.0,9.8,,,,,,
09.07.2020 09:00,9.6,736.1,759.7,0.9,100,Wind blowing from the east-northeast,4,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,4.1,9.6,,,,,,
09.07.2020 08:00,9.0,735.9,759.6,0.9,100,Wind blowing from the east-northeast,4,,,,Drizzle and rain slight. ,,,,,,,50-100,,,3.7,9.0,,,,,,
09.07.2020 07:00,9.1,735.6,759.3,0.9,100,Wind blowing from the north-east,4,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,4.2,9.1,,,,,,
09.07.2020 06:00,9.0,735.2,758.9,0.2,100,Wind blowing from the east-northeast,3,,,,Rain not freezing moderate. ,,,8.8,,,,50-100,,,3.0,9.0,29.0,12,,,,
09.07.2020 05:00,8.9,735.0,758.6,-0.1,100,Wind blowing from the east,4,,,,Rain not freezing moderate. ,,,,,,,50-100,,,4.1,8.9,,,,,,
09.07.2020 04:00,8.9,734.7,758.3,-0.5,100,Wind blowing from the east-northeast,3,,,,Rain not freezing moderate. ,,,,,,,50-100,,,1.0,8.9,,,,,,
09.07.2020 03:00,9.2,735.0,758.6,-0.8,100,Wind blowing from the east-northeast,3,,,,Rain not freezing moderate. ,,,,,,,50-100,,,4.0,9.2,,,,,,
09.07.2020 02:00,9.5,735.1,758.7,-1.0,100,Wind blowing from the east,2,,,,Rain not freezing heavy. ,,,,,,,50-100,,,3.4,9.5,,,,,,
09.07.2020 01:00,9.7,735.2,758.8,-1.7,99,Wind blowing from the east-northeast,5,,,,Rain not freezing moderate. ,,,,,,,Less than  50,,,4.1,9.6,,,,,,
09.07.2020 00:00,10.5,735.8,759.4,-1.1,99,Wind blowing from the east,4,,,,Rain not freezing heavy. ,,,,,,,50-100,,,3.2,10.4,11.0,6,,,,
08.07.2020 23:00,10.6,736.1,759.7,-0.9,99,Wind blowing from the east,4,,,,Rain not freezing moderate. ,,,,,,,Less than  50,,,4.4,10.5,,,,,,
08.07.2020 22:00,10.6,736.9,760.5,-0.5,99,Wind blowing from the east,3,,,,Rain not freezing moderate. ,,,,,,,Less than  50,,,3.2,10.5,,,,,,
08.07.2020 21:00,10.7,736.9,760.5,-1.0,99,Wind blowing from the east,4,,,,Rain not freezing moderate. ,,,,,,,50-100,,,3.8,10.5,,,,,,
08.07.2020 20:00,11.0,737.0,760.6,-1.0,97,Wind blowing from the east,4,,,,Rain not freezing moderate. ,,,,,,,100-200,,,3.8,10.6,,,,,,
08.07.2020 19:00,11.6,737.4,760.9,-1.0,93,Wind blowing from the east-southeast,3,,,,Drizzle not freezing slight. ,,,,,,,200-300,,,10.0,10.5,,,,,,
08.07.2020 18:00,12.2,737.9,761.4,-0.5,83,Wind blowing from the east,4,,,,Rain (not freezing). ,,,,14.6,,,300-600,,,26.0,9.3,0.2,12,,,,
08.07.2020 17:00,12.7,738.0,761.5,-0.6,84,Wind blowing from the east-southeast,3,,,, ,,,,,,,300-600,,,26.0,10.0,,,,,,
08.07.2020 16:00,13.2,738.4,761.8,-0.2,81,Wind blowing from the south-east,3,,,, ,,,,,,,300-600,,,22.0,9.9,,,,,,
08.07.2020 15:00,13.8,738.4,761.8,0.0,73,Wind blowing from the south-east,4,,,, ,,,,,,,300-600,,,50.0,9.1,,,,,,
08.07.2020 14:00,14.0,738.6,761.9,0.2,76,Wind blowing from the south-east,4,,,, ,,,,,,,300-600,,,35.0,9.8,,,,,,
08.07.2020 13:00,13.6,738.6,762.0,0.4,79,Wind blowing from the south-east,4,,,, ,,,,,,,300-600,,,29.0,10.0,,,,,,
08.07.2020 12:00,12.9,738.4,761.9,0.3,79,Wind blowing from the east-southeast,4,,,,Haze or smoke or dust in suspension in the air visibility equal to or greater than 1 km. ,,,,,,,300-600,,,18.0,9.3,0.2,6,,,,
08.07.2020 11:00,11.9,738.4,761.9,0.6,87,Wind blowing from the east-southeast,4,,,,Rain (not freezing). ,,,,,,,300-600,,,6.0,9.7,,,,,,
08.07.2020 10:00,12.6,738.2,761.7,0.7,80,Wind blowing from the east,4,,,, ,,,,,,,300-600,,,30.0,9.3,,,,,,
08.07.2020 09:00,11.5,738.1,761.7,0.9,91,Wind blowing from the east,4,,,,Rain (not freezing). ,,,,,,,200-300,,,19.0,10.0,,,,,,
08.07.2020 08:00,10.8,737.8,761.5,0.9,96,Wind blowing from the east,4,,,,Rain (not freezing). ,,,,,,,100-200,,,6.0,10.2,,,,,,
08.07.2020 07:00,10.3,737.5,761.2,0.7,99,Wind blowing from the east-northeast,2,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,2.8,10.2,,,,,,
08.07.2020 06:00,9.8,737.2,760.9,0.5,99,Wind blowing from the east,3,,,,Rain (not freezing). ,,,9.3,,,,100-200,,,5.0,9.6,6.0,12,,,,
08.07.2020 05:00,9.4,736.9,760.6,0.1,99,Wind blowing from the east,3,,,,Drizzle and rain slight. ,,,,,,,50-100,,,7.0,9.3,,,,,,
08.07.2020 04:00,9.5,736.8,760.5,-0.4,100,Wind blowing from the east-northeast,3,,,,Drizzle not freezing slight. ,,,,,,,Less than  50,,,2.5,9.5,,,,,,
08.07.2020 03:00,9.6,736.7,760.3,-0.7,100,Wind blowing from the east-northeast,3,,,,Rain not freezing moderate. ,,,,,,,Less than  50,,,3.5,9.6,,,,,,
08.07.2020 02:00,10.1,736.8,760.4,-0.7,99,Wind blowing from the east-northeast,2,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,0.6,10.0,,,,,,
08.07.2020 01:00,10.1,737.2,760.8,-0.6,100,Wind blowing from the east,2,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,2.2,10.1,,,,,,
08.07.2020 00:00,10.1,737.4,761.0,-0.4,99,Wind blowing from the east,2,,,,Rain not freezing moderate. ,,,,,,,50-100,,,3.4,10.0,3.0,6,,,,
07.07.2020 23:00,10.2,737.5,761.1,-0.5,99,Wind blowing from the east,2,,,,Rain not freezing moderate. ,,,,,,,50-100,,,2.2,10.0,,,,,,
07.07.2020 22:00,10.2,737.8,761.4,-0.6,97,Wind blowing from the south-east,2,,,,Rain not freezing moderate. ,,,,,,,100-200,,,2.7,9.7,,,,,,
07.07.2020 21:00,10.6,737.8,761.4,-0.7,95,Wind blowing from the south-southeast,2,,,,Mist. ,,,,,,,300-600,,,10.0,9.9,,,,,,
07.07.2020 20:00,11.1,738.0,761.6,-0.7,89,Wind blowing from the south-southeast,2,,,, ,,,,,,,600-1000,,,50.0,9.4,,,,,,
07.07.2020 19:00,11.3,738.4,762.0,-0.9,85,Wind blowing from the south-west,1,,,, ,,,,,,,600-1000,,,50.0,8.9,,,,,,
07.07.2020 18:00,11.5,738.5,762.1,-1.1,85,Wind blowing from the west,1,,,, ,,,,13.2,,,600-1000,,,50.0,9.0,2.0,12,,,,
07.07.2020 17:00,11.2,738.7,762.4,-0.9,90,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,1000-1500,,,50.0,9.6,,,,,,
07.07.2020 16:00,11.0,739.3,763.0,-0.5,91,Wind blowing from the west,2,,,,Rain not freezing slight. ,,,,,,,1500-2000,,,30.0,9.5,,,,,,
07.07.2020 15:00,10.6,739.6,763.3,-0.5,93,Wind blowing from the west,1,,,,Rain not freezing slight. ,,,,,,,1000-1500,,,24.0,9.5,,,,,,
07.07.2020 14:00,11.0,739.6,763.3,-0.6,90,Wind blowing from the west,1,,,,Rain not freezing moderate. ,,,,,,,300-600,,,10.0,9.4,,,,,,
07.07.2020 13:00,11.8,739.8,763.3,-0.7,80,Wind blowing from the west,2,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,1000-1500,,,45.0,8.5,,,,,,
07.07.2020 12:00,12.5,740.1,763.6,-0.6,73,Wind blowing from the west,3,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,600-1000,,,45.0,7.7,Trace of precipitation,6,,,,
07.07.2020 11:00,12.8,740.2,763.7,-0.6,76,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,600-1000,,,40.0,8.6,,,,,,
07.07.2020 10:00,12.0,740.5,764.0,-0.4,81,Wind blowing from the west-southwest,3,,,,Rain not freezing slight. ,,,,,,,1000-1500,,,23.0,8.8,,,,,,
07.07.2020 09:00,11.9,740.7,764.2,-0.3,80,Wind blowing from the west,3,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,1500-2000,,,22.0,8.6,,,,,,
07.07.2020 08:00,12.3,740.8,764.4,-0.4,80,Wind blowing from the west-southwest,2,,,, ,,,,,,,300-600,,,30.0,9.0,,,,,,
07.07.2020 07:00,11.8,740.9,764.5,-0.4,88,Wind blowing from the west-southwest,2,,,, ,,,,,,,300-600,,,35.0,9.9,,,,,,
07.07.2020 06:00,10.8,741.0,764.7,-0.6,92,Wind blowing from the west,1,,,, ,,,9.6,,,,300-600,,,30.0,9.5,No precipitation,12,,,,
07.07.2020 05:00,10.3,741.2,764.9,-0.5,94,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,26.0,9.3,,,,,,
07.07.2020 04:00,9.8,741.3,765.1,-0.9,94,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,8.8,,,,,,
07.07.2020 03:00,10.3,741.6,765.3,-0.7,92,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,23.0,9.1,,,,,,
07.07.2020 02:00,10.2,741.7,765.5,-0.7,92,Wind blowing from the west-southwest,3,,,, ,,,,,,,1500-2000,,,21.0,9.0,,,,,,
07.07.2020 01:00,10.0,742.2,766.0,-0.4,93,Wind blowing from the west,2,,,, ,,,,,,,1500-2000,,,23.0,8.9,,,,,,
07.07.2020 00:00,10.0,742.3,766.2,-0.3,92,Wind blowing from the west,3,,,, ,,,,,,,1500-2000,,,22.0,8.8,No precipitation,6,,,,
06.07.2020 23:00,9.7,742.4,766.3,0.0,90,Wind blowing from the west,3,,,, ,,,,,,,1500-2000,,,28.0,8.2,,,,,,
06.07.2020 22:00,9.9,742.6,766.5,0.3,89,Wind blowing from the west,3,,,, ,,,,,,,1500-2000,,,27.0,8.2,,,,,,
06.07.2020 21:00,10.4,742.6,766.4,0.5,84,Wind blowing from the west,3,,,, ,,,,,,,1500-2000,,,35.0,7.8,,,,,,
06.07.2020 20:00,11.4,742.4,766.1,0.4,76,Wind blowing from the west,4,9,,, ,,,,,,,2500 or more or no clouds.,,,45.0,7.3,,,,,,
06.07.2020 19:00,12.7,742.3,765.9,0.5,70,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,7.3,,,,,,
06.07.2020 18:00,14.1,742.1,765.5,0.7,62,Wind blowing from the west,3,10,,, ,,,,16.1,,,1000-1500,,,22.0,6.9,0.4,12,,,,
06.07.2020 17:00,14.6,742.0,765.4,0.8,64,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,18.0,7.8,,,,,,
06.07.2020 16:00,15.6,741.8,765.1,1.0,62,Wind blowing from the west,4,10,,, ,,,,,,,1000-1500,,,30.0,8.4,,,,,,
06.07.2020 15:00,15.7,741.4,764.8,1.2,65,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,17.0,9.1,,,,,,
06.07.2020 14:00,15.5,741.2,764.5,1.6,71,Wind blowing from the west,4,,,,Rain (not freezing). ,,,,,,,600-1000,,,16.0,10.2,,,,,,
06.07.2020 13:00,13.9,740.8,764.2,2.1,74,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,1500-2000,,,26.0,9.4,,,,,,
06.07.2020 12:00,14.8,740.2,763.5,2.3,72,Wind blowing from the west-northwest,4,,,, ,,,,,,,1500-2000,,,40.0,9.8,0.4,6,,,,
06.07.2020 11:00,13.2,739.6,763.0,2.2,75,Wind blowing from the west-northwest,4,,,, ,,,,,,,1000-1500,,,30.0,8.8,,,,,,
06.07.2020 10:00,13.0,738.7,762.2,2.4,79,Wind blowing from the west-northwest,4,9,,, ,,,,,,,1000-1500,,,35.0,9.5,,,,,,
06.07.2020 09:00,12.8,737.9,761.4,2.4,81,Wind blowing from the west-northwest,5,,,, ,,,,,,,300-600,,,25.0,9.6,,,,,,
06.07.2020 08:00,11.1,737.4,760.9,2.3,92,Wind blowing from the west,3,8,,,Rain (not freezing). ,,,,,,,300-600,,,17.0,9.9,,,,,,
06.07.2020 07:00,10.3,736.3,759.9,1.4,95,Wind blowing from the west,4,,,,Rain not freezing moderate. ,,,,,,,200-300,,,4.4,9.5,,,,,,
06.07.2020 06:00,10.1,735.5,759.1,1.1,94,Wind blowing from the west,5,10,,,Drizzle not freezing slight. ,,,9.1,,,,300-600,,,19.0,9.2,7.0,12,,,,
06.07.2020 05:00,9.6,735.1,758.7,0.6,94,Wind blowing from the west,4,10,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,600-1000,,,8.0,8.6,,,,,,
06.07.2020 04:00,9.5,734.9,758.5,1.0,95,Wind blowing from the west,3,,13,,Rain shower(s) or intermittent rain moderate. ,,,,,,,300-600,,,13.0,8.7,,,,,,
06.07.2020 03:00,9.5,734.4,758.0,0.9,94,Wind blowing from the west,4,10,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,300-600,,,5.0,8.6,,,,,,
06.07.2020 02:00,9.7,734.5,758.2,1.8,94,Wind blowing from the west,4,9,,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,23.0,8.7,,,,,,
06.07.2020 01:00,9.5,733.9,757.5,1.6,92,Wind blowing from the west,4,9,,,Rain (not freezing). ,,,,,,,300-600,,,27.0,8.3,,,,,,
06.07.2020 00:00,9.5,733.5,757.0,1.8,92,Wind blowing from the west,5,10,,,Rain (not freezing). ,,,,,,,300-600,,,35.0,8.3,4.0,6,,,,
05.07.2020 23:00,10.0,732.7,756.3,1.9,91,Wind blowing from the west,4,10,,,Rain shower(s) or intermittent rain slight. ,,,,,,,1000-1500,,,8.0,8.5,,,,,,
05.07.2020 22:00,10.3,732.3,755.8,1.4,91,Wind blowing from the west,5,13,14,,Rain not freezing slight. ,,,,,,,300-600,,,16.0,8.8,,,,,,
05.07.2020 21:00,11.1,731.7,755.1,0.8,86,Wind blowing from the west,7,12,16,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,13.0,8.8,,,,,,
05.07.2020 20:00,11.2,730.8,754.1,-0.1,84,Wind blowing from the west-southwest,8,16,19,,Rain (not freezing). ,,,,,,,1000-1500,,,18.0,8.6,,,,,,
05.07.2020 19:00,10.9,730.9,754.2,-0.5,86,Wind blowing from the west-southwest,9,16,16,,Rain shower(s) or intermittent rain moderate. ,,,,,,,600-1000,,,7.0,8.6,,,,,,
05.07.2020 18:00,11.5,730.9,754.2,-0.7,79,Wind blowing from the west-southwest,9,19,19,,Rain shower(s) or intermittent rain moderate. ,,,,15.1,,,1000-1500,,,24.0,8.0,4.0,12,,,,
05.07.2020 17:00,13.0,730.9,754.1,-0.4,69,Wind blowing from the west-southwest,7,13,15,,Rain (not freezing). ,,,,,,,1000-1500,,,19.0,7.5,,,,,,
05.07.2020 16:00,10.7,731.4,754.8,0.2,87,Wind blowing from the west,4,9,17,,Rain not freezing moderate. ,,,,,,,600-1000,,,18.0,8.6,,,,,,
05.07.2020 15:00,11.3,731.6,754.9,0.5,88,Wind blowing from the west,5,11,15,,Rain shower(s) or intermittent rain moderate. ,,,,,,,1000-1500,,,6.0,9.4,,,,,,
05.07.2020 14:00,13.9,731.3,754.4,0.4,64,Wind blowing from the west-southwest,7,13,15,,Rain (not freezing). ,,,,,,,1000-1500,,,25.0,7.1,,,,,,
05.07.2020 13:00,13.7,731.2,754.4,0.6,70,Wind blowing from the west-southwest,8,14,15,,Rain (not freezing). ,,,,,,,1500-2000,,,30.0,8.2,,,,,,
05.07.2020 12:00,14.7,731.1,754.1,1.3,70,Wind blowing from the west-southwest,8,16,17,,Rain (not freezing). ,,,,,,,600-1000,,,30.0,9.2,Trace of precipitation,6,,,,
05.07.2020 11:00,12.3,730.9,754.1,1.5,77,Wind blowing from the west-southwest,6,13,15,,Rain shower(s) or intermittent rain slight. ,,,,,,,600-1000,,,9.0,8.3,,,,,,
05.07.2020 10:00,13.8,730.6,753.7,1.7,74,Wind blowing from the west,7,14,16,, ,,,,,,,600-1000,,,17.0,9.3,,,,,,
05.07.2020 09:00,13.0,729.8,753.0,1.8,76,Wind blowing from the west,7,15,18,, ,,,,,,,300-600,,,35.0,8.8,,,,,,
05.07.2020 08:00,12.6,729.4,752.5,2.0,78,Wind blowing from the west,7,15,18,,Rain (not freezing). ,,,,,,,1000-1500,,,30.0,8.9,,,,,,
05.07.2020 07:00,12.5,728.9,752.1,2.2,80,Wind blowing from the west,7,15,15,,Rain (not freezing). ,,,,,,,300-600,,,28.0,9.2,,,,,,
05.07.2020 06:00,12.2,728.0,751.2,1.9,88,Wind blowing from the west,6,17,18,,Rain (not freezing). ,,,12.1,,,,300-600,,,35.0,10.2,3.0,12,,,,
05.07.2020 05:00,13.2,727.4,750.4,1.4,87,Wind blowing from the west-southwest,8,15,18,,Rain (not freezing). ,,,,,,,300-600,,,23.0,11.0,,,,,,
05.07.2020 04:00,13.9,726.7,749.7,0.3,88,Wind blowing from the west-southwest,9,19,22,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,13.0,11.9,,,,,,
05.07.2020 03:00,14.4,726.1,749.0,-0.5,90,Wind blowing from the west-southwest,10,18,21,,Rain not freezing slight. ,,,,,,,300-600,,,22.0,12.8,,,,,,
05.07.2020 02:00,14.8,726.0,748.9,-1.0,95,Wind blowing from the south-west,9,15,16,,Drizzle not freezing moderate. ,,,,,,,100-200,,,11.0,14.0,,,,,,
05.07.2020 01:00,14.5,726.4,749.2,-1.8,97,Wind blowing from the south-west,9,15,17,,Rain (not freezing). ,,,,,,,100-200,,,23.0,14.0,,,,,,
05.07.2020 00:00,9.5,733.5,757.0,4.3,92,Wind blowing from the west,5,10,,,Rain (not freezing). ,,,,,,,300-600,,,35.0,8.3,4.0,6,,,,
04.07.2020 23:00,14.9,727.0,750.0,-2.7,94,Wind blowing from the south-southwest,9,14,14,,Drizzle not freezing slight. ,,,,,,,200-300,,,4.5,14.0,,,,,,
04.07.2020 22:00,14.8,728.2,751.1,-2.1,93,Wind blowing from the south-southwest,8,13,14,, ,,,,,,,200-300,,,30.0,13.6,,,,,,
04.07.2020 21:00,14.9,729.2,752.2,-1.4,92,Wind blowing from the south-west,5,10,,,Rain (not freezing). ,,,,,,,200-300,,,19.0,13.6,,,,,,
04.07.2020 20:00,14.9,729.7,752.7,-1.3,92,Wind blowing from the south-west,5,,,,Drizzle and rain slight. ,,,,,,,300-600,,,6.0,13.6,,,,,,
04.07.2020 19:00,15.0,730.3,753.3,-0.9,93,Wind blowing from the south-west,4,,,, ,,,,,,,200-300,,,30.0,13.8,,,,,,
04.07.2020 18:00,14.8,730.6,753.7,-0.9,94,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,,16.2,,,200-300,,,30.0,13.8,2.0,12,,,,
04.07.2020 17:00,15.2,731.0,754.0,-0.4,94,Wind blowing from the west-southwest,3,,,,Drizzle not freezing moderate. ,,,,,,,200-300,,,3.1,14.3,,,,,,
04.07.2020 16:00,15.8,731.2,754.2,-0.3,93,Wind blowing from the south-west,5,,,,Rain (not freezing). ,,,,,,,200-300,,,5.0,14.6,,,,,,
04.07.2020 15:00,15.5,731.5,754.5,0.0,94,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,,,,,200-300,,,2.7,14.6,,,,,,
04.07.2020 14:00,16.0,731.4,754.4,0.2,93,Wind blowing from the west-southwest,4,,,,Drizzle not freezing slight. ,,,,,,,200-300,,,2.8,14.8,,,,,,
04.07.2020 13:00,15.6,731.5,754.5,0.5,92,Wind blowing from the west-southwest,5,,,,Rain (not freezing). ,,,,,,,300-600,,,3.0,14.3,,,,,,
04.07.2020 12:00,15.5,731.5,754.5,0.5,91,Wind blowing from the west-southwest,5,,,,Rain (not freezing). ,,,,,,,300-600,,,4.8,14.1,0.6,6,,,,
04.07.2020 11:00,15.5,731.2,754.3,0.4,94,Wind blowing from the west-southwest,4,,,,Mist. ,,,,,,,200-300,,,4.7,14.6,,,,,,
04.07.2020 10:00,15.2,731.0,754.0,0.4,94,Wind blowing from the west-southwest,5,,,,Rain (not freezing). ,,,,,,,200-300,,,5.0,14.2,,,,,,
04.07.2020 09:00,15.1,731.0,754.0,0.4,95,Wind blowing from the south-west,5,,,,Mist. ,,,,,,,200-300,,,2.4,14.3,,,,,,
04.07.2020 08:00,15.1,730.8,753.8,0.5,96,Wind blowing from the south-west,5,,,,Rain (not freezing). ,,,,,,,200-300,,,3.6,14.4,,,,,,
04.07.2020 07:00,14.3,730.6,753.7,0.5,96,Wind blowing from the south-west,5,,,,Rain not freezing moderate. ,,,,,,,200-300,,,3.3,13.7,,,,,,
04.07.2020 06:00,14.1,730.6,753.7,0.5,96,Wind blowing from the south-west,5,,,,Rain not freezing slight. ,,,13.6,,,,300-600,,,3.1,13.5,4.0,12,,,,
04.07.2020 05:00,14.1,730.3,753.3,0.0,96,Wind blowing from the south-west,5,,,,Rain (not freezing). ,,,,,,,200-300,,,4.8,13.5,,,,,,
04.07.2020 04:00,14.1,730.1,753.2,-0.7,97,Wind blowing from the south-west,6,,,,Drizzle not freezing slight. ,,,,,,,200-300,,,2.8,13.6,,,,,,
04.07.2020 03:00,14.2,730.1,753.2,-1.0,96,Wind blowing from the south-west,7,12,,,Drizzle not freezing moderate. ,,,,,,,200-300,,,3.8,13.6,,,,,,
04.07.2020 02:00,14.2,730.3,753.4,-1.2,96,Wind blowing from the south-southwest,6,11,,,Drizzle not freezing moderate. ,,,,,,,200-300,,,3.7,13.6,,,,,,
04.07.2020 01:00,14.1,730.8,753.9,-0.9,97,Wind blowing from the south-southwest,6,12,,,Drizzle not freezing moderate. ,,,,,,,200-300,,,4.6,13.6,,,,,,
04.07.2020 00:00,14.7,726.6,749.5,-5.3,96,Wind blowing from the south-west,10,16,17,,Drizzle not freezing slight. ,,,,,,,200-300,,,7.0,14.0,0.6,6,,,,
03.07.2020 23:00,13.7,731.5,754.6,-0.3,97,Wind blowing from the south-west,6,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,4.1,13.2,,,,,,
03.07.2020 22:00,13.7,731.7,754.9,-0.1,97,Wind blowing from the south-west,5,10,,,Drizzle not freezing slight. ,,,,,,,200-300,,,4.2,13.2,,,,,,
03.07.2020 21:00,13.7,731.9,755.1,0.0,96,Wind blowing from the south-west,6,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,4.0,13.1,,,,,,
03.07.2020 20:00,13.7,731.8,755.0,-0.3,96,Wind blowing from the south-southwest,6,,13,,Drizzle not freezing slight. ,,,,,,,200-300,,,6.0,13.1,,,,,,
03.07.2020 19:00,13.8,731.8,755.0,-0.8,96,Wind blowing from the south-southwest,6,12,13,,Rain not freezing moderate. ,,,,,,,100-200,,,2.9,13.2,,,,,,
