Local time in Aberdaron,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.07.2020 19:00,13.6,761.2,769.8,-0.5,86,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,11.3,,,,,,
21.07.2020 18:00,14.5,761.3,769.9,-0.6,86,Wind blowing from the west-southwest,4,,,, ,,,,16.1,,,2500 or more or no clouds.,,,40.0,12.2,No precipitation,12,,,,
21.07.2020 17:00,14.8,761.5,770.2,-0.4,90,Wind blowing from the west-southwest,4,,,, ,,,,,,,100-200,,,29.0,13.1,,,,,,
21.07.2020 16:00,14.9,761.7,770.3,-0.3,93,Wind blowing from the west-southwest,3,,,, ,,,,,,,Less than  50,,,28.0,13.8,,,,,,
21.07.2020 15:00,14.4,761.9,770.6,-0.1,96,Wind blowing from the west-southwest,3,,,, ,,,,,,,Less than  50,,,0.3,13.7,,,,,,
21.07.2020 14:00,13.7,761.9,770.5,-0.2,97,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,0.3,13.2,,,,,,
21.07.2020 13:00,14.6,762.0,770.6,0.0,91,Wind blowing from the south-southwest,4,,,, ,,,,,,,Less than  50,,,12.0,13.2,,,,,,
21.07.2020 12:00,15.1,762.0,770.6,0.0,90,Wind blowing from the south-southwest,4,,,, ,,,,,,,100-200,,,25.0,13.4,No precipitation,6,,,,
21.07.2020 11:00,15.4,762.1,770.7,0.3,89,Wind blowing from the south-southwest,5,,,, ,,,,,,,200-300,,,40.0,13.6,,,,,,
21.07.2020 10:00,15.1,762.0,770.6,0.4,86,Wind blowing from the south,4,,,, ,,,,,,,1500-2000,,,40.0,12.8,,,,,,
21.07.2020 09:00,14.9,762.0,770.6,0.4,87,Wind blowing from the south,4,,,, ,,,,,,,1500-2000,,,55.0,12.7,,,,,,
21.07.2020 08:00,13.8,761.8,770.5,0.3,90,Wind blowing from the south,3,,,, ,,,,,,,2000-2500,,,55.0,12.1,,,,,,
21.07.2020 07:00,13.8,761.6,770.3,0.3,87,Wind blowing from the south,3,,,, ,,,,,,,2000-2500,,,60.0,11.6,,,,,,
21.07.2020 06:00,13.0,761.6,770.2,0.0,88,Wind blowing from the south,3,,,, ,,,11.1,,,,1500-2000,,,65.0,11.1,No precipitation,12,,,,
21.07.2020 05:00,12.9,761.5,770.2,-0.2,86,Wind blowing from the south-southeast,2,,,, ,,,,,,,300-600,,,70.0,10.6,,,,,,
21.07.2020 04:00,12.3,761.3,770.0,-0.5,87,Wind blowing from the south-east,2,,,, ,,,,,,,300-600,,,65.0,10.2,,,,,,
21.07.2020 03:00,12.2,761.6,770.3,-0.3,87,Wind blowing from the south-southeast,2,,,, ,,,,,,,300-600,,,71.0,10.0,,,,,,
21.07.2020 02:00,11.6,761.7,770.4,-0.3,85,Wind blowing from the south-southwest,3,,,, ,,,,,,,1500-2000,,,65.0,9.2,,,,,,
21.07.2020 01:00,11.5,761.8,770.5,-0.2,88,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,9.6,,,,,,
21.07.2020 00:00,13.1,761.2,769.9,-0.5,97,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,12.6,No precipitation,6,,,,
20.07.2020 23:00,11.4,762.0,770.7,0.5,89,Wind blowing from the west,3,,,, ,,,,,,,2000-2500,,,60.0,9.7,,,,,,
20.07.2020 22:00,11.5,762.0,770.7,0.5,89,Wind blowing from the west-southwest,3,,,, ,,,,,,,2000-2500,,,55.0,9.7,,,,,,
20.07.2020 21:00,11.5,761.7,770.4,0.5,84,Wind blowing from the west-southwest,2,,,, ,,,,,,,1500-2000,,,60.0,8.9,,,,,,
20.07.2020 20:00,12.3,761.5,770.2,0.1,84,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,9.7,,,,,,
20.07.2020 19:00,13.7,761.5,770.2,0.0,74,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,9.2,,,,,,
20.07.2020 18:00,15.2,761.2,769.9,-0.3,57,Wind blowing from the west,3,,,, ,,,,17.0,,,2500 or more or no clouds.,,,71.0,6.8,No precipitation,12,,,,
20.07.2020 17:00,16.2,761.4,769.9,-0.2,56,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,7.3,,,,,,
20.07.2020 16:00,16.6,761.5,770.1,-0.2,55,Wind blowing from the north-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,7.4,,,,,,
20.07.2020 15:00,16.2,761.5,770.1,-0.2,61,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,8.7,,,,,,
20.07.2020 14:00,15.3,761.6,770.2,0.0,75,Wind blowing from the north-west,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.9,,,,,,
20.07.2020 13:00,15.0,761.7,770.3,0.4,78,Wind blowing from the north-northwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,11.1,,,,,,
20.07.2020 12:00,15.1,761.7,770.2,0.6,81,Wind blowing from the north-northwest,4,,,, ,,,,,,,300-600,,,45.0,11.8,No precipitation,6,,,,
20.07.2020 11:00,14.9,761.6,770.2,0.8,79,Wind blowing from the north-west,5,,,, ,,,,,,,300-600,,,40.0,11.3,,,,,,
20.07.2020 10:00,14.5,761.3,769.9,0.9,77,Wind blowing from the north-northwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,10.5,,,,,,
20.07.2020 09:00,14.0,761.1,769.7,0.9,79,Wind blowing from the north-northwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,10.4,,,,,,
20.07.2020 08:00,13.8,760.8,769.4,0.8,82,Wind blowing from the north-northwest,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.7,,,,,,
20.07.2020 07:00,12.2,760.4,769.1,0.6,88,Wind blowing from the north,4,,,, ,,,,,,,600-1000,,,40.0,10.3,,,,,,
20.07.2020 06:00,12.1,760.2,768.9,0.5,96,Wind blowing from the north,4,,,, ,,,9.8,,,,300-600,,,40.0,11.5,No precipitation,12,,,,
20.07.2020 05:00,10.9,760.0,768.7,0.2,98,Wind blowing from the north-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.6,,,,,,
20.07.2020 04:00,10.9,759.8,768.5,0.1,98,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,27.0,10.6,,,,,,
20.07.2020 03:00,11.4,759.7,768.4,0.0,96,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,10.7,,,,,,
20.07.2020 02:00,11.9,759.8,768.5,0.1,91,Wind blowing from the north-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,10.5,,,,,,
20.07.2020 01:00,12.0,759.7,768.4,0.2,86,Wind blowing from the west-northwest,6,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,9.7,,,,,,
20.07.2020 00:00,10.6,759.7,768.4,0.5,95,Wind blowing from the west-northwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,9.8,No precipitation,6,,,,
19.07.2020 23:00,9.9,759.7,768.4,0.9,94,Wind blowing from the west-northwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.9,,,,,,
19.07.2020 22:00,10.4,759.5,768.2,0.7,92,Wind blowing from the west,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,9.2,,,,,,
19.07.2020 21:00,12.3,759.2,767.9,0.6,73,Wind blowing from the north-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,7.6,,,,,,
19.07.2020 20:00,13.2,758.8,767.5,0.4,69,Wind blowing from the north-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,7.6,,,,,,
19.07.2020 19:00,14.5,758.8,767.3,0.3,67,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.4,,,,,,
19.07.2020 18:00,15.1,758.6,767.2,0.1,61,Wind blowing from the north,3,,,, ,,,,16.1,,,2500 or more or no clouds.,,,45.0,7.6,No precipitation,12,,,,
19.07.2020 17:00,15.3,758.4,766.9,,63,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,8.2,,,,,,
19.07.2020 16:00,14.7,758.5,767.0,0.2,68,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.8,,,,,,
19.07.2020 15:00,14.7,758.5,767.1,,71,Wind blowing from the north,5,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,9.5,,,,,,
19.07.2020 14:00,15.3,758.5,767.1,0.7,76,Wind blowing from the north-northwest,7,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.0,,,,,,
19.07.2020 13:00,14.5,758.3,766.9,0.5,76,Wind blowing from the north-northwest,8,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,10.2,,,,,,
19.07.2020 12:00,14.8,758.0,766.6,0.5,74,Wind blowing from the north-northwest,7,,,, ,,,,,,,300-600,,,29.0,10.1,No precipitation,6,,,,
19.07.2020 11:00,14.9,757.8,766.3,0.6,78,Wind blowing from the north-northwest,6,,,, ,,,,,,,300-600,,,25.0,11.0,,,,,,
19.07.2020 10:00,15.0,757.8,766.3,0.9,78,Wind blowing from the north,5,,,, ,,,,,,,300-600,,,30.0,11.2,,,,,,
19.07.2020 09:00,13.4,757.5,766.1,0.8,80,Wind blowing from the north,7,,,, ,,,,,,,300-600,,,28.0,9.9,,,,,,
19.07.2020 08:00,12.8,757.2,765.8,0.8,84,Wind blowing from the north,7,,,, ,,,,,,,300-600,,,24.0,10.1,,,,,,
19.07.2020 07:00,13.2,756.9,765.5,0.8,88,Wind blowing from the north,7,,,, ,,,,,,,300-600,,,28.0,11.2,,,,,,
19.07.2020 06:00,11.8,756.7,765.4,0.6,96,Wind blowing from the north-northeast,4,,,, ,,,9.8,,,,300-600,,,26.0,11.1,No precipitation,12,,,,
19.07.2020 05:00,9.9,756.4,765.1,0.4,95,Wind blowing from the north-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,9.2,,,,,,
19.07.2020 04:00,11.2,756.1,764.7,0.2,98,Wind blowing from the north-northeast,7,,,, ,,,,,,,300-600,,,30.0,10.9,,,,,,
19.07.2020 03:00,11.8,756.1,764.7,0.3,98,Wind blowing from the north,5,,,, ,,,,,,,100-200,,,16.0,11.5,,,,,,
19.07.2020 02:00,11.7,756.0,764.7,0.1,96,Wind blowing from the north,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,11.1,,,,,,
19.07.2020 01:00,12.0,755.9,764.5,0.1,96,Wind blowing from the north-northwest,5,,,, ,,,,,,,1000-1500,,,50.0,11.3,,,,,,
19.07.2020 00:00,11.4,755.8,764.5,0.3,98,Wind blowing from the north-northwest,5,,,, ,,,,,,,1500-2000,,,45.0,11.1,No precipitation,6,,,,
18.07.2020 23:00,11.7,755.9,764.5,0.8,98,Wind blowing from the north-west,5,,,, ,,,,,,,1500-2000,,,45.0,11.4,,,,,,
18.07.2020 22:00,11.5,755.8,764.4,0.9,96,Wind blowing from the north-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,10.9,,,,,,
18.07.2020 21:00,12.1,755.5,764.1,0.7,91,Wind blowing from the north-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,10.6,,,,,,
18.07.2020 20:00,13.5,755.1,763.6,0.4,85,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,11.0,,,,,,
18.07.2020 19:00,14.4,754.9,763.5,0.2,78,Wind blowing from the north-northeast,3,,,, ,,,,,,,1000-1500,,,65.0,10.5,,,,,,
18.07.2020 18:00,14.0,754.8,763.3,-0.1,80,Wind blowing from the north-northeast,4,,,, ,,,,14.2,,,1000-1500,,,65.0,10.6,9.0,12,,,,
18.07.2020 17:00,13.9,754.7,763.3,-0.2,84,Wind blowing from the north-northeast,5,,,, ,,,,,,,1000-1500,,,65.0,11.3,,,,,,
18.07.2020 16:00,13.6,754.7,763.3,-0.1,96,Wind blowing from the north,6,,,, ,,,,,,,600-1000,,,70.0,12.9,,,,,,
18.07.2020 15:00,13.2,754.9,763.4,0.2,100,Wind blowing from the north,6,,,, ,,,,,,,50-100,,,7.0,13.2,,,,,,
18.07.2020 14:00,12.3,754.9,763.6,0.4,100,Wind blowing from the north,6,,,, ,,,,,,,50-100,,,3.9,12.3,,,,,,
18.07.2020 13:00,12.2,754.8,763.4,0.5,100,Wind blowing from the north,7,,,, ,,,,,,,50-100,,,2.5,12.2,,,,,,
18.07.2020 12:00,12.4,754.7,763.3,0.6,100,Wind blowing from the north,7,,,, ,,,,,,,50-100,,,1.1,12.4,8.0,6,,,,
18.07.2020 11:00,13.7,754.5,763.0,0.5,100,Wind blowing from the north-west,5,,,, ,,,,,,,50-100,,,0.2,13.7,,,,,,
18.07.2020 10:00,14.1,754.3,762.8,0.5,100,Wind blowing from the south-west,11,,,, ,,,,,,,Less than  50,,,1.9,14.1,,,,,,
18.07.2020 09:00,14.1,754.1,762.7,0.2,100,Wind blowing from the south-west,10,,,, ,,,,,,,Less than  50,,,1.8,14.1,,,,,,
18.07.2020 08:00,14.1,754.0,762.5,0.0,100,Wind blowing from the south-west,13,,,, ,,,,,,,Less than  50,,,0.4,14.1,,,,,,
18.07.2020 07:00,14.1,753.8,762.4,-0.5,100,Wind blowing from the south-west,14,,,, ,,,,,,,Less than  50,,,7.0,14.1,,,,,,
18.07.2020 06:00,13.9,753.9,762.4,-0.7,100,Wind blowing from the south-west,13,,,, ,,,13.9,,,,Less than  50,,,1.3,13.9,2.0,12,,,,
18.07.2020 05:00,13.9,754.0,762.5,-1.1,100,Wind blowing from the south-west,12,,,, ,,,,,,,,,,0.3,13.9,,,,,,
18.07.2020 04:00,14.0,754.3,762.8,-1.0,100,Wind blowing from the south-west,12,,,, ,,,,,,,Less than  50,,,1.3,14.0,,,,,,
18.07.2020 03:00,14.0,754.6,763.1,-0.9,100,Wind blowing from the south-west,13,,,, ,,,,,,,Less than  50,,,2.8,14.0,,,,,,
18.07.2020 02:00,14.0,755.1,763.7,-0.6,100,Wind blowing from the south-west,12,,,, ,,,,,,,Less than  50,,,6.0,14.0,,,,,,
18.07.2020 01:00,14.1,755.3,763.9,-0.5,100,Wind blowing from the south-west,13,,,, ,,,,,,,50-100,,,7.0,14.1,,,,,,
18.07.2020 00:00,14.2,755.5,764.1,-0.5,99,Wind blowing from the south-west,13,,,, ,,,,,,,100-200,,,9.0,14.1,No precipitation,6,,,,
17.07.2020 23:00,14.3,755.7,764.3,-0.1,99,Wind blowing from the south-west,13,,,, ,,,,,,,100-200,,,10.0,14.1,,,,,,
17.07.2020 22:00,14.2,755.8,764.4,-0.2,99,Wind blowing from the south-west,11,,,, ,,,,,,,50-100,,,10.0,14.1,,,,,,
17.07.2020 21:00,14.2,756.0,764.5,-0.2,98,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,10.0,13.9,,,,,,
17.07.2020 20:00,14.7,755.8,764.3,-0.7,97,Wind blowing from the south-west,12,,,, ,,,,,,,100-200,,,15.0,14.2,,,,,,
17.07.2020 19:00,15.1,756.0,764.5,-0.7,96,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,15.0,14.5,,,,,,
17.07.2020 18:00,15.1,756.2,764.8,-0.9,97,Wind blowing from the south-west,11,,,, ,,,,16.4,,,100-200,,,13.0,14.6,No precipitation,12,,,,
17.07.2020 17:00,14.8,756.5,765.1,-1.0,97,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,10.0,14.4,,,,,,
17.07.2020 16:00,14.9,756.7,765.2,-0.7,97,Wind blowing from the south-southwest,7,,,, ,,,,,,,50-100,,,11.0,14.5,,,,,,
17.07.2020 15:00,15.1,757.1,765.7,-0.4,98,Wind blowing from the south-southwest,7,,,, ,,,,,,,50-100,,,12.0,14.8,,,,,,
17.07.2020 14:00,14.6,757.5,766.0,0.1,98,Wind blowing from the south-southwest,8,,,, ,,,,,,,,,,3.6,14.3,,,,,,
17.07.2020 13:00,15.0,757.4,766.0,0.0,98,Wind blowing from the south-west,8,,,, ,,,,,,,,,,2.6,14.7,,,,,,
17.07.2020 12:00,14.7,757.5,766.0,0.0,99,Wind blowing from the south-west,8,,,, ,,,,,,,,,,0.8,14.5,No precipitation,6,,,,
17.07.2020 11:00,14.7,757.4,766.0,-0.1,97,Wind blowing from the south-southwest,8,,,, ,,,,,,,Less than  50,,,1.8,14.3,,,,,,
17.07.2020 10:00,15.0,757.4,766.0,0.1,96,Wind blowing from the south-southwest,6,,,, ,,,,,,,Less than  50,,,9.0,14.3,,,,,,
17.07.2020 09:00,15.7,757.5,766.0,0.2,93,Wind blowing from the south-west,6,,,, ,,,,,,,600-1000,,,30.0,14.6,,,,,,
17.07.2020 08:00,14.5,757.5,766.0,0.0,94,Wind blowing from the south-west,8,,,, ,,,,,,,600-1000,,,29.0,13.6,,,,,,
17.07.2020 07:00,15.0,757.3,765.9,0.0,89,Wind blowing from the south-west,7,,,, ,,,,,,,1000-1500,,,45.0,13.2,,,,,,
17.07.2020 06:00,13.9,757.3,765.9,-0.3,96,Wind blowing from the south,3,,,, ,,,13.2,,,,1000-1500,,,24.0,13.2,No precipitation,12,,,,
17.07.2020 05:00,13.3,757.5,766.1,-0.2,94,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,30.0,12.4,,,,,,
17.07.2020 04:00,15.5,757.3,765.8,-0.6,80,Wind blowing from the south-west,9,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,12.1,,,,,,
17.07.2020 03:00,14.7,757.6,766.1,-0.5,86,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,12.4,,,,,,
17.07.2020 02:00,14.4,757.7,766.3,-0.6,87,Wind blowing from the west,4,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,12.2,,,,,,
17.07.2020 01:00,14.3,757.9,766.6,-0.5,88,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,50.0,12.3,,,,,,
17.07.2020 00:00,14.2,755.5,764.1,-2.9,99,Wind blowing from the south-west,13,,,, ,,,,,,,100-200,,,9.0,14.1,No precipitation,6,,,,
16.07.2020 23:00,15.1,758.3,766.9,0.0,88,Wind blowing from the west-southwest,3,,,, ,,,,,,,1000-1500,,,45.0,13.1,,,,,,
16.07.2020 22:00,15.0,758.4,766.9,0.2,92,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,35.0,13.7,,,,,,
16.07.2020 21:00,14.9,758.4,766.9,0.1,94,Wind blowing from the west,4,,,, ,,,,,,,1500-2000,,,30.0,14.0,,,,,,
16.07.2020 20:00,15.0,758.3,766.9,-0.1,94,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,28.0,14.1,,,,,,
16.07.2020 19:00,16.4,758.2,766.7,-0.4,90,Wind blowing from the west-southwest,8,,,, ,,,,,,,1000-1500,,,45.0,14.7,,,,,,
16.07.2020 18:00,16.7,758.3,766.8,-0.3,89,Wind blowing from the west-southwest,7,,,, ,,,,18.6,,,1000-1500,,,60.0,14.8,No precipitation,12,,,,
16.07.2020 17:00,17.9,758.4,766.9,-0.4,85,Wind blowing from the south-west,4,,,, ,,,,,,,1000-1500,,,50.0,15.3,,,,,,
16.07.2020 16:00,16.7,758.6,767.2,-0.3,90,Wind blowing from the south-southwest,3,,,, ,,,,,,,1000-1500,,,45.0,15.0,,,,,,
16.07.2020 15:00,16.6,758.6,767.1,-0.3,90,Wind blowing from the south-west,4,,,, ,,,,,,,1000-1500,,,40.0,15.0,,,,,,
16.07.2020 14:00,16.5,758.8,767.4,0.0,90,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,50.0,14.9,,,,,,
16.07.2020 13:00,16.0,758.9,767.5,0.2,93,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,60.0,14.8,,,,,,
16.07.2020 12:00,16.6,758.9,767.5,0.4,88,Wind blowing from the west,6,,,, ,,,,,,,600-1000,,,70.0,14.6,No precipitation,6,,,,
16.07.2020 11:00,16.0,758.8,767.4,0.5,93,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,60.0,14.8,,,,,,
16.07.2020 10:00,15.7,758.7,767.2,0.6,91,Wind blowing from the west-southwest,4,,,, ,,,,,,,300-600,,,71.0,14.3,,,,,,
16.07.2020 09:00,14.9,758.5,767.2,0.6,94,Wind blowing from the west-northwest,3,,,, ,,,,,,,300-600,,,65.0,14.0,,,,,,
16.07.2020 08:00,14.5,758.3,766.9,0.7,96,Wind blowing from the west-northwest,5,,,, ,,,,,,,200-300,,,55.0,13.9,,,,,,
16.07.2020 07:00,14.0,758.1,766.7,0.8,98,Wind blowing from the west-northwest,6,,,, ,,,,,,,200-300,,,60.0,13.7,,,,,,
16.07.2020 06:00,13.7,757.9,766.5,0.7,99,Wind blowing from the west-northwest,7,,,, ,,,13.3,,,,300-600,,,55.0,13.6,0.2,12,,,,
16.07.2020 05:00,13.9,757.6,766.3,0.5,98,Wind blowing from the west-northwest,6,,,, ,,,,,,,200-300,,,8.0,13.6,,,,,,
16.07.2020 04:00,14.1,757.3,765.9,0.3,97,Wind blowing from the west-northwest,7,,,, ,,,,,,,300-600,,,28.0,13.7,,,,,,
16.07.2020 03:00,13.8,757.2,765.8,0.2,98,Wind blowing from the west-northwest,6,,,, ,,,,,,,50-100,,,55.0,13.5,,,,,,
16.07.2020 02:00,13.8,757.1,765.7,0.3,94,Wind blowing from the west-northwest,4,,,, ,,,,,,,200-300,,,4.0,12.8,,,,,,
16.07.2020 01:00,14.1,757.0,765.7,0.4,93,Wind blowing from the north-west,3,,,, ,,,,,,,300-600,,,60.0,12.9,,,,,,
16.07.2020 00:00,15.4,758.1,766.6,1.8,84,Wind blowing from the west,3,,,, ,,,,,,,1000-1500,,,50.0,12.7,No precipitation,6,,,,
15.07.2020 23:00,13.6,756.8,765.4,0.8,96,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,27.0,12.9,,,,,,
15.07.2020 22:00,13.5,756.6,765.2,0.8,94,Wind blowing from the north-west,2,,,, ,,,,,,,1000-1500,,,35.0,12.6,,,,,,
15.07.2020 21:00,14.0,756.3,764.8,0.7,93,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,30.0,12.9,,,,,,
15.07.2020 20:00,14.0,756.0,764.6,0.5,93,Wind blowing from the west-southwest,3,,,, ,,,,,,,600-1000,,,35.0,12.9,,,,,,
15.07.2020 19:00,14.5,755.8,764.3,0.5,91,Wind blowing from the south-west,3,,,, ,,,,,,,600-1000,,,35.0,13.0,,,,,,
15.07.2020 18:00,14.2,755.6,764.2,0.2,94,Wind blowing from the west-southwest,4,,,, ,,,,16.3,,,600-1000,,,29.0,13.2,0.2,12,,,,
15.07.2020 17:00,14.4,755.5,764.0,0.3,90,Wind blowing from the west-southwest,3,,,, ,,,,,,,600-1000,,,35.0,12.8,,,,,,
15.07.2020 16:00,14.6,755.3,763.9,0.1,90,Wind blowing from the west-southwest,3,,,, ,,,,,,,600-1000,,,45.0,13.0,,,,,,
15.07.2020 15:00,15.4,755.4,763.9,0.3,90,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,30.0,13.8,,,,,,
15.07.2020 14:00,15.9,755.2,763.8,0.3,90,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,40.0,14.2,,,,,,
15.07.2020 13:00,14.6,755.2,763.7,0.6,95,Wind blowing from the west,5,,,, ,,,,,,,200-300,,,40.0,13.8,,,,,,
15.07.2020 12:00,14.0,755.1,763.6,0.6,99,Wind blowing from the west,6,,,, ,,,,,,,100-200,,,24.0,13.8,0.2,6,,,,
15.07.2020 11:00,14.0,754.9,763.4,0.6,100,Wind blowing from the west,5,,,, ,,,,,,,50-100,,,35.0,14.0,,,,,,
15.07.2020 10:00,13.1,754.6,763.3,0.6,100,Wind blowing from the west-northwest,6,,,, ,,,,,,,100-200,,,14.0,13.1,,,,,,
15.07.2020 09:00,12.7,754.5,763.1,0.7,100,Wind blowing from the west,5,,,, ,,,,,,,100-200,,,28.0,12.7,,,,,,
15.07.2020 08:00,12.5,754.3,762.9,0.4,100,Wind blowing from the west,5,,,, ,,,,,,,50-100,,,6.0,12.5,,,,,,
15.07.2020 07:00,12.6,754.0,762.6,0.2,100,Wind blowing from the west-northwest,6,,,, ,,,,,,,100-200,,,7.0,12.6,,,,,,
15.07.2020 06:00,12.3,753.8,762.4,0.0,100,Wind blowing from the west,6,,,, ,,,12.0,,,,50-100,,,23.0,12.3,2.0,12,,,,
15.07.2020 05:00,12.3,753.9,762.4,-0.3,100,Wind blowing from the west,5,,,, ,,,,,,,Less than  50,,,0.8,12.3,,,,,,
15.07.2020 04:00,12.4,753.8,762.4,-0.6,99,Wind blowing from the west-northwest,5,,,, ,,,,,,,100-200,,,24.0,12.3,,,,,,
15.07.2020 03:00,12.5,753.8,762.4,-0.7,99,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,27.0,12.4,,,,,,
15.07.2020 02:00,12.5,754.2,762.8,-0.4,99,Wind blowing from the west,4,,,, ,,,,,,,300-600,,,5.0,12.4,,,,,,
15.07.2020 01:00,12.6,754.4,763.0,-0.2,99,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,9.0,12.5,,,,,,
15.07.2020 00:00,12.7,754.5,763.1,-0.2,99,Wind blowing from the west,5,,,, ,,,,,,,300-600,,,21.0,12.6,0.8,6,,,,
14.07.2020 23:00,12.8,754.6,763.2,-0.2,100,Wind blowing from the west,6,,,, ,,,,,,,600-1000,,,25.0,12.8,,,,,,
14.07.2020 22:00,12.8,754.6,763.3,-0.4,100,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,17.0,12.8,,,,,,
14.07.2020 21:00,12.7,754.7,763.3,-0.7,100,Wind blowing from the west-southwest,6,,,, ,,,,,,,100-200,,,16.0,12.7,,,,,,
14.07.2020 20:00,12.4,754.8,763.4,-1.0,100,Wind blowing from the west-southwest,6,,,, ,,,,,,,50-100,,,20.0,12.4,,,,,,
14.07.2020 19:00,12.3,755.0,763.6,-0.9,100,Wind blowing from the west-southwest,5,,,, ,,,,,,,Less than  50,,,8.0,12.3,,,,,,
14.07.2020 18:00,12.3,755.4,764.0,-0.7,98,Wind blowing from the west-southwest,6,,,, ,,,,15.8,,,100-200,,,16.0,12.0,0.6,12,,,,
14.07.2020 17:00,12.4,755.8,764.5,-0.6,96,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,16.0,11.8,,,,,,
14.07.2020 16:00,12.7,755.9,764.5,-0.5,94,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,65.0,11.7,,,,,,
14.07.2020 15:00,12.7,756.1,764.8,-0.5,92,Wind blowing from the west-southwest,5,,,, ,,,,,,,600-1000,,,17.0,11.5,,,,,,
14.07.2020 14:00,13.5,756.4,765.1,-0.3,85,Wind blowing from the west,4,,,, ,,,,,,,1000-1500,,,55.0,11.0,,,,,,
14.07.2020 13:00,15.7,756.4,764.9,-0.1,81,Wind blowing from the west-northwest,4,,,, ,,,,,,,300-600,,,70.0,12.4,,,,,,
14.07.2020 12:00,14.2,756.6,765.1,0.0,82,Wind blowing from the north-west,6,,,, ,,,,,,,300-600,,,60.0,11.2,No precipitation,6,,,,
14.07.2020 11:00,13.7,756.7,765.2,0.1,86,Wind blowing from the north-west,6,,,, ,,,,,,,200-300,,,50.0,11.4,,,,,,
