Total errors 6402

19/11/2020 | Regions                                  | Blaenau Gwent
09/05/2020 | Regions                                  | Cardiff
08/05/2020 | Regions                                  | Cardiff
07/05/2020 | Regions                                  | Cardiff
06/05/2020 | Regions                                  | Cardiff
05/05/2020 | Regions                                  | Cardiff
04/05/2020 | Regions                                  | Cardiff
03/05/2020 | Regions                                  | Cardiff
02/05/2020 | Regions                                  | Cardiff
01/05/2020 | Regions                                  | Cardiff
30/04/2020 | Regions                                  | Cardiff
29/04/2020 | Regions                                  | Cardiff
28/04/2020 | Regions                                  | Cardiff
27/04/2020 | Regions                                  | Cardiff
26/04/2020 | Regions                                  | Cardiff
25/04/2020 | Regions                                  | Cardiff
24/04/2020 | Regions                                  | Cardiff
23/04/2020 | Regions                                  | Cardiff
22/04/2020 | Regions                                  | Cardiff
21/04/2020 | Regions                                  | Cardiff
20/04/2020 | Regions                                  | Cardiff
19/04/2020 | Regions                                  | Cardiff
18/04/2020 | Regions                                  | Cardiff
17/04/2020 | Regions                                  | Cardiff
16/04/2020 | Regions                                  | Cardiff
15/04/2020 | Regions                                  | Cardiff
14/04/2020 | Regions                                  | Cardiff
13/04/2020 | Regions                                  | Cardiff
12/04/2020 | Regions                                  | Cardiff
11/04/2020 | Regions                                  | Cardiff
10/04/2020 | Regions                                  | Cardiff
09/04/2020 | Regions                                  | Cardiff
08/04/2020 | Regions                                  | Cardiff
07/04/2020 | Regions                                  | Cardiff
06/04/2020 | Regions                                  | Cardiff
05/04/2020 | Regions                                  | Cardiff
04/04/2020 | Regions                                  | Cardiff
03/04/2020 | Regions                                  | Cardiff
02/04/2020 | Regions                                  | Cardiff
01/04/2020 | Regions                                  | Cardiff
31/03/2020 | Regions                                  | Cardiff
30/03/2020 | Regions                                  | Cardiff
29/03/2020 | Regions                                  | Cardiff
28/03/2020 | Regions                                  | Cardiff
27/03/2020 | Regions                                  | Cardiff
26/03/2020 | Regions                                  | Cardiff
25/03/2020 | Regions                                  | Cardiff
