Total errors 48773

04/03/2020 | Date                                     | Spain
08/26/2020 | Cumulative Tests                         | Poland
08/26/2020 | Meeting Friends/Family (indoor)          | Poland
08/26/2020 | Meeting Friends/Family (outdoor)         | Poland
08/26/2020 | Domestic Travel                          | Poland
08/26/2020 | International Travel                     | Poland
08/26/2020 | Cafes and Restaurants                    | Poland
08/26/2020 | Pubs and bars                            | Poland
08/26/2020 | Sports and leisure                       | Poland
08/26/2020 | Schools Closure                          | Poland
08/26/2020 | Temperature                              | Poland
08/26/2020 | Humidity                                 | Poland
08/26/2020 | Nursing & Care Home Visit                | Poland
08/27/2020 | Date                                     | Poland
08/27/2020 | Country                                  | Poland
08/27/2020 | Cases                                    | Poland
08/27/2020 | Cumulative Cases                         | Poland
08/27/2020 | Deaths                                   | Poland
08/27/2020 | Cumulative Deaths                        | Poland
08/27/2020 | Tests                                    | Poland
08/27/2020 | Cumulative Tests                         | Poland
08/27/2020 | Meeting Friends/Family (indoor)          | Poland
08/27/2020 | Meeting Friends/Family (outdoor)         | Poland
08/27/2020 | Domestic Travel                          | Poland
08/27/2020 | International Travel                     | Poland
08/27/2020 | Cafes and Restaurants                    | Poland
08/27/2020 | Pubs and bars                            | Poland
08/27/2020 | Sports and leisure                       | Poland
08/27/2020 | Schools Closure                          | Poland
08/27/2020 | Temperature                              | Poland
08/27/2020 | Humidity                                 | Poland
08/27/2020 | Nursing & Care Home Visit                | Poland
08/28/2020 | Date                                     | Poland
08/28/2020 | Country                                  | Poland
08/28/2020 | Cases                                    | Poland
08/28/2020 | Cumulative Cases                         | Poland
08/28/2020 | Deaths                                   | Poland
08/28/2020 | Cumulative Deaths                        | Poland
08/28/2020 | Tests                                    | Poland
08/28/2020 | Cumulative Tests                         | Poland
08/28/2020 | Meeting Friends/Family (indoor)          | Poland
08/28/2020 | Meeting Friends/Family (outdoor)         | Poland
08/28/2020 | Domestic Travel                          | Poland
08/28/2020 | International Travel                     | Poland
08/28/2020 | Cafes and Restaurants                    | Poland
08/28/2020 | Pubs and bars                            | Poland
08/28/2020 | Sports and leisure                       | Poland
08/28/2020 | Schools Closure                          | Poland
08/28/2020 | Temperature                              | Poland
08/28/2020 | Humidity                                 | Poland
08/28/2020 | Nursing & Care Home Visit                | Poland
08/29/2020 | Date                                     | Poland
08/29/2020 | Country                                  | Poland
08/29/2020 | Cases                                    | Poland
08/29/2020 | Cumulative Cases                         | Poland
08/29/2020 | Deaths                                   | Poland
08/29/2020 | Cumulative Deaths                        | Poland
08/29/2020 | Tests                                    | Poland
08/29/2020 | Cumulative Tests                         | Poland
08/29/2020 | Meeting Friends/Family (indoor)          | Poland
08/29/2020 | Meeting Friends/Family (outdoor)         | Poland
08/29/2020 | Domestic Travel                          | Poland
08/29/2020 | International Travel                     | Poland
08/29/2020 | Cafes and Restaurants                    | Poland
08/29/2020 | Pubs and bars                            | Poland
08/29/2020 | Sports and leisure                       | Poland
08/29/2020 | Schools Closure                          | Poland
08/29/2020 | Temperature                              | Poland
08/29/2020 | Humidity                                 | Poland
08/29/2020 | Nursing & Care Home Visit                | Poland
08/30/2020 | Date                                     | Poland
08/30/2020 | Country                                  | Poland
08/30/2020 | Cases                                    | Poland
08/30/2020 | Cumulative Cases                         | Poland
08/30/2020 | Deaths                                   | Poland
08/30/2020 | Cumulative Deaths                        | Poland
08/30/2020 | Tests                                    | Poland
08/30/2020 | Cumulative Tests                         | Poland
08/30/2020 | Meeting Friends/Family (indoor)          | Poland
08/30/2020 | Meeting Friends/Family (outdoor)         | Poland
08/30/2020 | Domestic Travel                          | Poland
08/30/2020 | International Travel                     | Poland
