Local time in Berlin / Tempelhof,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.06.2020 08:00,15.5,753.8,758.2,,95,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,14.7,,,,,,
11.06.2020 07:00,15.0,753.8,758.2,,97,Wind blowing from the north-east,3,,,, ,,,14.4,18.6,,,,,,,14.5,3.0,12,,,,
11.06.2020 06:00,14.9,753.7,758.1,,97,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,14.4,,,,,,
11.06.2020 05:00,14.8,753.8,758.2,,96,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,14.2,,,,,,
11.06.2020 04:00,14.6,753.7,758.0,,96,Wind blowing from the north,3,,,, ,,,,,,,,,,,13.9,,,,,,
11.06.2020 03:00,14.4,754.0,758.3,,96,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.7,,,,,,
11.06.2020 02:00,14.5,754.3,758.6,,94,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,13.5,,,,,,
11.06.2020 01:00,15.4,754.5,758.8,,86,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.0,Trace of precipitation,6,,,,
11.06.2020 00:00,15.9,754.6,759.0,,83,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,13.0,,,,,,
10.06.2020 23:00,16.2,754.9,759.3,,81,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.9,,,,,,
10.06.2020 22:00,16.5,755.1,759.4,,76,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.3,,,,,,
10.06.2020 21:00,16.6,755.1,759.4,,74,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.0,,,,,,
10.06.2020 20:00,17.4,755.0,759.4,,69,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,11.6,,,,,,
10.06.2020 19:00,18.6,754.9,759.2,,59,Wind blowing from the north-northeast,5,,,, ,,,14.1,22.9,,,,,,,10.5,No precipitation,12,,,,
10.06.2020 18:00,20.5,754.9,759.1,,47,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,8.9,,,,,,
10.06.2020 17:00,19.9,755.0,759.3,,46,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,7.9,,,,,,
10.06.2020 16:00,20.2,755.2,759.5,,46,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,8.1,,,,,,
10.06.2020 15:00,21.0,755.6,759.9,,45,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.5,,,,,,
10.06.2020 14:00,21.4,755.7,760.0,,37,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,,6.1,,,,,,
10.06.2020 13:00,21.5,755.9,760.2,,36,Wind blowing from the north,5,,,, ,,,,,,,,,,,5.6,No precipitation,6,,,,
10.06.2020 12:00,20.4,756.4,760.6,,43,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,7.4,,,,,,
10.06.2020 11:00,17.8,756.9,761.2,,50,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,7.3,,,,,,
10.06.2020 10:00,16.3,757.2,761.5,,62,Wind blowing from the north-northeast,4,,,, ,,,11.3,,,,,,,,8.9,,,,,,
10.06.2020 09:00,15.8,757.3,761.6,,64,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,9.0,,,,,,
10.06.2020 08:00,15.6,757.3,761.7,,69,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,9.9,,,,,,
10.06.2020 07:00,14.3,757.4,761.8,,74,Wind blowing from the east-northeast,4,,,, ,,,11.3,20.4,,,,,,,9.7,Trace of precipitation,12,,,,
10.06.2020 06:00,12.3,757.3,761.8,,82,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,9.3,,,,,,
10.06.2020 05:00,12.0,757.4,761.8,,85,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.5,,,,,,
10.06.2020 04:00,11.5,757.3,761.7,,85,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,9.0,,,,,,
10.06.2020 03:00,12.3,757.4,761.8,,81,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,9.1,,,,,,
10.06.2020 02:00,13.1,757.6,762.1,,77,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,9.2,,,,,,
10.06.2020 01:00,14.1,757.8,762.2,,70,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.6,No precipitation,6,,,,
10.06.2020 00:00,15.8,758.1,762.4,,59,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,7.7,,,,,,
09.06.2020 23:00,16.7,758.1,762.4,,54,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,7.3,,,,,,
09.06.2020 22:00,17.7,758.1,762.4,,49,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,6.8,,,,,,
09.06.2020 21:00,18.8,757.8,762.1,,45,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,,6.7,,,,,,
09.06.2020 20:00,19.8,757.5,761.8,,41,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,6.2,,,,,,
09.06.2020 19:00,20.4,757.3,761.5,,40,Wind blowing from the north-east,4,,,, ,,,16.7,22.3,,,,,,,6.2,Trace of precipitation,12,,,,
09.06.2020 18:00,20.8,757.1,761.4,,37,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,5.7,,,,,,
09.06.2020 17:00,21.0,757.3,761.5,,40,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,6.7,,,,,,
09.06.2020 16:00,21.2,757.3,761.6,,41,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,7.3,,,,,,
09.06.2020 15:00,21.3,757.4,761.7,,40,Wind blowing from the north-northeast,4,7,7,, ,,,,,,,,,,,7.0,,,,,,
09.06.2020 14:00,21.3,757.7,762.0,,41,Wind blowing from the north-northwest,3,5,6,, ,,,,,,,,,,,7.4,,,,,,
09.06.2020 13:00,20.6,757.9,762.2,,43,Wind blowing from the north-northeast,3,4,8,, ,,,,,,,,,,,7.4,No precipitation,6,,,,
09.06.2020 12:00,20.3,758.1,762.4,,44,Wind blowing from the north-northeast,3,4,5,, ,,,,,,,,,,,7.7,,,,,,
09.06.2020 11:00,20.3,758.2,762.5,,47,Wind blowing from the north-northeast,3,5,8,, ,,,,,,,,,,,8.7,,,,,,
09.06.2020 10:00,21.8,758.2,762.5,,45,Wind blowing from the east,4,6,7,, ,,,12.2,,,,,,,,9.4,Trace of precipitation,3,,,,
09.06.2020 09:00,20.2,758.2,762.6,,49,Wind blowing from the north-east,3,5,6,, ,,,,,,,,,,,9.0,,,,,,
09.06.2020 08:00,18.8,758.2,762.5,,55,Wind blowing from the north-east,3,5,5,, ,,,,,,,,,,,9.5,,,,,,
09.06.2020 07:00,16.7,758.0,762.4,,64,Wind blowing from the north-east,3,4,,, ,,,12.2,20.4,,,,,,,9.7,No precipitation,12,,,,
09.06.2020 06:00,14.4,757.7,762.1,,73,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,9.5,,,,,,
09.06.2020 05:00,12.4,757.5,761.9,,78,Wind blowing from the north,2,2,3,, ,,,,,,,,,,,8.7,,,,,,
09.06.2020 04:00,12.3,757.3,761.7,,78,Wind blowing from the north-northeast,2,,4,, ,,,,,,,,,,,8.6,No precipitation,3,,,,
09.06.2020 03:00,13.2,757.2,761.6,,74,Wind blowing from the north,2,3,4,, ,,,,,,,,,,,8.7,,,,,,
09.06.2020 02:00,14.5,757.3,761.7,,69,Wind blowing from the north-east,1,2,,, ,,,,,,,,,,,8.9,,,,,,
09.06.2020 01:00,14.5,757.4,761.8,,67,Wind blowing from the north-northeast,3,4,6,, ,,,,,,,,,,,8.5,No precipitation,6,,,,
09.06.2020 00:00,15.1,757.4,761.8,,62,Wind blowing from the north-east,3,,5,, ,,,,,,,,,,,7.9,,,,,,
08.06.2020 23:00,16.6,757.2,761.5,,57,Wind blowing from the north-east,3,4,4,, ,,,,,,,,,,,8.1,,,,,,
08.06.2020 22:00,18.0,757.0,761.4,,53,Wind blowing from the north-east,3,5,6,, ,,,,,,,,,,,8.1,No precipitation,3,,,,
08.06.2020 21:00,18.5,756.7,761.1,,50,Wind blowing from the north-northeast,3,4,5,, ,,,,,,,,,,,7.8,,,,,,
08.06.2020 20:00,19.5,756.1,760.5,,45,Wind blowing from the north,4,6,6,, ,,,,,,,,,,,7.3,,,,,,
08.06.2020 19:00,20.0,755.9,760.2,,42,Wind blowing from the north-northwest,3,5,6,, ,,,15.4,23.0,,,,,,,6.8,No precipitation,12,,,,
08.06.2020 18:00,20.5,755.8,760.1,,40,Wind blowing from the north,2,6,6,, ,,,,,,,,,,,6.5,,,,,,
08.06.2020 17:00,20.9,755.9,760.2,,39,Wind blowing from the north-northeast,2,3,5,, ,,,,,,,,,,,6.3,,,,,,
08.06.2020 16:00,21.5,755.8,760.1,,38,Wind blowing from the north-west,4,6,6,, ,,,,,,,,,,,6.5,No precipitation,3,,,,
08.06.2020 15:00,22.3,756.0,760.3,,33,Wind blowing from the west,3,5,5,, ,,,,,,,,,,,5.3,,,,,,
08.06.2020 14:00,20.6,756.0,760.3,,38,Wind blowing from the west-northwest,1,3,5,, ,,,,,,,,,,,5.8,,,,,,
08.06.2020 13:00,20.9,756.0,760.3,,40,Wind blowing from the north-west,2,6,14,, ,,,,,,,,,,,6.6,No precipitation,6,,,,
08.06.2020 12:00,19.4,755.9,760.3,,43,Wind blowing from the west-northwest,4,6,,, ,,,,,,,,,,,6.3,,,,,,
08.06.2020 11:00,19.3,755.9,760.3,,43,Wind blowing from the west-northwest,3,5,7,, ,,,,,,,,,,,6.4,,,,,,
08.06.2020 10:00,18.2,756.0,760.3,,48,Wind blowing from the north,2,5,6,, ,,,10.6,,,,,,,,6.8,No precipitation,3,,,,
08.06.2020 09:00,18.1,755.9,760.3,,47,Wind blowing from the north-northwest,2,5,6,, ,,,,,,,,,,,6.7,,,,,,
08.06.2020 08:00,16.7,755.7,760.0,,53,Wind blowing from the north,2,3,4,, ,,,,,,,,,,,6.9,,,,,,
08.06.2020 07:00,15.4,755.5,759.8,,60,Wind blowing from the north,1,2,6,, ,,,10.6,17.8,,,,,,,7.7,Trace of precipitation,12,,,,
08.06.2020 06:00,13.5,755.1,759.5,,70,Wind blowing from the west-northwest,2,2,3,, ,,,,,,,,,,,8.0,,,,,,
08.06.2020 05:00,11.3,754.6,759.1,,74,Wind blowing from the north-west,1,1,2,, ,,,,,,,,,,,6.8,,,,,,
08.06.2020 04:00,11.0,754.2,758.6,,74,Wind blowing from the north-west,2,2,6,, ,,,,,,,,,,,6.5,No precipitation,3,,,,
08.06.2020 03:00,11.4,754.1,758.5,,69,Wind blowing from the north-northwest,2,2,6,, ,,,,,,,,,,,5.8,,,,,,
08.06.2020 02:00,12.7,753.8,758.2,,66,Wind blowing from the north-west,3,4,6,, ,,,,,,,,,,,6.4,,,,,,
08.06.2020 01:00,14.1,753.8,758.2,,60,Wind blowing from the north-west,3,5,6,, ,,,,,,,,,,,6.5,Trace of precipitation,6,,,,
08.06.2020 00:00,15.8,753.7,758.0,,55,Wind blowing from the north-west,4,6,6,, ,,,,,,,,,,,6.7,,,,,,
07.06.2020 23:00,15.7,753.5,757.9,,67,Wind blowing from the west-northwest,3,4,4,, ,,,,,,,,,,,9.5,,,,,,
07.06.2020 22:00,16.3,753.2,757.6,,62,Wind blowing from the west-southwest,3,4,5,, ,,,,,,,,,,,8.9,No precipitation,3,,,,
07.06.2020 21:00,16.7,753.0,757.3,,59,Wind blowing from the south-southwest,2,2,3,, ,,,,,,,,,,,8.5,,,,,,
07.06.2020 20:00,17.3,752.7,757.0,,55,Wind blowing from the south-west,2,4,5,, ,,,,,,,,,,,8.0,,,,,,
07.06.2020 19:00,17.8,752.2,756.6,,52,Wind blowing from the south-west,3,4,7,, ,,,12.0,20.0,,,,,,,7.7,Trace of precipitation,12,,,,
07.06.2020 18:00,18.2,752.1,756.4,,49,Wind blowing from the south-west,3,4,6,, ,,,,,,,,,,,7.1,,,,,,
07.06.2020 17:00,18.6,751.9,756.2,,46,Wind blowing from the south-west,3,5,6,, ,,,,,,,,,,,6.8,,,,,,
07.06.2020 16:00,18.8,751.6,755.9,,42,Wind blowing from the west-southwest,3,4,7,, ,,,,,,,,,,,5.5,No precipitation,3,,,,
07.06.2020 15:00,19.3,751.6,755.8,,43,Wind blowing from the south-southwest,3,5,6,, ,,,,,,,,,,,6.5,,,,,,
07.06.2020 14:00,19.1,751.6,755.8,,45,Wind blowing from the south,4,7,7,, ,,,,,,,,,,,6.9,,,,,,
07.06.2020 13:00,19.0,751.6,755.8,,48,Wind blowing from the south,3,6,7,, ,,,,,,,,,,,7.8,Trace of precipitation,6,,,,
07.06.2020 12:00,18.1,751.4,755.7,,59,Wind blowing from the south,3,7,7,, ,,,,,,,,,,,9.8,,,,,,
07.06.2020 11:00,15.9,751.4,755.8,,75,Wind blowing from the south-southeast,4,5,6,, ,,,,,,,,,,,11.4,,,,,,
07.06.2020 10:00,14.6,751.4,755.8,,79,Wind blowing from the south-southeast,2,4,5,, ,,,10.0,,,,,,,,10.9,Trace of precipitation,3,,,,
07.06.2020 09:00,14.5,751.1,755.5,,75,Wind blowing from the south,2,4,5,, ,,,,,,,,,,,10.0,,,,,,
07.06.2020 08:00,13.2,750.8,755.2,,78,Wind blowing from the south-southeast,3,4,4,, ,,,,,,,,,,,9.4,,,,,,
07.06.2020 07:00,11.9,750.6,755.0,,81,Wind blowing from the south-east,3,4,,, ,,,10.0,15.5,,,,,,,8.8,No precipitation,12,,,,
07.06.2020 06:00,11.1,750.2,754.6,,84,Wind blowing from the south-southeast,2,3,5,, ,,,,,,,,,,,8.4,,,,,,
07.06.2020 05:00,10.3,750.1,754.6,,85,Wind blowing from the south-southeast,3,4,4,, ,,,,,,,,,,,7.9,,,,,,
07.06.2020 04:00,10.5,749.8,754.2,,84,Wind blowing from the south,2,2,5,, ,,,,,,,,,,,7.8,No precipitation,3,,,,
07.06.2020 03:00,11.5,750.0,754.4,,81,Wind blowing from the south-southwest,2,4,5,, ,,,,,,,,,,,8.3,,,,,,
07.06.2020 02:00,12.0,750.1,754.6,,77,Wind blowing from the south-southwest,3,5,5,, ,,,,,,,,,,,8.1,,,,,,
07.06.2020 01:00,12.2,750.1,754.5,,76,Wind blowing from the south,2,4,5,, ,,,,,,,,,,,8.1,No precipitation,6,,,,
07.06.2020 00:00,12.4,750.0,754.3,,75,Wind blowing from the south-southwest,2,3,4,, ,,,,,,,,,,,8.1,,,,,,
06.06.2020 23:00,12.7,749.5,753.9,,75,Wind blowing from the south,1,3,4,, ,,,,,,,,,,,8.4,,,,,,
06.06.2020 22:00,13.7,749.5,753.8,,70,Wind blowing from the south-southeast,2,3,5,, ,,,,,,,,,,,8.2,No precipitation,3,,,,
06.06.2020 21:00,14.5,749.2,753.5,,65,Wind blowing from the south-west,2,3,5,, ,,,,,,,,,,,7.9,,,,,,
06.06.2020 20:00,15.3,748.6,753.0,,59,Wind blowing from the south-southwest,3,4,4,, ,,,,,,,,,,,7.3,,,,,,
06.06.2020 19:00,14.6,748.6,753.0,,66,Wind blowing from the south-west,3,5,,, ,,,11.5,19.9,,,,,,,8.2,0.1,12,,,,
06.06.2020 18:00,14.4,748.5,752.8,,73,Wind blowing from the west,4,5,11,, ,,,,,,,,,,,9.5,,,,,,
06.06.2020 17:00,18.4,747.5,751.8,,41,Wind blowing from the south-southwest,5,8,,, ,,,,,,,,,,,4.8,,,,,,
06.06.2020 16:00,19.8,747.4,751.7,,37,Wind blowing from the south-southwest,6,,11,, ,,,,,,,,,,,4.8,Trace of precipitation,3,,,,
06.06.2020 15:00,18.4,747.4,751.6,,40,Wind blowing from the south-southwest,5,9,,, ,,,,,,,,,,,4.6,,,,,,
06.06.2020 14:00,17.6,747.4,751.6,,40,Wind blowing from the south-southwest,5,,11,, ,,,,,,,,,,,3.6,,,,,,
06.06.2020 13:00,18.1,747.5,751.8,,35,Wind blowing from the south-west,6,9,12,, ,,,,,,,,,,,2.5,No precipitation,6,,,,
06.06.2020 12:00,17.3,747.5,751.8,,38,Wind blowing from the south-southwest,7,11,12,, ,,,,,,,,,,,2.8,,,,,,
06.06.2020 11:00,16.4,747.2,751.6,,43,Wind blowing from the south-west,5,10,10,, ,,,,,,,,,,,3.8,,,,,,
06.06.2020 10:00,15.0,746.9,751.3,,49,Wind blowing from the west-southwest,5,9,11,, ,,,8.9,,,,,,,,4.2,No precipitation,3,,,,
06.06.2020 09:00,13.7,746.8,751.1,,57,Wind blowing from the west-southwest,6,9,10,, ,,,,,,,,,,,5.3,,,,,,
06.06.2020 08:00,13.1,746.5,750.9,,64,Wind blowing from the south-west,5,10,10,, ,,,,,,,,,,,6.4,,,,,,
06.06.2020 07:00,11.8,746.2,750.6,,70,Wind blowing from the south-west,5,9,,, ,,,8.9,16.0,,,,,,,6.4,0.3,12,,,,
06.06.2020 06:00,10.1,746.0,750.4,,76,Wind blowing from the south-southwest,3,6,6,, ,,,,,,,,,,,6.0,,,,,,
06.06.2020 05:00,9.1,745.6,750.1,,79,Wind blowing from the south-southwest,3,6,6,, ,,,,,,,,,,,5.7,,,,,,
06.06.2020 04:00,9.1,745.2,749.6,,78,Wind blowing from the south-west,3,4,,, ,,,,,,,,,,,5.5,No precipitation,3,,,,
06.06.2020 03:00,9.6,744.9,749.3,,77,Wind blowing from the south-west,4,6,8,, ,,,,,,,,,,,5.8,,,,,,
06.06.2020 02:00,10.3,744.4,748.9,,74,Wind blowing from the west-southwest,4,8,11,, ,,,,,,,,,,,5.8,,,,,,
06.06.2020 01:00,11.3,743.5,747.9,,71,Wind blowing from the west,6,10,,, ,,,,,,,,,,,6.2,0.3,6,,,,
06.06.2020 00:00,11.8,742.8,747.1,,82,Wind blowing from the south-west,5,8,9,, ,,,,,,,,,,,8.8,,,,,,
05.06.2020 23:00,12.3,742.1,746.5,,82,Wind blowing from the south-west,6,9,,, ,,,,,,,,,,,9.2,,,,,,
05.06.2020 22:00,12.2,741.4,745.8,,87,Wind blowing from the south,3,6,13,, ,,,,,,,,,,,10.0,0.3,3,,,,
05.06.2020 21:00,14.5,741.8,746.1,,65,Wind blowing from the south-southwest,8,13,13,, ,,,,,,,,,,,7.9,,,,,,
05.06.2020 20:00,15.3,741.3,745.6,,54,Wind blowing from the south-southeast,3,6,6,, ,,,,,,,,,,,6.0,,,,,,
05.06.2020 19:00,16.0,741.5,745.8,,50,Wind blowing from the south-west,4,6,,, ,,,11.2,18.6,,,,,,,5.6,0.2,12,,,,
05.06.2020 18:00,17.3,741.7,746.0,,40,Wind blowing from the south,4,8,11,, ,,,,,,,,,,,3.6,,,,,,
05.06.2020 17:00,17.8,742.0,746.2,,39,Wind blowing from the south-west,5,8,10,, ,,,,,,,,,,,3.7,,,,,,
05.06.2020 16:00,16.5,742.3,746.6,,52,Wind blowing from the south,4,7,,, ,,,,,,,,,,,6.6,0.1,3,,,,
05.06.2020 15:00,16.3,742.6,746.8,,54,Wind blowing from the south-southwest,4,7,9,, ,,,,,,,,,,,6.9,,,,,,
05.06.2020 14:00,14.4,742.9,747.3,,64,Wind blowing from the south-southwest,5,9,9,, ,,,,,,,,,,,7.6,,,,,,
05.06.2020 13:00,14.9,742.9,747.1,,60,Wind blowing from the south-southwest,3,5,11,, ,,,,,,,,,,,7.1,0.1,6,,,,
05.06.2020 12:00,14.3,742.9,747.3,,67,Wind blowing from the south,3,4,6,, ,,,,,,,,,,,8.1,,,,,,
05.06.2020 11:00,13.7,743.0,747.4,,70,Wind blowing from the west,4,6,6,, ,,,,,,,,,,,8.2,,,,,,
05.06.2020 10:00,13.3,742.9,747.2,,75,Wind blowing from the west,5,7,11,, ,,,11.2,,,,,,,,9.0,0.1,3,,,,
05.06.2020 09:00,11.8,742.7,747.1,,85,Wind blowing from the west,4,5,8,, ,,,,,,,,,,,9.3,,,,,,
05.06.2020 08:00,11.2,742.2,746.5,,84,Wind blowing from the west-northwest,6,10,11,, ,,,,,,,,,,,8.6,,,,,,
05.06.2020 07:00,12.4,741.8,746.2,,91,Wind blowing from the west,4,8,,, ,,,12.4,17.5,,,,,,,10.9,3.0,12,,,,
05.06.2020 06:00,12.6,741.3,745.6,,92,Wind blowing from the west,4,7,7,, ,,,,,,,,,,,11.4,,,,,,
05.06.2020 05:00,13.0,740.8,745.2,,93,Wind blowing from the west,4,6,9,, ,,,,,,,,,,,11.9,,,,,,
05.06.2020 04:00,13.9,740.4,744.7,,93,Wind blowing from the west,4,5,6,, ,,,,,,,,,,,12.7,0.1,3,,,,
05.06.2020 03:00,14.3,740.2,744.5,,92,Wind blowing from the west,3,5,6,, ,,,,,,,,,,,13.0,,,,,,
05.06.2020 02:00,14.4,740.2,744.4,,92,Wind blowing from the west,3,5,5,, ,,,,,,,,,,,13.1,,,,,,
05.06.2020 01:00,14.6,740.0,744.3,,91,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.1,2.0,6,,,,
05.06.2020 00:00,15.5,739.9,744.2,,90,Wind blowing from the west,4,6,6,, ,,,,,,,,,,,13.8,,,,,,
04.06.2020 23:00,16.2,739.9,744.1,,94,Wind blowing from the south-west,2,4,5,, ,,,,,,,,,,,15.3,,,,,,
04.06.2020 22:00,16.9,739.9,744.1,,90,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,15.2,,,,,,
04.06.2020 21:00,17.3,740.0,744.3,,84,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,14.6,,,,,,
04.06.2020 20:00,17.2,740.0,744.3,,82,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.1,,,,,,
04.06.2020 19:00,17.5,740.4,744.7,,79,Wind blowing from the south,2,,,, ,,,17.1,25.8,,,,,,,13.8,0.3,12,,,,
04.06.2020 18:00,19.4,740.4,744.6,,64,Wind blowing from the south,2,,,, ,,,,,,,,,,,12.4,,,,,,
04.06.2020 17:00,19.7,740.5,744.7,,64,Wind blowing from the south,3,,,, ,,,,,,,,,,,12.6,,,,,,
04.06.2020 16:00,18.9,741.0,745.2,,71,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,13.6,,,,,,
04.06.2020 15:00,22.3,740.8,745.0,,45,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,9.8,,,,,,
04.06.2020 14:00,25.0,741.1,745.2,,33,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,,7.4,,,,,,
04.06.2020 13:00,24.7,741.6,745.7,,31,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,6.3,Trace of precipitation,6,,,,
04.06.2020 12:00,24.1,742.0,746.2,,32,Wind blowing from the east-southeast,7,,,, ,,,,,,,,,,,6.3,,,,,,
04.06.2020 11:00,23.4,742.5,746.7,,36,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,7.6,,,,,,
04.06.2020 10:00,22.1,742.9,747.1,,43,Wind blowing from the south-east,5,,,, ,,,13.5,,,,,,,,8.8,,,,,,
04.06.2020 09:00,19.6,743.3,747.6,,51,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,9.1,,,,,,
04.06.2020 08:00,17.9,743.8,748.0,,51,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,7.7,,,,,,
04.06.2020 07:00,17.0,743.9,748.2,,55,Wind blowing from the east-southeast,3,,,, ,,,13.5,22.1,,,,,,,7.7,Trace of precipitation,12,,,,
04.06.2020 06:00,15.5,744.4,748.6,,61,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,7.9,,,,,,
04.06.2020 05:00,14.4,744.7,749.1,,74,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,9.8,,,,,,
04.06.2020 04:00,13.8,745.0,749.3,,75,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,9.4,,,,,,
04.06.2020 03:00,14.5,745.3,749.7,,72,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,9.4,,,,,,
04.06.2020 02:00,15.2,745.7,750.1,,63,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,8.2,,,,,,
04.06.2020 01:00,14.5,745.9,750.3,,56,Wind blowing from the east,3,,,, ,,,,,,,,,,,5.7,Trace of precipitation,6,,,,
04.06.2020 00:00,14.7,746.2,750.6,,52,Wind blowing from the east,4,,,, ,,,,,,,,,,,4.8,,,,,,
03.06.2020 23:00,17.0,746.9,751.2,,45,Wind blowing from the east,2,,,, ,,,,,,,,,,,4.8,,,,,,
03.06.2020 22:00,17.7,747.4,751.6,,42,Wind blowing from the east,3,,,, ,,,,,,,,,,,4.5,,,,,,
03.06.2020 21:00,18.2,747.7,751.9,,41,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,4.7,,,,,,
03.06.2020 20:00,20.6,747.7,752.0,,35,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,4.5,,,,,,
03.06.2020 19:00,22.1,747.8,752.0,,32,Wind blowing from the east-northeast,4,,,, ,,,16.0,25.3,,,,,,,4.8,Trace of precipitation,12,,,,
03.06.2020 18:00,23.4,747.7,751.9,,32,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,5.6,,,,,,
03.06.2020 17:00,24.9,747.9,752.1,,29,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,5.6,,,,,,
03.06.2020 16:00,25.2,748.3,752.5,,29,Wind blowing from the east,3,,,, ,,,,,,,,,,,5.9,,,,,,
03.06.2020 15:00,24.3,748.8,753.0,,29,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,5.1,,,,,,
03.06.2020 14:00,23.9,749.5,753.7,,31,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,5.6,,,,,,
03.06.2020 13:00,23.7,750.0,754.2,,32,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,6.2,No precipitation,6,,,,
03.06.2020 12:00,22.9,750.5,754.8,,32,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,5.5,,,,,,
03.06.2020 11:00,22.0,751.0,755.3,,35,Wind blowing from the east,3,,,, ,,,,,,,,,,,5.6,,,,,,
03.06.2020 10:00,21.1,751.4,755.7,,37,Wind blowing from the east-northeast,3,,,, ,,,12.2,,,,,,,,5.7,,,,,,
03.06.2020 09:00,19.5,751.8,756.1,,38,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,4.6,,,,,,
03.06.2020 08:00,17.9,752.0,756.4,,49,Wind blowing from the east,1,,,, ,,,,,,,,,,,7.0,,,,,,
03.06.2020 07:00,16.0,752.3,756.7,,59,Wind blowing from the east,1,,,, ,,,12.2,25.0,,,,,,,7.9,No precipitation,12,,,,
03.06.2020 06:00,14.6,752.3,756.7,,64,Wind blowing from the east,2,,,, ,,,,,,,,,,,7.7,,,,,,
03.06.2020 05:00,12.5,752.5,756.9,,74,Wind blowing from the east,2,,,, ,,,,,,,,,,,7.9,,,,,,
03.06.2020 04:00,12.7,752.4,756.8,,76,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,8.5,,,,,,
03.06.2020 03:00,13.3,752.8,757.2,,75,Wind blowing from the east,3,,,, ,,,,,,,,,,,9.0,,,,,,
03.06.2020 02:00,14.1,753.1,757.5,,71,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,8.9,,,,,,
03.06.2020 01:00,14.8,753.4,757.8,,69,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,9.1,No precipitation,6,,,,
03.06.2020 00:00,15.6,754.0,758.4,,63,Wind blowing from the north,1,,,, ,,,,,,,,,,,8.6,,,,,,
02.06.2020 23:00,17.3,754.3,758.6,,59,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,9.2,,,,,,
