Local time in Tirana (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
29.05.2020 09:50,22.0,760.6,763.5,47,Calm no wind,0,,,,No Significant Clouds,10.0 and more,10.0,
29.05.2020 09:20,21.0,760.6,763.5,50,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,10.0,
29.05.2020 08:50,20.0,760.6,763.5,53,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0,
29.05.2020 08:20,20.0,760.6,763.5,53,Wind blowing from the north-northeast,1,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,10.0,
29.05.2020 07:50,18.0,760.5,763.5,60,variable wind direction,1,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,10.0,
29.05.2020 07:20,17.0,760.5,763.5,68,variable wind direction,1,,,,Broken clouds (60-90%) 3000 m,10.0 and more,11.0,
29.05.2020 06:50,16.0,760.5,763.5,68,Wind blowing from the south,2,,,,Broken clouds (60-90%) 2460 m,10.0 and more,10.0,
29.05.2020 06:20,16.0,760.5,763.5,68,variable wind direction,1,,,,Scattered clouds (40-50%) 2400 m,10.0 and more,10.0,
29.05.2020 05:50,15.0,760.5,763.5,68,Wind blowing from the south-southwest,1,,,,Scattered clouds (40-50%) 2640 m,10.0 and more,9.0,
29.05.2020 05:20,13.0,760.5,763.5,82,variable wind direction,1,,,,Few clouds (10-30%) 2700 m,10.0 and more,10.0,
29.05.2020 04:50,11.0,759.8,762.8,82,Wind blowing from the south,1,,,,Scattered clouds (40-50%) 2640 m,10.0 and more,8.0,
29.05.2020 04:20,11.0,759.8,762.8,88,variable wind direction,1,,,,Scattered clouds (40-50%) 2640 m,10.0 and more,9.0,
29.05.2020 03:50,11.0,759.8,762.8,82,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,8.0,
29.05.2020 03:20,11.0,759.8,762.8,88,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,9.0,
29.05.2020 02:50,12.0,759.8,762.8,82,Wind blowing from the south,2,,,,Few clouds (10-30%) 3900 m,10.0 and more,9.0,
29.05.2020 02:20,11.0,759.8,762.8,88,variable wind direction,1,,,,Few clouds (10-30%) 3900 m,10.0 and more,9.0,
29.05.2020 01:50,12.0,759.8,762.8,88,variable wind direction,1,,,,Scattered clouds (40-50%) 3600 m,10.0 and more,10.0,
29.05.2020 01:20,13.0,759.8,762.8,88,variable wind direction,1,,,,Few clouds (10-30%) 2580 m broken clouds (60-90%) 3900 m,10.0 and more,11.0,
29.05.2020 00:50,13.0,760.5,763.5,82,Calm no wind,0,,,,Few clouds (10-30%) 2580 m broken clouds (60-90%) 3900 m,10.0 and more,10.0,
29.05.2020 00:20,13.0,760.5,763.5,82,Calm no wind,0,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,10.0,
28.05.2020 23:50,13.0,760.5,763.5,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0,
28.05.2020 23:20,13.0,760.5,763.5,82,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,10.0,
28.05.2020 22:50,14.0,760.5,763.5,82,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,11.0,
28.05.2020 22:20,15.0,760.5,763.5,77,variable wind direction,1,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,11.0,
28.05.2020 21:50,15.0,760.5,763.5,77,Wind blowing from the south-southwest,3,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,11.0,
28.05.2020 21:20,16.0,760.5,763.5,77,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 2700 m,10.0 and more,12.0,
28.05.2020 20:50,15.0,761.3,764.3,82,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 2460 m,10.0 and more,12.0,
28.05.2020 20:20,16.0,760.5,763.5,77,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,12.0,
28.05.2020 19:50,17.0,760.5,763.5,73,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,12.0,
28.05.2020 19:20,18.0,760.5,763.5,68,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,12.0,
28.05.2020 18:50,19.0,760.6,763.5,64,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,12.0,
28.05.2020 18:20,20.0,760.6,763.5,60,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,12.0,
28.05.2020 17:50,20.0,760.6,763.5,56,Wind blowing from the north-northwest,5,,,,Scattered clouds (40-50%) 2640 m,10.0 and more,11.0,
28.05.2020 17:20,21.0,760.6,763.5,53,Wind blowing from the north-northwest,4,,,,Scattered clouds (40-50%) 2640 m,10.0 and more,11.0,
28.05.2020 16:50,21.0,760.6,763.5,53,Wind blowing from the north-northwest,8,,,,Scattered clouds (40-50%) 2880 m,10.0 and more,11.0,
28.05.2020 16:20,21.0,760.6,763.5,43,Wind blowing from the north-northwest,5,,,,Scattered clouds (40-50%) 2880 m,10.0 and more,8.0,
28.05.2020 15:50,22.0,760.6,763.5,41,Wind blowing from the north-northwest,6,,,,Scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2940 m,10.0 and more,8.0,
28.05.2020 15:20,21.0,760.6,763.5,50,Wind blowing from the north-east,4,,,,Scattered clouds (40-50%) 1500 m broken clouds (60-90%) 2940 m,10.0 and more,10.0,
28.05.2020 14:50,21.0,760.6,763.5,46,Wind blowing from the north-northeast,4,,,,Scattered clouds (40-50%) 1500 m broken clouds (60-90%) 3300 m,10.0 and more,9.0,
28.05.2020 14:20,22.0,760.6,763.5,44,Wind blowing from the north,6,,,,Few clouds (10-30%) 1440 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 1800 m,10.0 and more,9.0,
28.05.2020 13:50,23.0,760.6,763.5,41,Wind blowing from the north-west,7,,,,Few clouds (10-30%) 1200 m cumulonimbus clouds  scattered clouds (40-50%) 1800 m,10.0 and more,9.0,
28.05.2020 13:20,23.0,760.6,763.5,38,Wind blowing from the west-northwest,7,,,,Scattered clouds (40-50%) 1800 m,10.0 and more,8.0,
28.05.2020 12:50,24.0,760.6,763.5,39,Wind blowing from the north-west,7,,,,Scattered clouds (40-50%) 1800 m,10.0 and more,9.0,
28.05.2020 12:20,24.0,760.6,763.5,36,Wind blowing from the north-northwest,6,,,,Scattered clouds (40-50%) 1800 m,10.0 and more,8.0,
28.05.2020 11:50,24.0,761.4,764.3,36,Wind blowing from the north-west,5,,,,Scattered clouds (40-50%) 1800 m,10.0 and more,8.0,
28.05.2020 11:20,24.0,761.4,764.3,36,Wind blowing from the north-northwest,6,,,,Scattered clouds (40-50%) 1800 m,10.0 and more,8.0,
28.05.2020 10:50,22.0,761.4,764.3,38,Wind blowing from the north-northwest,7,,,,Scattered clouds (40-50%) 2400 m,10.0 and more,7.0,
28.05.2020 10:20,23.0,761.4,764.3,33,Wind blowing from the north-west,4,,,,Scattered clouds (40-50%) 2280 m,10.0 and more,6.0,
28.05.2020 09:50,23.0,761.4,764.3,36,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,7.0,
28.05.2020 09:20,22.0,762.1,765.0,36,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,6.0,
28.05.2020 08:50,22.0,762.1,765.0,38,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,7.0,
28.05.2020 08:20,21.0,762.1,765.0,43,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,8.0,
28.05.2020 07:50,19.0,762.1,765.0,52,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,9.0,
28.05.2020 07:20,18.0,762.0,765.0,52,Wind blowing from the south-southeast,1,,,,Few clouds (10-30%) 3000 m,10.0 and more,8.0,
28.05.2020 06:50,16.0,762.0,765.0,63,variable wind direction,1,,,,Few clouds (10-30%) 3000 m,10.0 and more,9.0,
28.05.2020 06:20,14.0,762.0,765.0,72,Calm no wind,0,,,,No Significant Clouds,10.0 and more,9.0,
28.05.2020 05:50,12.0,762.8,765.8,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
28.05.2020 05:20,10.0,762.0,765.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
28.05.2020 04:50,11.0,762.0,765.0,82,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,8.0,
28.05.2020 04:20,10.0,762.0,765.0,82,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,7.0,
28.05.2020 03:50,10.0,762.0,765.0,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0,
28.05.2020 03:20,11.0,762.0,765.0,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
28.05.2020 02:50,11.0,762.0,765.0,82,variable wind direction,1,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,8.0,
28.05.2020 02:20,11.0,762.0,765.0,82,Wind blowing from the south-southeast,2,,,,Broken clouds (60-90%) 3000 m,10.0 and more,8.0,
28.05.2020 01:50,12.0,762.8,765.8,77,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,8.0,
28.05.2020 01:20,11.0,762.8,765.8,77,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,7.0,
28.05.2020 00:50,11.0,762.8,765.8,77,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,7.0,
28.05.2020 00:20,13.0,762.8,765.8,63,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0,
27.05.2020 23:50,14.0,762.8,765.8,59,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,6.0,
27.05.2020 23:20,15.0,762.8,765.8,55,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,6.0,
27.05.2020 22:50,15.0,762.8,765.8,55,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,6.0,
27.05.2020 22:20,14.0,762.8,765.8,59,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0,
27.05.2020 21:50,15.0,762.8,765.8,59,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 21:20,15.0,762.8,765.8,59,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 20:50,15.0,762.8,765.8,59,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 20:20,16.0,762.8,765.8,59,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 19:50,16.0,762.0,765.0,59,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 19:20,18.0,762.0,765.0,49,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 18:50,19.0,762.1,765.0,49,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 18:20,20.0,762.1,765.0,43,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 17:50,20.0,761.4,764.3,43,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 17:20,21.0,761.4,764.3,46,Wind blowing from the north-northwest,8,,,,No Significant Clouds,10.0 and more,9.0,
27.05.2020 16:50,22.0,761.4,764.3,38,Wind blowing from the north-northwest,8,,,,Few clouds (10-30%) 2100 m,10.0 and more,7.0,
27.05.2020 16:20,23.0,761.4,764.3,36,Wind blowing from the north-northwest,7,,,,Few clouds (10-30%) 2100 m,10.0 and more,7.0,
27.05.2020 15:50,23.0,761.4,764.3,29,Wind blowing from the north-northwest,8,,,,Scattered clouds (40-50%) 1800 m,10.0 and more,4.0,
27.05.2020 15:20,24.0,761.4,764.3,29,Wind blowing from the north,7,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,5.0,
27.05.2020 14:50,24.0,761.4,764.3,31,Wind blowing from the north-northwest,7,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,6.0,
27.05.2020 14:20,23.0,761.4,764.3,33,Wind blowing from the north,7,,,,Few clouds (10-30%) 1050 m,10.0 and more,6.0,
27.05.2020 13:50,23.0,762.1,765.0,36,Wind blowing from the north,7,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 2400 m,10.0 and more,7.0,
27.05.2020 13:20,24.0,762.1,765.0,34,Wind blowing from the north-northeast,8,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,7.0,
27.05.2020 12:50,24.0,762.1,765.0,34,Wind blowing from the north-northeast,6,,,,Few clouds (10-30%) 2340 m scattered clouds (40-50%) 3000 m,10.0 and more,7.0,
27.05.2020 12:20,24.0,762.1,765.0,31,Wind blowing from the north,5,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 3000 m,10.0 and more,6.0,
27.05.2020 11:50,24.0,762.1,765.0,34,Wind blowing from the north,6,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 2250 m,10.0 and more,7.0,
27.05.2020 11:20,23.0,762.1,765.0,33,Wind blowing from the north,4,,,,Few clouds (10-30%) 2400 m,10.0 and more,6.0,
27.05.2020 10:50,23.0,762.1,765.0,36,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1290 m scattered clouds (40-50%) 2160 m,10.0 and more,7.0,
27.05.2020 10:20,22.0,762.1,765.0,36,Wind blowing from the north-northeast,6,,,,Few clouds (10-30%) 1350 m scattered clouds (40-50%) 2100 m,10.0 and more,6.0,
27.05.2020 09:50,22.0,762.1,765.0,38,Wind blowing from the north-northwest,6,,,,Few clouds (10-30%) 1350 m,10.0 and more,7.0,
27.05.2020 09:20,21.0,762.1,765.0,40,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 08:50,21.0,762.1,765.0,40,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 08:20,20.0,762.1,765.0,40,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,6.0,
27.05.2020 07:50,19.0,762.1,765.0,43,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,6.0,
27.05.2020 07:20,17.0,762.0,765.0,64,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,10.0,
27.05.2020 06:50,15.0,762.0,765.0,68,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,9.0,
27.05.2020 06:20,14.0,762.0,765.0,67,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 05:50,12.0,762.0,765.0,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
27.05.2020 05:20,10.0,762.0,765.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 04:50,9.0,761.9,765.0,87,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 04:20,9.0,761.9,765.0,87,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 03:50,9.0,761.9,765.0,87,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,7.0,
27.05.2020 03:20,9.0,761.9,765.0,94,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 02:50,10.0,762.0,765.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 02:20,10.0,762.0,765.0,88,Calm no wind,0,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 01:50,10.0,762.0,765.0,88,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,8.0,
27.05.2020 01:20,11.0,762.0,765.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
27.05.2020 00:50,12.0,762.0,765.0,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
27.05.2020 00:20,12.0,762.0,765.0,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
26.05.2020 23:50,12.0,762.0,765.0,82,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,9.0,
26.05.2020 23:20,11.0,762.0,765.0,82,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,8.0,
26.05.2020 22:50,13.0,762.0,765.0,67,Calm no wind,0,,,,No Significant Clouds,10.0 and more,7.0,
26.05.2020 22:20,12.0,762.0,765.0,82,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
26.05.2020 21:50,13.0,762.0,765.0,72,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
26.05.2020 21:20,14.0,762.0,765.0,67,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,8.0,
26.05.2020 20:50,15.0,762.0,765.0,55,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,6.0,
26.05.2020 20:20,16.0,762.0,765.0,48,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,5.0,
26.05.2020 19:50,16.0,762.0,765.0,48,Wind blowing from the north,4,,,,Few clouds (10-30%) 2940 m,10.0 and more,5.0,
26.05.2020 19:20,15.0,762.0,765.0,68,Wind blowing from the north-west,2,,,,Scattered clouds (40-50%) 3000 m,10.0 and more,9.0,
26.05.2020 18:50,17.0,762.0,765.0,59,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0,
26.05.2020 18:20,17.0,761.3,764.3,56,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 2520 m,10.0 and more,8.0,
26.05.2020 17:50,18.0,761.3,764.3,49,Wind blowing from the south,3,,,,Scattered clouds (40-50%) 4200 m,10.0 and more,7.0,
26.05.2020 17:20,19.0,761.4,764.3,49,Wind blowing from the south,4,,,,Scattered clouds (40-50%) 4200 m,10.0 and more,8.0,
26.05.2020 16:50,19.0,761.4,764.3,49,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 3900 m,10.0 and more,8.0,
26.05.2020 16:20,19.0,761.4,764.3,49,Wind blowing from the south,4,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 3900 m,10.0 and more,8.0,
26.05.2020 15:50,20.0,761.4,764.3,46,Wind blowing from the south-southeast,5,,,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  scattered clouds (40-50%) 3300 m,10.0 and more,8.0,
26.05.2020 15:20,18.0,761.3,764.3,52,Wind blowing from the south-east,5,,,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  scattered clouds (40-50%) 3300 m,10.0 and more,8.0,
26.05.2020 14:50,18.0,761.3,764.3,60,Wind blowing from the south-southeast,5,,,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  broken clouds (60-90%) 3000 m,10.0 and more,10.0,
26.05.2020 14:20,18.0,761.3,764.3,68,Wind blowing from the east-southeast,4,,,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  broken clouds (60-90%) 2400 m,10.0 and more,12.0,
26.05.2020 13:50,17.0,760.5,763.5,73,variable wind direction,1,,,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  broken clouds (60-90%) 2400 m,10.0 and more,12.0,
26.05.2020 13:20,15.0,761.3,764.3,72,Wind blowing from the north-northwest,4,,Rain,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  broken clouds (60-90%) 1800 m,10.0 and more,10.0,
26.05.2020 12:50,19.0,760.6,763.5,49,Wind blowing from the north-northeast,6,,In the vicinity thunderstorm,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  broken clouds (60-90%) 2100 m,10.0 and more,8.0,
26.05.2020 12:20,21.0,760.6,763.5,38,variable wind direction,4,,,,Scattered clouds (40-50%) 1200 m cumulonimbus clouds  scattered clouds (40-50%) 2100 m,10.0 and more,6.0,
26.05.2020 11:50,23.0,760.6,763.5,33,Wind blowing from the north,4,,,,Few clouds (10-30%) 1200 m cumulonimbus clouds  scattered clouds (40-50%) 2250 m,10.0 and more,6.0,
26.05.2020 11:20,23.0,760.6,763.5,33,Wind blowing from the west-northwest,2,,,,Few clouds (10-30%) 1200 m cumulus congestus of great vertical extent  scattered clouds (40-50%) 2250 m,10.0 and more,6.0,
26.05.2020 10:50,22.0,761.4,764.3,33,variable wind direction,1,,,,Few clouds (10-30%) 1500 m,10.0 and more,5.0,
26.05.2020 10:20,22.0,761.4,764.3,36,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 1500 m,10.0 and more,6.0,
26.05.2020 09:50,22.0,761.4,764.3,36,Wind blowing from the north-west,1,,,,Scattered clouds (40-50%) 2760 m,10.0 and more,6.0,
26.05.2020 09:20,20.0,761.4,764.3,49,Calm no wind,0,,,,Scattered clouds (40-50%) 2400 m,10.0 and more,9.0,
26.05.2020 08:50,18.0,761.3,764.3,60,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 2400 m,10.0 and more,10.0,
26.05.2020 08:20,17.0,761.3,764.3,64,Wind blowing from the south,2,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 2550 m,10.0 and more,10.0,
26.05.2020 07:50,15.0,762.0,765.0,72,Wind blowing from the south-southwest,3,,,,Few clouds (10-30%) 1200 m broken clouds (60-90%) 2460 m,10.0 and more,10.0,
26.05.2020 07:20,15.0,761.3,764.3,77,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 1200 m broken clouds (60-90%) 2520 m,10.0 and more,11.0,
26.05.2020 06:50,14.0,762.0,765.0,82,Wind blowing from the south-southwest,2,,,Rain,Scattered clouds (40-50%) 1200 m broken clouds (60-90%) 2520 m,10.0 and more,11.0,
26.05.2020 06:20,12.0,761.3,764.3,88,Wind blowing from the east,3,,Light rain,,Scattered clouds (40-50%) 1200 m broken clouds (60-90%) 2520 m,10.0 and more,10.0,
26.05.2020 05:50,12.0,761.3,764.3,88,variable wind direction,1,,,,Broken clouds (60-90%) 2640 m,10.0 and more,10.0,
26.05.2020 05:20,12.0,761.3,764.3,82,Wind blowing from the south-west,2,,,,Broken clouds (60-90%) 2640 m,10.0 and more,9.0,
26.05.2020 04:50,11.0,761.3,764.3,88,Wind blowing from the south-southeast,2,,,,Broken clouds (60-90%) 3000 m,10.0 and more,9.0,
26.05.2020 04:20,10.0,761.3,764.3,88,Wind blowing from the south-east,2,,,,Broken clouds (60-90%) 3300 m,10.0 and more,8.0,
26.05.2020 03:50,10.0,761.3,764.3,88,Wind blowing from the south-west,1,,,,Broken clouds (60-90%) 3600 m,10.0 and more,8.0,
26.05.2020 03:20,10.0,761.3,764.3,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0,
26.05.2020 02:50,10.0,761.3,764.3,88,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,8.0,
