"# Weather station Rome / Fiumicino (airport), Italy, METAR=LIRF,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LIRF&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Rome / Fiumicino (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
06.06.2020 15:50,23.0,756.7,756.9,57,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 15:20,24.0,756.7,756.9,54,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 14:50,23.0,756.7,756.9,65,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,16.0
06.06.2020 14:20,24.0,756.0,756.2,57,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,15.0
06.06.2020 13:50,24.0,756.0,756.2,54,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 13:20,24.0,756.0,756.2,54,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 12:50,23.0,756.0,756.2,61,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,15.0
06.06.2020 12:20,24.0,756.0,756.2,54,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 11:50,24.0,756.0,756.2,50,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,13.0
06.06.2020 11:20,23.0,756.0,756.2,53,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,13.0
06.06.2020 10:50,23.0,756.0,756.2,57,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 10:20,22.0,756.0,756.2,65,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,15.0
06.06.2020 09:50,22.0,756.0,756.2,69,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,16.0
06.06.2020 09:20,22.0,756.0,756.2,65,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,15.0
06.06.2020 08:50,23.0,756.0,756.2,57,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 08:20,22.0,756.0,756.2,61,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 07:50,21.0,756.0,756.2,64,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 07:20,19.0,756.0,756.2,73,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 06:50,18.0,755.2,755.4,78,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 06:20,17.0,755.2,755.4,83,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 05:50,15.0,755.2,755.4,94,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 05:20,14.0,755.2,755.4,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0
06.06.2020 04:50,13.0,755.2,755.4,100,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,13.0
06.06.2020 04:20,13.0,755.2,755.4,100,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,13.0
06.06.2020 03:50,13.0,754.4,754.6,100,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,13.0
06.06.2020 03:20,14.0,754.4,754.6,94,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,13.0
06.06.2020 02:50,15.0,754.4,754.6,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 02:20,15.0,754.4,754.6,94,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 01:50,15.0,754.4,754.6,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 01:20,15.0,754.4,754.6,100,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0
06.06.2020 00:50,15.0,754.4,754.6,94,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,14.0
06.06.2020 00:20,15.0,754.4,754.6,94,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 23:50,15.0,753.7,753.9,94,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 23:20,16.0,753.7,753.9,94,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,15.0
05.06.2020 22:50,16.0,753.7,753.9,88,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 22:20,17.0,753.7,753.9,88,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,15.0
05.06.2020 21:50,18.0,753.7,753.9,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0
05.06.2020 21:20,20.0,753.7,753.9,73,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,15.0
05.06.2020 20:50,20.0,752.9,753.1,73,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,15.0
05.06.2020 20:20,20.0,752.1,752.3,73,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,15.0
05.06.2020 19:50,21.0,752.1,752.3,64,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 19:20,21.0,752.1,752.3,64,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 18:50,22.0,751.4,751.6,61,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 18:20,22.0,751.4,751.6,61,variable wind direction,2,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 17:50,23.0,751.4,751.6,53,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,13.0
05.06.2020 17:20,23.0,750.6,750.8,57,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,14.0
05.06.2020 16:50,23.0,750.6,750.8,61,variable wind direction,2,,,,Few clouds (10-30%) 750 m,10.0 and more,15.0
05.06.2020 16:20,22.0,750.6,750.8,61,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 750 m,10.0 and more,14.0
05.06.2020 15:50,22.0,750.6,750.8,69,Wind blowing from the south-west,6,,,,Few clouds (10-30%) 750 m,10.0 and more,16.0
05.06.2020 15:20,23.0,750.6,750.8,61,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 750 m,10.0 and more,15.0
05.06.2020 14:50,23.0,750.6,750.8,61,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 750 m,10.0 and more,15.0
05.06.2020 14:20,23.0,751.4,751.6,61,Wind blowing from the south-west,8,,,,Scattered clouds (40-50%) 750 m,10.0 and more,15.0
05.06.2020 13:50,23.0,751.4,751.6,61,Wind blowing from the south-west,9,,,,Scattered clouds (40-50%) 750 m,10.0 and more,15.0
05.06.2020 13:20,23.0,751.4,751.6,61,Wind blowing from the south-west,10,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m",10.0 and more,15.0
05.06.2020 12:50,23.0,751.4,751.6,65,Wind blowing from the south-west,9,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,16.0
05.06.2020 12:20,23.0,751.4,751.6,65,Wind blowing from the south-west,9,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 1050 m",10.0 and more,16.0
05.06.2020 11:50,23.0,750.6,750.8,61,Wind blowing from the south-west,9,,,,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1050 m",10.0 and more,15.0
05.06.2020 11:20,21.0,750.6,750.8,73,Wind blowing from the south-west,8,,,,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1200 m",10.0 and more,16.0
05.06.2020 10:50,22.0,750.6,750.8,65,Wind blowing from the west-southwest,8,,,,Broken clouds (60-90%) 750 m,10.0 and more,15.0
05.06.2020 10:20,22.0,750.6,750.8,65,Wind blowing from the south-west,9,,,,Broken clouds (60-90%) 690 m,10.0 and more,15.0
05.06.2020 09:50,22.0,750.6,750.8,65,Wind blowing from the south-west,8,,,,Broken clouds (60-90%) 690 m,10.0 and more,15.0
05.06.2020 09:20,21.0,750.6,750.8,73,Wind blowing from the south-west,7,,,,Scattered clouds (40-50%) 600 m,10.0 and more,16.0
05.06.2020 08:50,20.0,750.6,750.8,78,Wind blowing from the south-west,8,,,,Broken clouds (60-90%) 600 m,10.0 and more,16.0
05.06.2020 08:20,20.0,750.6,750.8,78,Wind blowing from the south-southwest,7,,Light rain,,Broken clouds (60-90%) 600 m,10.0 and more,16.0
05.06.2020 07:50,21.0,749.9,750.1,73,Wind blowing from the south-west,7,,,,No Significant Clouds,10.0 and more,16.0
05.06.2020 07:20,20.0,749.9,750.1,73,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,15.0
05.06.2020 06:50,19.0,749.9,750.1,78,Wind blowing from the west-southwest,8,,,,Few clouds (10-30%) 750 m,10.0 and more,15.0
05.06.2020 06:20,20.0,749.9,750.1,83,Wind blowing from the west-southwest,7,,,,Few clouds (10-30%) 750 m,10.0 and more,17.0
05.06.2020 05:50,19.0,749.1,749.3,88,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 900 m,10.0 and more,17.0
05.06.2020 05:20,19.0,749.1,749.3,83,Wind blowing from the south-west,6,,"Light rain, in the vicinity thunderstorm","Thunderstorm, rain","Few clouds (10-30%) 600 m, cumulonimbus clouds , scattered clouds (40-50%) 1500 m",6,16.0
05.06.2020 04:50,19.0,749.1,749.3,88,Wind blowing from the south-west,8,,"Thunderstorm, rain",,"Scattered clouds (40-50%) 600 m, cumulonimbus clouds",6,17.0
05.06.2020 04:20,19.0,749.1,749.3,94,Wind blowing from the south-west,5,,"Light thunderstorm, rain",Rain,"Scattered clouds (40-50%) 300 m, cumulonimbus clouds",10.0 and more,18.0
05.06.2020 03:50,19.0,749.1,749.3,94,Wind blowing from the west-southwest,4,,"Thunderstorm, rain",,"Scattered clouds (40-50%) 300 m, cumulonimbus clouds , scattered clouds (40-50%) 1200 m",5,18.0
05.06.2020 03:20,21.0,749.9,750.1,94,Wind blowing from the south-southwest,7,,"Thunderstorm, rain",,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 300 m, cumulonimbus clouds",4,20.0
05.06.2020 02:50,21.0,749.9,750.1,94,Wind blowing from the south-southwest,7,,,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 300 m, cumulonimbus clouds",10.0 and more,20.0
05.06.2020 02:20,21.0,749.9,750.1,94,Wind blowing from the south-southwest,7,,,,"Scattered clouds (40-50%) 180 m, scattered clouds (40-50%) 300 m",10.0 and more,20.0
05.06.2020 01:50,21.0,749.9,750.1,88,Wind blowing from the south,6,,,,"Scattered clouds (40-50%) 240 m, scattered clouds (40-50%) 300 m",9,19.0
05.06.2020 01:20,21.0,750.6,750.8,88,Wind blowing from the south,6,,,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 300 m",9,19.0
05.06.2020 00:50,21.0,749.9,750.1,88,Wind blowing from the south,6,,,,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 300 m",10.0 and more,19.0
05.06.2020 00:20,21.0,750.6,750.8,88,Wind blowing from the south,5,,Light rain,,"Scattered clouds (40-50%) 300 m, scattered clouds (40-50%) 450 m",9,19.0
04.06.2020 23:50,21.0,750.6,750.8,83,Wind blowing from the south-southeast,6,11,Light rain,,"Scattered clouds (40-50%) 390 m, scattered clouds (40-50%) 600 m",10.0 and more,18.0
04.06.2020 23:20,22.0,751.4,751.6,69,Wind blowing from the south-southeast,8,13,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 750 m",10.0 and more,16.0
04.06.2020 22:50,22.0,751.4,751.6,69,Wind blowing from the south-southeast,9,14,,,"Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 900 m",10.0 and more,16.0
04.06.2020 22:20,22.0,751.4,751.6,65,Wind blowing from the south-southeast,9,16,,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 900 m",10.0 and more,15.0
04.06.2020 21:50,22.0,751.4,751.6,65,Wind blowing from the south-southeast,7,,,,Broken clouds (60-90%) 900 m,10.0 and more,15.0
04.06.2020 21:20,22.0,751.4,751.6,65,Wind blowing from the south-southeast,7,,,,Broken clouds (60-90%) 900 m,10.0 and more,15.0
04.06.2020 20:50,22.0,751.4,751.6,65,Wind blowing from the south-southeast,8,,,,Broken clouds (60-90%) 900 m,10.0 and more,15.0
04.06.2020 19:50,21.0,751.4,751.6,73,Wind blowing from the south-east,8,,,Thunderstorm,Broken clouds (60-90%) 1050 m,10.0 and more,16.0
04.06.2020 19:20,22.0,752.1,752.3,65,Wind blowing from the south-southeast,7,12,"Light thunderstorm, rain",,"Few clouds (10-30%) 600 m, cumulonimbus clouds , broken clouds (60-90%) 1050 m",10.0 and more,15.0
04.06.2020 18:50,22.0,752.1,752.3,65,Wind blowing from the south-southeast,9,,,,Scattered clouds (40-50%) 1050 m,10.0 and more,15.0
04.06.2020 18:20,22.0,752.1,752.3,69,Wind blowing from the south-southeast,9,14,,,Broken clouds (60-90%) 1050 m,10.0 and more,16.0
04.06.2020 17:50,22.0,752.1,752.3,65,Wind blowing from the south-southeast,8,,,,Few clouds (10-30%) 900 m,10.0 and more,15.0
04.06.2020 17:20,22.0,752.1,752.3,65,Wind blowing from the south-southeast,8,,,,Few clouds (10-30%) 900 m,10.0 and more,15.0
04.06.2020 16:50,22.0,752.1,752.3,69,Wind blowing from the south-southeast,11,17,,,Few clouds (10-30%) 1050 m,10.0 and more,16.0
04.06.2020 16:20,23.0,752.1,752.3,61,Wind blowing from the south-southeast,10,17,,,Scattered clouds (40-50%) 1050 m,10.0 and more,15.0
04.06.2020 15:50,23.0,752.9,753.1,65,Wind blowing from the south-southeast,11,16,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1050 m",10.0 and more,16.0
04.06.2020 15:20,23.0,752.9,753.1,65,Wind blowing from the south-southeast,12,19,,,Few clouds (10-30%) 600 m,10.0 and more,16.0
04.06.2020 14:50,23.0,752.9,753.1,65,Wind blowing from the south-east,12,,,,Few clouds (10-30%) 600 m,10.0 and more,16.0
04.06.2020 14:20,24.0,753.7,753.9,57,Wind blowing from the south-southeast,11,16,,,Scattered clouds (40-50%) 750 m,10.0 and more,15.0
04.06.2020 13:50,24.0,753.7,753.9,57,Wind blowing from the south-southeast,10,15,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m",10.0 and more,15.0
04.06.2020 13:20,24.0,753.7,753.9,61,Wind blowing from the south-southeast,11,16,,,Scattered clouds (40-50%) 600 m,10.0 and more,16.0
04.06.2020 12:50,24.0,754.4,754.6,57,Wind blowing from the south-east,11,16,,,Scattered clouds (40-50%) 600 m,10.0 and more,15.0
04.06.2020 12:20,23.0,754.4,754.6,61,Wind blowing from the south-east,10,16,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m",10.0 and more,15.0
04.06.2020 11:50,23.0,754.4,754.6,61,Wind blowing from the south-southeast,11,,,,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 1200 m",10.0 and more,15.0
04.06.2020 11:20,24.0,754.4,754.6,57,Wind blowing from the south-southeast,8,,,,Scattered clouds (40-50%) 900 m,10.0 and more,15.0
04.06.2020 10:50,22.0,755.2,755.4,65,Wind blowing from the south-southeast,7,12,,,Scattered clouds (40-50%) 900 m,10.0 and more,15.0
04.06.2020 10:20,23.0,755.2,755.4,61,Wind blowing from the south-southeast,7,,,,Scattered clouds (40-50%) 750 m,10.0 and more,15.0
04.06.2020 09:50,23.0,755.2,755.4,61,Wind blowing from the south-southeast,7,,,,Scattered clouds (40-50%) 750 m,10.0 and more,15.0
04.06.2020 09:20,22.0,755.2,755.4,65,Wind blowing from the south-east,7,,,,Broken clouds (60-90%) 600 m,10.0 and more,15.0
04.06.2020 08:50,22.0,755.2,755.4,65,Wind blowing from the south-east,8,,,,Broken clouds (60-90%) 600 m,10.0 and more,15.0
04.06.2020 08:20,21.0,756.0,756.2,69,Wind blowing from the south-southeast,6,,,,Broken clouds (60-90%) 600 m,10.0 and more,15.0
04.06.2020 07:50,21.0,756.0,756.2,69,Wind blowing from the south-southeast,5,,,,Broken clouds (60-90%) 600 m,10.0 and more,15.0
04.06.2020 07:20,21.0,756.0,756.2,73,Wind blowing from the south-east,6,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,16.0
04.06.2020 06:50,20.0,756.0,756.2,78,Wind blowing from the south-east,5,,,,Broken clouds (60-90%) 750 m,10.0 and more,16.0
04.06.2020 06:20,19.0,756.0,756.2,83,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,16.0
04.06.2020 05:50,18.0,756.0,756.2,88,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,16.0
04.06.2020 05:20,17.0,756.0,756.2,94,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 750 m,10.0 and more,16.0
04.06.2020 04:50,17.0,756.0,756.2,88,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 540 m,10.0 and more,15.0
04.06.2020 04:20,17.0,756.0,756.2,94,Wind blowing from the south-east,4,,,,"Scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 900 m",10.0 and more,16.0
04.06.2020 03:50,17.0,756.0,756.2,88,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 450 m,10.0 and more,15.0
04.06.2020 03:20,17.0,756.0,756.2,94,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,16.0
04.06.2020 02:50,18.0,756.7,756.9,88,Wind blowing from the east-southeast,4,,,,Few clouds (10-30%) 450 m,10.0 and more,16.0
04.06.2020 02:20,18.0,756.7,756.9,88,Wind blowing from the south-east,4,,,,Few clouds (10-30%) 540 m,10.0 and more,16.0
04.06.2020 01:50,18.0,756.7,756.9,83,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 450 m,10.0 and more,15.0
04.06.2020 01:20,18.0,756.7,756.9,88,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 540 m",10.0 and more,16.0
04.06.2020 00:50,18.0,756.7,756.9,88,Wind blowing from the south-east,3,,,,Scattered clouds (40-50%) 450 m,10.0 and more,16.0
04.06.2020 00:20,18.0,757.5,757.7,88,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 450 m,10.0 and more,16.0
03.06.2020 23:50,18.0,757.5,757.7,88,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 540 m,10.0 and more,16.0
03.06.2020 23:20,18.0,757.5,757.7,88,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 450 m,10.0 and more,16.0
03.06.2020 22:50,19.0,757.5,757.7,88,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 450 m,10.0 and more,17.0
03.06.2020 22:20,19.0,757.5,757.7,88,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 450 m,10.0 and more,17.0
03.06.2020 21:50,19.0,757.5,757.7,88,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,17.0
03.06.2020 21:20,20.0,757.5,757.7,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,17.0
03.06.2020 20:50,20.0,757.5,757.7,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,17.0
03.06.2020 20:20,20.0,757.5,757.7,78,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,16.0
03.06.2020 19:50,20.0,756.7,756.9,78,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0
03.06.2020 19:20,21.0,757.5,757.7,69,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 18:50,21.0,757.5,757.7,69,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 18:20,22.0,756.7,756.9,65,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 17:50,22.0,757.5,757.7,65,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 17:20,22.0,756.7,756.9,65,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 16:50,23.0,757.5,757.7,61,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 16:20,23.0,757.5,757.7,61,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 15:50,23.0,757.5,757.7,61,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 15:20,23.0,757.5,757.7,65,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,16.0
03.06.2020 14:50,23.0,757.5,757.7,65,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,16.0
03.06.2020 14:20,23.0,757.5,757.7,61,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,15.0
03.06.2020 13:50,23.0,758.0,758.2,65,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,16.0
03.06.2020 13:20,23.0,758.0,758.2,65,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,16.0
03.06.2020 12:50,23.0,758.0,758.2,65,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,16.0
03.06.2020 12:20,24.0,758.0,758.2,50,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,13.0
03.06.2020 11:50,24.0,758.0,758.2,50,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,13.0
03.06.2020 11:20,24.0,758.0,758.2,47,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,12.0
03.06.2020 10:50,23.0,758.0,758.2,50,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,12.0
03.06.2020 10:20,23.0,758.0,758.2,53,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
03.06.2020 09:50,24.0,758.0,758.2,47,variable wind direction,2,,,,No Significant Clouds,10.0 and more,12.0
03.06.2020 09:20,22.0,758.0,758.2,57,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0
03.06.2020 08:50,22.0,758.0,758.2,61,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,14.0
03.06.2020 08:20,21.0,758.0,758.2,60,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,13.0
03.06.2020 07:50,21.0,758.0,758.2,64,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,14.0
03.06.2020 07:20,19.0,758.0,758.2,68,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,13.0
