"# Weather station Bratislava (airport), Slovakia, METAR=LZIB,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LZIB&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Bratislava (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
26.06.2020 05:00,17.0,752.0,763.5,94,Wind blowing from the south-southeast,2,,,,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 1230 m",10.0 and more,16.0
26.06.2020 04:30,17.0,752.0,763.5,100,Wind blowing from the south-east,2,,,,Broken clouds (60-90%) 1260 m,10.0 and more,17.0
26.06.2020 04:00,18.0,752.0,763.5,94,Wind blowing from the south-southwest,2,,In the vicinity thunderstorm,,"Few clouds (10-30%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1500 m",10.0 and more,17.0
26.06.2020 03:30,18.0,752.0,763.5,94,variable wind direction,1,,In the vicinity thunderstorm,,"Few clouds (10-30%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1560 m",10.0 and more,17.0
26.06.2020 03:00,18.0,752.0,763.5,94,Wind blowing from the south-west,2,,Light rain,,No Significant Clouds,10.0 and more,17.0
26.06.2020 02:30,18.0,752.0,763.5,88,variable wind direction,1,,In the vicinity thunderstorm,,"Few clouds (10-30%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1560 m",10.0 and more,16.0
26.06.2020 02:00,17.0,752.0,763.5,94,Wind blowing from the north,2,,Light rain,,"Few clouds (10-30%) 1440 m, scattered clouds (40-50%) 1530 m, broken clouds (60-90%) 1710 m",10.0 and more,16.0
26.06.2020 01:30,18.0,752.0,763.5,88,Wind blowing from the west-northwest,2,,Light rain,,"Few clouds (10-30%) 1350 m, broken clouds (60-90%) 2400 m",10.0 and more,16.0
26.06.2020 01:00,18.0,752.8,764.3,88,Wind blowing from the south-west,5,,Light rain,,"Few clouds (10-30%) 1470 m, broken clouds (60-90%) 1680 m",10.0 and more,16.0
26.06.2020 00:00,18.0,753.5,765.0,88,Wind blowing from the south-southwest,2,,Light rain,,"Few clouds (10-30%) 1050 m, broken clouds (60-90%) 2970 m",10.0 and more,16.0
25.06.2020 23:30,19.0,753.5,765.0,83,variable wind direction,1,,Light rain,,"Few clouds (10-30%) 660 m, broken clouds (60-90%) 1620 m",10.0 and more,16.0
25.06.2020 23:00,20.0,753.6,765.0,73,variable wind direction,1,,Light rain,,No Significant Clouds,10.0 and more,15.0
25.06.2020 22:30,20.0,753.6,765.0,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0
25.06.2020 22:00,20.0,753.6,765.0,73,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,15.0
25.06.2020 21:30,20.0,753.6,765.0,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0
25.06.2020 21:00,20.0,753.6,765.0,73,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0
25.06.2020 20:30,21.0,753.6,765.0,69,Wind blowing from the north-west,1,,,,No Significant Clouds,10.0 and more,15.0
25.06.2020 20:00,21.0,753.6,765.0,69,variable wind direction,1,,,,No Significant Clouds,10.0 and more,15.0
25.06.2020 19:30,22.0,753.7,765.0,61,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,14.0
25.06.2020 19:00,23.0,753.7,765.0,53,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 18:30,24.0,753.7,765.0,50,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 18:00,24.0,753.7,765.0,50,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 17:30,23.0,753.7,765.0,57,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,14.0
25.06.2020 17:00,24.0,753.7,765.0,50,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 16:30,24.0,753.7,765.0,50,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 16:00,24.0,753.7,765.0,50,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 15:30,24.0,754.5,765.8,47,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 15:00,24.0,754.5,765.8,50,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 14:30,25.0,754.6,765.8,44,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 14:00,24.0,754.5,765.8,47,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 13:30,25.0,754.6,765.8,47,Wind blowing from the south-east,4,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 13:00,25.0,755.4,766.6,47,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 12:30,25.0,755.4,766.6,44,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 12:00,24.0,755.3,766.6,50,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 1440 m,10.0 and more,13.0
25.06.2020 11:30,24.0,755.3,766.6,47,Wind blowing from the south-east,4,,,,Few clouds (10-30%) 1380 m,10.0 and more,12.0
25.06.2020 11:00,23.0,755.3,766.6,50,Wind blowing from the east-southeast,4,,,,Few clouds (10-30%) 1230 m,10.0 and more,12.0
25.06.2020 10:30,23.0,755.3,766.6,50,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 1110 m,10.0 and more,12.0
25.06.2020 10:00,22.0,755.2,766.6,57,Wind blowing from the east,2,,,,Few clouds (10-30%) 960 m,10.0 and more,13.0
25.06.2020 09:30,21.0,755.2,766.6,60,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0
25.06.2020 09:00,21.0,755.2,766.6,69,variable wind direction,2,,,,Few clouds (10-30%) 840 m,10.0 and more,15.0
25.06.2020 08:30,19.0,755.1,766.6,73,variable wind direction,1,,,,Few clouds (10-30%) 600 m,10.0 and more,14.0
25.06.2020 08:00,18.0,755.1,766.6,78,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,14.0
25.06.2020 07:30,17.0,755.0,766.6,83,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,14.0
25.06.2020 07:00,16.0,755.0,766.6,88,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,14.0
25.06.2020 06:30,16.0,755.0,766.6,88,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,14.0
25.06.2020 06:00,15.0,755.0,766.6,88,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 05:30,15.0,755.0,766.6,88,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 05:00,14.0,754.9,766.6,94,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 04:30,14.0,754.1,765.8,94,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 04:00,14.0,754.1,765.8,94,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 03:30,15.0,754.2,765.8,88,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 03:00,15.0,754.2,765.8,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0
25.06.2020 02:30,15.0,754.2,765.8,82,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 02:00,17.0,754.3,765.8,73,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 01:30,17.0,755.0,766.6,73,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 01:00,17.0,755.0,766.6,73,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,12.0
25.06.2020 00:00,17.0,755.0,766.6,73,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 23:30,17.0,755.0,766.6,73,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 23:00,17.0,755.0,766.6,73,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 22:30,16.0,755.0,766.6,72,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 22:00,16.0,755.0,766.6,72,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 21:30,17.0,755.0,766.6,68,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 21:00,18.0,755.1,766.6,64,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 20:30,18.0,755.1,766.6,64,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 20:00,19.0,754.3,765.8,64,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 19:30,20.0,754.4,765.8,56,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 19:00,20.0,754.4,765.8,53,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,10.0
24.06.2020 18:30,21.0,754.4,765.8,53,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 18:00,21.0,754.4,765.8,50,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,10.0
24.06.2020 17:30,21.0,754.4,765.8,57,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 17:00,22.0,754.5,765.8,53,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 16:30,21.0,754.4,765.8,53,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 16:00,22.0,754.5,765.8,50,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 15:30,23.0,753.7,765.0,50,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 15:00,23.0,753.7,765.0,47,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 14:30,23.0,753.7,765.0,50,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 14:00,22.0,753.7,765.0,50,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 13:30,24.0,753.7,765.0,44,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,11.0
24.06.2020 13:00,23.0,753.7,765.0,50,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,12.0
24.06.2020 12:30,23.0,753.7,765.0,44,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,10.0
24.06.2020 12:00,22.0,754.5,765.8,47,Wind blowing from the north-northwest,5,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,10.0
24.06.2020 11:30,22.0,754.5,765.8,47,Wind blowing from the north-west,5,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,10.0
24.06.2020 11:00,21.0,754.4,765.8,53,Wind blowing from the north-west,6,,,,Scattered clouds (40-50%) 1410 m,10.0 and more,11.0
24.06.2020 10:30,21.0,754.4,765.8,50,Wind blowing from the north,5,,,,Few clouds (10-30%) 1230 m,10.0 and more,10.0
24.06.2020 10:00,20.0,754.4,765.8,53,Wind blowing from the north-northwest,7,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
24.06.2020 09:30,20.0,754.4,765.8,56,Wind blowing from the north-west,7,,,,Few clouds (10-30%) 1170 m,10.0 and more,11.0
24.06.2020 09:00,19.0,754.3,765.8,56,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 1170 m,10.0 and more,10.0
24.06.2020 08:30,20.0,754.4,765.8,53,Wind blowing from the north,4,,,,Few clouds (10-30%) 1170 m,10.0 and more,10.0
24.06.2020 08:00,19.0,754.3,765.8,56,Wind blowing from the north-west,6,,,,Few clouds (10-30%) 1110 m,10.0 and more,10.0
24.06.2020 07:30,18.0,754.3,765.8,60,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,10.0
24.06.2020 07:00,18.0,754.3,765.8,56,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 06:30,18.0,754.3,765.8,56,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 06:00,16.0,754.2,765.8,68,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,10.0
24.06.2020 05:30,16.0,754.2,765.8,63,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 05:12,16.0,754.2,765.8,63,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 05:00,15.0,754.2,765.8,68,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 04:30,16.0,754.2,765.8,63,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 04:00,15.0,754.2,765.8,68,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 03:30,15.0,754.2,765.8,68,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 03:00,15.0,754.2,765.8,63,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,8.0
24.06.2020 02:30,16.0,754.2,765.8,55,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,7.0
24.06.2020 02:00,15.0,754.2,765.8,63,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,8.0
24.06.2020 01:30,15.0,754.2,765.8,63,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,8.0
24.06.2020 01:00,16.0,754.2,765.8,63,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 00:30,15.0,754.2,765.8,68,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
24.06.2020 00:00,16.0,755.0,766.6,59,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,8.0
23.06.2020 23:30,16.0,755.0,766.6,59,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,8.0
23.06.2020 23:00,17.0,755.0,766.6,56,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,8.0
23.06.2020 22:30,17.0,755.0,766.6,56,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,8.0
23.06.2020 22:00,18.0,754.3,765.8,52,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,8.0
23.06.2020 21:30,18.0,754.3,765.8,56,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 21:00,18.0,754.3,765.8,56,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 20:30,18.0,754.3,765.8,60,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,10.0
23.06.2020 20:00,19.0,754.3,765.8,56,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,10.0
23.06.2020 19:30,20.0,753.6,765.0,53,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,10.0
23.06.2020 19:00,21.0,753.6,765.0,50,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,10.0
23.06.2020 18:30,23.0,753.7,765.0,41,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 18:00,22.0,753.7,765.0,44,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 17:30,24.0,753.7,765.0,39,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 17:00,23.0,753.7,765.0,41,Wind blowing from the north,7,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 16:30,24.0,753.7,765.0,39,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 16:00,23.0,753.7,765.0,41,Wind blowing from the north-northwest,9,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 15:30,24.0,753.7,765.0,39,Wind blowing from the north-northwest,8,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 15:00,24.0,753.7,765.0,36,Wind blowing from the north-northwest,10,,,,No Significant Clouds,10.0 and more,8.0
23.06.2020 14:30,24.0,753.7,765.0,39,Wind blowing from the north-northwest,9,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 14:00,24.0,753.7,765.0,36,Wind blowing from the north-northwest,10,,,,No Significant Clouds,10.0 and more,8.0
23.06.2020 13:30,23.0,753.7,765.0,41,Wind blowing from the north,9,14,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 13:00,23.0,753.7,765.0,41,Wind blowing from the north-northwest,10,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 12:32,23.0,753.7,765.0,44,Wind blowing from the north-northwest,8,15,,,No Significant Clouds,10.0 and more,10.0
23.06.2020 12:30,23.0,753.7,765.0,44,Wind blowing from the north-northwest,9,,,,No Significant Clouds,10.0 and more,10.0
23.06.2020 12:00,23.0,754.5,765.8,41,Wind blowing from the north-northwest,10,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 11:30,22.0,754.5,765.8,44,Wind blowing from the north-northwest,10,,,,No Significant Clouds,10.0 and more,9.0
23.06.2020 11:00,22.0,753.7,765.0,47,Wind blowing from the north,9,,,,No Significant Clouds,10.0 and more,10.0
23.06.2020 10:30,22.0,754.5,765.8,50,Wind blowing from the north,10,,,,No Significant Clouds,10.0 and more,11.0
23.06.2020 10:00,21.0,753.6,765.0,50,Wind blowing from the north-northwest,9,,,,Broken clouds (60-90%) 1320 m,10.0 and more,10.0
23.06.2020 09:30,21.0,753.6,765.0,57,Wind blowing from the north-northwest,10,,,,Scattered clouds (40-50%) 1140 m,10.0 and more,12.0
23.06.2020 09:00,20.0,753.6,765.0,60,Wind blowing from the north,9,,,,Broken clouds (60-90%) 1140 m,10.0 and more,12.0
23.06.2020 08:30,20.0,753.6,765.0,60,Wind blowing from the north-northwest,7,,,,Broken clouds (60-90%) 1020 m,10.0 and more,12.0
23.06.2020 08:00,21.0,753.6,765.0,60,Wind blowing from the north-northwest,8,,,,Broken clouds (60-90%) 960 m,10.0 and more,13.0
23.06.2020 07:30,20.0,753.6,765.0,64,Wind blowing from the north,9,,,,Scattered clouds (40-50%) 870 m,10.0 and more,13.0
23.06.2020 07:00,19.0,753.5,765.0,68,Wind blowing from the north-northwest,9,,,,Few clouds (10-30%) 780 m,10.0 and more,13.0
23.06.2020 06:30,19.0,753.5,765.0,68,Wind blowing from the north-northwest,8,,,,Few clouds (10-30%) 720 m,10.0 and more,13.0
23.06.2020 06:00,19.0,752.9,764.3,68,Wind blowing from the north-northwest,8,,,,Few clouds (10-30%) 720 m,10.0 and more,13.0
23.06.2020 05:30,18.0,752.8,764.3,73,Wind blowing from the north-west,6,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0
23.06.2020 05:00,18.0,752.8,764.3,73,Wind blowing from the north-west,4,,,,Few clouds (10-30%) 600 m,10.0 and more,13.0
23.06.2020 04:30,18.0,752.8,764.3,73,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,13.0
23.06.2020 04:00,17.0,752.0,763.5,77,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,13.0
23.06.2020 03:30,18.0,752.0,763.5,78,Wind blowing from the north-northwest,6,,,,No Significant Clouds,10.0 and more,14.0
23.06.2020 03:00,18.0,752.0,763.5,78,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,14.0
23.06.2020 02:30,19.0,752.1,763.5,73,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,14.0
23.06.2020 02:00,19.0,752.9,764.3,68,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,13.0
23.06.2020 01:30,19.0,752.9,764.3,68,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,13.0
23.06.2020 01:00,19.0,752.9,764.3,64,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,12.0
23.06.2020 00:30,19.0,752.9,764.3,64,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,12.0
23.06.2020 00:00,19.0,752.1,763.5,68,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,13.0
22.06.2020 23:30,19.0,752.1,763.5,64,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 23:00,20.0,752.1,763.5,60,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 22:30,19.0,752.1,763.5,64,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 22:00,20.0,752.1,763.5,56,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,11.0
22.06.2020 21:30,19.0,752.1,763.5,64,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 21:00,19.0,752.1,763.5,64,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 20:30,20.0,752.1,763.5,60,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 20:00,21.0,752.1,763.5,57,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 19:30,21.0,751.5,762.8,57,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 19:00,22.0,751.5,762.8,53,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 18:30,22.0,751.5,762.8,53,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 18:00,23.0,751.5,762.8,50,Wind blowing from the north,6,,,,No Significant Clouds,10.0 and more,12.0
22.06.2020 17:30,22.0,750.7,762.0,57,Wind blowing from the north,7,,,,"Few clouds (10-30%) 1080 m, broken clouds (60-90%) 1800 m",10.0 and more,13.0
