"# Weather station Madrid / Cuatro Vientos (airport), Spain, METAR=LEVS,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LEVS&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Madrid / Cuatro Vientos (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
09.06.2020 00:00,16.0,704.7,764.3,55,Wind blowing from the north-east,3,9,,,No Significant Clouds,10.0 and more,7.0
08.06.2020 23:30,16.0,704.0,763.5,52,Wind blowing from the east-northeast,4,,,,No Significant Clouds,10.0 and more,6.0
08.06.2020 23:00,18.0,704.4,763.5,40,Wind blowing from the north-east,4,,,,No Significant Clouds,10.0 and more,4.0
08.06.2020 22:30,18.0,704.4,763.5,37,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,3.0
08.06.2020 22:00,18.0,704.4,763.5,37,Wind blowing from the north,3,,,,No Significant Clouds,9,3.0
08.06.2020 21:30,18.0,703.7,762.8,40,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,4.0
08.06.2020 21:00,19.0,703.9,762.8,35,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,3.0
08.06.2020 20:00,20.0,703.4,762.0,33,Wind blowing from the north,5,,,,Few clouds (10-30%) 1740 m,10.0 and more,3.0
08.06.2020 19:00,22.0,703.0,761.2,31,Wind blowing from the north,4,,,,Few clouds (10-30%) 1740 m,10.0 and more,4.0
08.06.2020 18:30,23.0,703.2,761.2,27,Wind blowing from the north,3,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,3.0
08.06.2020 18:00,21.0,702.8,761.2,29,Wind blowing from the north,4,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,2.0
08.06.2020 17:30,23.0,703.2,761.2,27,Wind blowing from the north,4,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,3.0
08.06.2020 17:00,22.0,703.0,761.2,27,variable wind direction,3,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,2.0
08.06.2020 16:30,23.0,703.2,761.2,29,variable wind direction,2,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,4.0
08.06.2020 16:00,24.0,703.4,761.2,27,variable wind direction,2,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,4.0
08.06.2020 15:30,21.0,702.8,761.2,33,Wind blowing from the north-east,3,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,4.0
08.06.2020 15:00,23.0,703.2,761.2,29,variable wind direction,2,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,4.0
08.06.2020 14:30,21.0,702.8,761.2,33,"Calm, no wind",0,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,4.0
08.06.2020 14:00,22.0,703.0,761.2,33,variable wind direction,2,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,5.0
08.06.2020 13:30,20.0,703.4,762.0,35,variable wind direction,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,4.0
08.06.2020 13:00,22.0,703.8,762.0,31,variable wind direction,1,,,,No Significant Clouds,10.0 and more,4.0
08.06.2020 12:30,21.0,703.6,762.0,33,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,4.0
08.06.2020 12:00,20.0,703.4,762.0,33,variable wind direction,3,,,,No Significant Clouds,10.0 and more,3.0
08.06.2020 11:30,20.0,703.4,762.0,35,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,4.0
08.06.2020 11:00,19.0,703.2,762.0,35,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 1740 m,10.0 and more,3.0
08.06.2020 10:30,18.0,703.0,762.0,40,Wind blowing from the east-northeast,3,,,,Few clouds (10-30%) 1740 m,10.0 and more,4.0
08.06.2020 10:00,16.0,702.6,762.0,42,Wind blowing from the north,4,,,,Few clouds (10-30%) 1740 m,10.0 and more,3.0
08.06.2020 09:30,16.0,702.6,762.0,45,Wind blowing from the north-northeast,3,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,4.0
08.06.2020 09:00,15.0,702.4,762.0,48,variable wind direction,2,,,,Scattered clouds (40-50%) 1650 m,10.0 and more,4.0
08.06.2020 08:30,14.0,702.2,762.0,48,Wind blowing from the north,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,3.0
08.06.2020 08:00,13.0,701.3,761.2,51,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,3.0
08.06.2020 07:30,12.0,701.1,761.2,54,Wind blowing from the east-northeast,3,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,3.0
08.06.2020 07:00,12.0,701.1,761.2,54,Wind blowing from the north-east,3,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,3.0
08.06.2020 06:30,13.0,701.3,761.2,51,Wind blowing from the north-northeast,3,,,,Scattered clouds (40-50%) 1350 m,10.0 and more,3.0
08.06.2020 06:00,12.0,700.4,760.5,58,Wind blowing from the north-east,3,,,,"Scattered clouds (40-50%) 1350 m, scattered clouds (40-50%) 1740 m",10.0 and more,4.0
08.06.2020 05:30,13.0,700.6,760.5,55,Wind blowing from the north-northeast,3,,,,Broken clouds (60-90%) 1350 m,9,4.0
08.06.2020 05:00,13.0,700.6,760.5,59,Wind blowing from the north-northeast,3,,,,Few clouds (10-30%) 1470 m,9,5.0
08.06.2020 04:30,13.0,700.6,760.5,59,Wind blowing from the north-east,3,,,,Scattered clouds (40-50%) 1470 m,8,5.0
08.06.2020 04:00,13.0,700.6,760.5,63,variable wind direction,3,,,,Few clouds (10-30%) 870 m,10.0 and more,6.0
08.06.2020 03:30,13.0,700.6,760.5,59,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,5.0
08.06.2020 03:00,13.0,700.6,760.5,59,Wind blowing from the north-northeast,4,,,,Scattered clouds (40-50%) 1710 m,10.0 and more,5.0
08.06.2020 02:30,14.0,700.8,760.5,59,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,6.0
08.06.2020 02:00,14.0,700.8,760.5,63,Wind blowing from the north-east,3,,,,Broken clouds (60-90%) 1710 m,10.0 and more,7.0
08.06.2020 01:30,14.0,700.8,760.5,67,variable wind direction,4,,,,Few clouds (10-30%) 1650 m,10.0 and more,8.0
08.06.2020 01:00,14.0,700.8,760.5,72,Wind blowing from the north-east,4,,,,Broken clouds (60-90%) 1500 m,10.0 and more,9.0
08.06.2020 00:00,15.0,701.0,760.5,68,variable wind direction,3,,,,No Significant Clouds,10.0 and more,9.0
07.06.2020 23:30,16.0,701.2,760.5,68,Wind blowing from the north-east,3,,,,Few clouds (10-30%) 1710 m,10.0 and more,10.0
07.06.2020 23:00,16.0,700.5,759.7,72,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,11.0
07.06.2020 22:30,17.0,700.7,759.7,73,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,12.0
07.06.2020 22:00,17.0,700.7,759.7,73,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,12.0
07.06.2020 21:30,18.0,700.2,759.0,73,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,13.0
07.06.2020 21:00,19.0,700.4,759.0,52,Wind blowing from the east-northeast,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1650 m",10.0 and more,9.0
07.06.2020 20:30,19.0,700.4,759.0,56,Wind blowing from the east-northeast,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1650 m, cumulus congestus of great vertical extent",10.0 and more,10.0
07.06.2020 20:00,22.0,700.2,758.2,47,Wind blowing from the north,4,,,,"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1650 m",10.0 and more,10.0
07.06.2020 19:30,22.0,699.8,757.7,41,Wind blowing from the west,3,,,,"Scattered clouds (40-50%) 1200 m, cumulonimbus clouds , broken clouds (60-90%) 1650 m",10.0 and more,8.0
07.06.2020 19:00,23.0,700.0,757.7,44,Wind blowing from the west-northwest,3,,Light rain,,"Scattered clouds (40-50%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1650 m",10.0 and more,10.0
07.06.2020 18:30,22.0,699.8,757.7,50,Wind blowing from the south-west,6,,,,"Scattered clouds (40-50%) 900 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1650 m",10.0 and more,11.0
07.06.2020 18:00,23.0,700.0,757.7,47,Wind blowing from the south-west,6,,In the vicinity shower(s),,"Few clouds (10-30%) 900 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1650 m",10.0 and more,11.0
07.06.2020 17:30,22.0,699.0,756.9,61,Wind blowing from the south-west,5,,In the vicinity shower(s),,"Few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1650 m",10.0 and more,14.0
07.06.2020 17:00,21.0,698.9,756.9,64,Wind blowing from the west-southwest,6,,,,"Few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1500 m",10.0 and more,14.0
07.06.2020 16:39,23.0,699.2,756.9,47,Wind blowing from the west,6,,"Shower(s), rain",,"Few clouds (10-30%) 750 m, few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1500 m",10.0 and more,11.0
07.06.2020 16:30,24.0,699.4,756.9,41,Wind blowing from the west-southwest,6,12,,,"Few clouds (10-30%) 750 m, few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1650 m",10.0 and more,10.0
07.06.2020 16:00,26.0,699.8,756.9,34,Wind blowing from the west,6,,,,"Few clouds (10-30%) 750 m, few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1650 m",10.0 and more,9.0
07.06.2020 15:30,26.0,699.8,756.9,37,Wind blowing from the west-southwest,7,,,,"Few clouds (10-30%) 750 m, few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 1650 m",10.0 and more,10.0
07.06.2020 15:00,25.0,699.6,756.9,39,Wind blowing from the south-west,9,14,,,"Few clouds (10-30%) 750 m, few clouds (10-30%) 1350 m, cumulonimbus clouds , broken clouds (60-90%) 1650 m",10.0 and more,10.0
07.06.2020 14:30,23.0,699.2,756.9,44,Wind blowing from the west-southwest,6,,,,"Few clouds (10-30%) 750 m, few clouds (10-30%) 1350 m, cumulonimbus clouds , broken clouds (60-90%) 1650 m",10.0 and more,10.0
07.06.2020 14:00,26.0,700.5,757.7,37,Wind blowing from the west-southwest,5,,,,"Few clouds (10-30%) 750 m, few clouds (10-30%) 1350 m, cumulonimbus clouds , scattered clouds (40-50%) 1650 m",10.0 and more,10.0
07.06.2020 13:30,23.0,700.0,757.7,41,Wind blowing from the south-west,3,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1350 m, cumulonimbus clouds",10.0 and more,9.0
07.06.2020 13:00,24.0,700.2,757.7,39,Wind blowing from the south-west,5,10,In the vicinity thunderstorm,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, cumulonimbus clouds",10.0 and more,9.0
07.06.2020 12:30,24.0,700.2,757.7,41,Wind blowing from the south,5,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1050 m",10.0 and more,10.0
07.06.2020 12:00,24.0,700.2,757.7,41,Wind blowing from the south-southwest,4,,,,Few clouds (10-30%) 600 m,10.0 and more,10.0
07.06.2020 11:30,23.0,700.0,757.7,44,Wind blowing from the south-southwest,4,,,,Few clouds (10-30%) 600 m,10.0 and more,10.0
07.06.2020 11:00,23.0,700.0,757.7,44,Wind blowing from the south-west,3,,,,Few clouds (10-30%) 600 m,10.0 and more,10.0
07.06.2020 10:30,22.0,699.8,757.7,47,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1350 m,10.0 and more,10.0
07.06.2020 10:00,21.0,699.6,757.7,50,Wind blowing from the south-west,4,,,,Few clouds (10-30%) 1350 m,10.0 and more,10.0
07.06.2020 09:30,21.0,699.6,757.7,50,Wind blowing from the south-southwest,4,,,,Few clouds (10-30%) 1350 m,10.0 and more,10.0
07.06.2020 09:00,20.0,699.4,757.7,53,Wind blowing from the south-west,4,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
07.06.2020 08:30,20.0,699.4,757.7,53,Wind blowing from the south-west,4,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
07.06.2020 08:00,18.0,699.0,757.7,64,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,11.0
07.06.2020 07:30,17.0,698.1,756.9,64,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
07.06.2020 07:00,16.0,697.9,756.9,68,Wind blowing from the west-southwest,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
07.06.2020 06:30,15.0,697.7,756.9,72,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
07.06.2020 06:00,14.0,697.5,756.9,77,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 1200 m,10.0 and more,10.0
07.06.2020 05:30,14.0,697.5,756.9,72,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,9.0
07.06.2020 05:00,14.0,697.5,756.9,67,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,8.0
07.06.2020 04:30,15.0,697.7,756.9,59,Wind blowing from the west-southwest,3,,,,No Significant Clouds,9,7.0
07.06.2020 04:00,16.0,697.9,756.9,59,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,8.0
07.06.2020 03:30,17.0,697.4,756.2,49,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,6.0
07.06.2020 03:00,15.0,697.1,756.2,55,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,6.0
07.06.2020 02:30,15.0,697.1,756.2,55,Wind blowing from the west,3,,,,No Significant Clouds,9,6.0
07.06.2020 02:00,15.0,697.1,756.2,55,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,6.0
07.06.2020 01:30,15.0,697.1,756.2,51,Wind blowing from the west-southwest,3,,,,No Significant Clouds,7,5.0
07.06.2020 01:00,17.0,697.4,756.2,45,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,5.0
07.06.2020 00:30,19.0,697.8,756.2,40,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,5.0
07.06.2020 00:00,18.0,697.6,756.2,43,Wind blowing from the west,3,,,,No Significant Clouds,9,5.0
06.06.2020 23:30,18.0,697.6,756.2,43,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,5.0
06.06.2020 23:00,20.0,698.7,756.9,38,Wind blowing from the west,5,,,,No Significant Clouds,9,5.0
06.06.2020 22:30,20.0,698.7,756.9,38,Wind blowing from the west,5,,,,No Significant Clouds,9,5.0
06.06.2020 22:00,21.0,698.2,756.2,35,Wind blowing from the west-southwest,6,,,,No Significant Clouds,10.0 and more,5.0
06.06.2020 21:30,21.0,698.2,756.2,38,Wind blowing from the west-southwest,6,,,,No Significant Clouds,9,6.0
06.06.2020 21:00,22.0,698.4,756.2,38,Wind blowing from the west-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
06.06.2020 20:30,23.0,698.6,756.2,36,Wind blowing from the west-southwest,7,,,,No Significant Clouds,10.0 and more,7.0
06.06.2020 20:00,24.0,698.8,756.2,31,Wind blowing from the west-southwest,7,,,,No Significant Clouds,10.0 and more,6.0
06.06.2020 19:30,25.0,699.0,756.2,32,Wind blowing from the west-southwest,8,13,,,No Significant Clouds,10.0 and more,7.0
06.06.2020 19:00,25.0,698.2,755.4,32,Wind blowing from the west-southwest,9,,,,No Significant Clouds,10.0 and more,7.0
06.06.2020 18:30,26.0,698.4,755.4,28,Wind blowing from the south-west,8,15,,,No Significant Clouds,10.0 and more,6.0
06.06.2020 18:00,27.0,699.3,756.2,28,Wind blowing from the south-west,8,,,,No Significant Clouds,10.0 and more,7.0
06.06.2020 17:30,27.0,699.3,756.2,26,Wind blowing from the west-southwest,9,,,,No Significant Clouds,10.0 and more,6.0
06.06.2020 17:00,28.0,699.5,756.2,26,Wind blowing from the south-southwest,7,,,,No Significant Clouds,10.0 and more,7.0
06.06.2020 16:30,27.0,699.3,756.2,30,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 1740 m,10.0 and more,8.0
06.06.2020 16:00,25.0,699.6,756.9,32,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 1740 m,10.0 and more,7.0
06.06.2020 15:30,27.0,700.0,756.9,30,Wind blowing from the south-west,7,14,,,Scattered clouds (40-50%) 1740 m,10.0 and more,8.0
06.06.2020 15:00,28.0,700.2,756.9,30,Wind blowing from the south-southwest,7,,,,Scattered clouds (40-50%) 1740 m,10.0 and more,9.0
06.06.2020 14:30,27.0,700.0,756.9,28,Wind blowing from the south,7,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,7.0
06.06.2020 14:00,27.0,700.7,757.7,26,Wind blowing from the south-southwest,7,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,6.0
06.06.2020 13:30,26.0,700.5,757.7,30,Wind blowing from the south-southwest,7,,,,Few clouds (10-30%) 1500 m,10.0 and more,7.0
06.06.2020 13:00,26.0,701.0,758.2,32,Wind blowing from the south-southwest,7,12,,,Few clouds (10-30%) 1500 m,10.0 and more,8.0
06.06.2020 12:30,25.0,700.8,758.2,34,Wind blowing from the south-southwest,7,,,,Few clouds (10-30%) 1050 m,10.0 and more,8.0
06.06.2020 12:00,26.0,701.0,758.2,32,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 1050 m,10.0 and more,8.0
06.06.2020 11:30,25.0,700.8,758.2,36,Wind blowing from the south-southwest,6,,,,Few clouds (10-30%) 1050 m,10.0 and more,9.0
06.06.2020 11:00,25.0,701.5,759.0,36,Wind blowing from the south-west,6,,,,Few clouds (10-30%) 1050 m,10.0 and more,9.0
06.06.2020 10:30,24.0,701.4,759.0,41,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 1050 m,10.0 and more,10.0
06.06.2020 10:00,23.0,701.2,759.0,44,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 1050 m,10.0 and more,10.0
06.06.2020 09:30,22.0,701.0,759.0,50,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,11.0
06.06.2020 09:00,22.0,701.0,759.0,50,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,11.0
06.06.2020 08:30,21.0,701.4,759.7,57,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,12.0
06.06.2020 08:00,20.0,701.3,759.7,60,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,12.0
06.06.2020 07:30,19.0,700.4,759.0,60,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,11.0
06.06.2020 07:00,18.0,700.2,759.0,68,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,12.0
06.06.2020 06:30,17.0,700.0,759.0,68,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,11.0
06.06.2020 06:00,16.0,699.8,759.0,68,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,10.0
06.06.2020 05:30,16.0,699.8,759.0,68,Wind blowing from the south-west,3,,,,No Significant Clouds,9,10.0
06.06.2020 05:00,16.0,699.8,759.0,68,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,10.0
06.06.2020 04:30,16.0,699.8,759.0,63,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,9.0
06.06.2020 04:00,18.0,700.2,759.0,56,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,9.0
06.06.2020 03:30,17.0,700.0,759.0,59,Wind blowing from the south-west,3,,,,No Significant Clouds,7,9.0
06.06.2020 03:00,16.0,699.8,759.0,63,Wind blowing from the west-southwest,3,,,,No Significant Clouds,9,9.0
06.06.2020 02:30,17.0,700.0,759.0,59,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,9.0
06.06.2020 02:00,19.0,701.1,759.7,52,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,9.0
06.06.2020 01:30,18.0,700.9,759.7,56,Wind blowing from the west,4,,,,No Significant Clouds,9,9.0
06.06.2020 01:00,20.0,701.3,759.7,49,Wind blowing from the south-west,5,,,,No Significant Clouds,9,9.0
06.06.2020 00:30,20.0,701.3,759.7,53,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,10.0
06.06.2020 00:00,20.0,701.3,759.7,53,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,10.0
05.06.2020 23:30,21.0,701.4,759.7,53,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,11.0
05.06.2020 23:00,21.0,701.4,759.7,50,Wind blowing from the south-west,4,,,,No Significant Clouds,9,10.0
05.06.2020 22:30,21.0,701.4,759.7,50,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,10.0
05.06.2020 22:00,21.0,700.8,759.0,46,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,9.0
05.06.2020 21:30,23.0,701.2,759.0,41,Wind blowing from the west-southwest,4,,,,No Significant Clouds,9,9.0
05.06.2020 21:00,24.0,701.4,759.0,39,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,9.0
05.06.2020 20:30,25.0,701.5,759.0,36,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,9.0
05.06.2020 20:00,26.0,701.7,759.0,30,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,7.0
05.06.2020 19:30,27.0,701.9,759.0,28,Wind blowing from the south-west,5,,,,No Significant Clouds,10.0 and more,7.0
05.06.2020 19:00,28.0,701.4,758.2,28,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,8.0
05.06.2020 18:30,28.0,701.4,758.2,26,Wind blowing from the south-southwest,5,,,,No Significant Clouds,10.0 and more,7.0
05.06.2020 18:00,28.0,701.4,758.2,26,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,7.0
05.06.2020 17:30,28.0,701.4,758.2,25,Wind blowing from the south-southwest,5,,,,No Significant Clouds,10.0 and more,6.0
05.06.2020 17:00,28.0,702.1,759.0,26,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,7.0
05.06.2020 16:30,29.0,702.3,759.0,25,variable wind direction,3,,,,No Significant Clouds,10.0 and more,7.0
05.06.2020 16:00,28.0,702.1,759.0,25,variable wind direction,3,,,,No Significant Clouds,10.0 and more,6.0
05.06.2020 15:30,28.0,702.1,759.0,26,variable wind direction,3,,,,No Significant Clouds,10.0 and more,7.0
