# Weather station Cardiff (airport), UK, METAR=EGFF,selection from 27.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGFF&lang=en
#
"Local time in Cardiff (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"06.06.2020 18:20";"12.0";"746.3";"752.3";"82";"Wind blowing from the west-northwest";"9";"";"";"";"Scattered clouds (40-50%) 330 m, broken clouds (60-90%) 480 m, broken clouds (60-90%) 720 m";"10.0 and more";"9.0";
"06.06.2020 17:50";"12.0";"745.6";"751.6";"82";"Wind blowing from the west-northwest";"9";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 960 m";"10.0 and more";"9.0";
"06.06.2020 17:20";"12.0";"745.6";"751.6";"82";"Wind blowing from the west-northwest";"9";"";"";"";"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 690 m, overcast (100%) 1050 m";"10.0 and more";"9.0";
"06.06.2020 16:50";"12.0";"745.6";"751.6";"82";"Wind blowing from the west-northwest";"10";"";"";"";"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 750 m, overcast (100%) 1260 m";"10.0 and more";"9.0";
"06.06.2020 16:20";"13.0";"745.6";"751.6";"77";"Wind blowing from the west-northwest";"9";"";"";"";"Broken clouds (60-90%) 540 m";"10.0 and more";"9.0";
"06.06.2020 15:50";"13.0";"744.8";"750.8";"77";"Wind blowing from the west-northwest";"11";"";"";"";"Broken clouds (60-90%) 450 m, overcast (100%) 810 m";"10.0 and more";"9.0";
"06.06.2020 15:20";"12.0";"744.8";"750.8";"88";"Wind blowing from the west-northwest";"9";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 810 m";"10.0 and more";"10.0";
"06.06.2020 14:50";"12.0";"744.8";"750.8";"88";"Wind blowing from the west-northwest";"11";"";"";"Shower(s), rain";"Broken clouds (60-90%) 300 m, overcast (100%) 870 m";"10.0 and more";"10.0";
"06.06.2020 14:20";"12.0";"744.8";"750.8";"88";"Wind blowing from the west-northwest";"9";"14";"Shower(s), rain";"";"Overcast (100%) 330 m";"4.5";"10.0";
"06.06.2020 13:50";"12.0";"744.8";"750.8";"82";"Wind blowing from the west-northwest";"10";"";"";"";"Broken clouds (60-90%) 420 m, overcast (100%) 570 m";"10.0 and more";"9.0";
"06.06.2020 13:20";"13.0";"744.8";"750.8";"77";"Wind blowing from the west-northwest";"10";"15";"";"";"Broken clouds (60-90%) 450 m, overcast (100%) 780 m";"10.0 and more";"9.0";
"06.06.2020 12:50";"13.0";"744.8";"750.8";"77";"Wind blowing from the west";"11";"";"";"";"Broken clouds (60-90%) 540 m, overcast (100%) 990 m";"10.0 and more";"9.0";
"06.06.2020 12:20";"12.0";"744.8";"750.8";"77";"Wind blowing from the west-northwest";"11";"16";"";"";"Overcast (100%) 510 m";"10.0 and more";"8.0";
"06.06.2020 11:50";"12.0";"744.8";"750.8";"77";"Wind blowing from the west";"9";"";"";"";"Overcast (100%) 480 m";"10.0 and more";"8.0";
"06.06.2020 11:20";"11.0";"744.8";"750.8";"82";"Wind blowing from the west-northwest";"10";"";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 630 m";"10.0 and more";"8.0";
"06.06.2020 10:50";"11.0";"744.8";"750.8";"77";"Wind blowing from the west";"9";"";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 660 m";"10.0 and more";"7.0";
"06.06.2020 10:20";"10.0";"744.8";"750.8";"82";"Wind blowing from the west-northwest";"9";"";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 630 m";"10.0 and more";"7.0";
"06.06.2020 09:50";"10.0";"744.8";"750.8";"82";"Wind blowing from the west-northwest";"10";"15";"";"";"Overcast (100%) 480 m";"10.0 and more";"7.0";
"06.06.2020 09:20";"9.0";"744.7";"750.8";"87";"Wind blowing from the west";"9";"";"";"";"Broken clouds (60-90%) 480 m, overcast (100%) 690 m";"10.0 and more";"7.0";
"06.06.2020 08:50";"10.0";"744.8";"750.8";"76";"Wind blowing from the west-northwest";"11";"";"";"";"Overcast (100%) 570 m";"10.0 and more";"6.0";
"06.06.2020 08:20";"10.0";"744.1";"750.1";"76";"Wind blowing from the west";"10";"";"";"";"Broken clouds (60-90%) 630 m, overcast (100%) 810 m";"10.0 and more";"6.0";
"06.06.2020 07:50";"10.0";"744.1";"750.1";"71";"Wind blowing from the west-northwest";"10";"";"";"";"Overcast (100%) 660 m";"10.0 and more";"5.0";
"06.06.2020 07:20";"9.0";"744.0";"750.1";"76";"Wind blowing from the west-northwest";"11";"";"";"";"Broken clouds (60-90%) 660 m, overcast (100%) 780 m";"10.0 and more";"5.0";
"06.06.2020 06:50";"9.0";"744.0";"750.1";"76";"Wind blowing from the west-northwest";"10";"";"";"";"Overcast (100%) 690 m";"10.0 and more";"5.0";
"06.06.2020 06:20";"9.0";"744.7";"750.8";"71";"Wind blowing from the west-northwest";"10";"";"";"";"Broken clouds (60-90%) 750 m";"10.0 and more";"4.0";
"06.06.2020 05:50";"8.0";"744.7";"750.8";"76";"Wind blowing from the west-northwest";"9";"";"";"";"Broken clouds (60-90%) 780 m";"10.0 and more";"4.0";
"06.06.2020 05:20";"8.0";"744.7";"750.8";"76";"Wind blowing from the west-northwest";"8";"";"";"";"Scattered clouds (40-50%) 720 m";"10.0 and more";"4.0";
"06.06.2020 04:50";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"8";"13";"";"";"Scattered clouds (40-50%) 780 m, scattered clouds (40-50%) 930 m";"10.0 and more";"4.0";
"06.06.2020 04:20";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"7";"";"";"";"Scattered clouds (40-50%) 750 m, scattered clouds (40-50%) 990 m";"10.0 and more";"4.0";
"06.06.2020 03:50";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"8";"";"";"";"Few clouds (10-30%) 1020 m";"10.0 and more";"4.0";
"06.06.2020 03:20";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"06.06.2020 02:50";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"06.06.2020 02:20";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"06.06.2020 01:50";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"7";"";"";"";"Few clouds (10-30%) 840 m";"10.0 and more";"4.0";
"06.06.2020 01:20";"7.0";"744.7";"750.8";"81";"Wind blowing from the west-northwest";"7";"";"";"";"Few clouds (10-30%) 960 m";"10.0 and more";"4.0";
"06.06.2020 00:50";"6.0";"745.5";"751.6";"87";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"06.06.2020 00:20";"6.0";"745.5";"751.6";"87";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.06.2020 23:50";"7.0";"745.5";"751.6";"81";"Wind blowing from the north-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.06.2020 23:20";"7.0";"744.7";"750.8";"87";"Wind blowing from the north-west";"6";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"5.0";
"05.06.2020 22:50";"7.0";"744.7";"750.8";"87";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"05.06.2020 22:20";"7.0";"744.7";"750.8";"93";"Wind blowing from the north-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"05.06.2020 21:50";"8.0";"744.7";"750.8";"87";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"05.06.2020 21:20";"8.0";"744.7";"750.8";"87";"Wind blowing from the north-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"05.06.2020 20:50";"8.0";"744.7";"750.8";"93";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"05.06.2020 20:20";"9.0";"744.0";"750.1";"87";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"05.06.2020 19:50";"9.0";"744.0";"750.1";"94";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"05.06.2020 19:20";"9.0";"744.0";"750.1";"94";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 1440 m";"10.0 and more";"8.0";
"05.06.2020 18:50";"9.0";"744.0";"750.1";"94";"Wind blowing from the north";"4";"";"";"";"Scattered clouds (40-50%) 1290 m, broken clouds (60-90%) 1470 m, cumulonimbus clouds";"10.0 and more";"8.0";
"05.06.2020 18:20";"9.0";"744.7";"750.8";"94";"Wind blowing from the north-northwest";"6";"";"In the vicinity shower(s)";"Shower(s), small hail and/or snow pellets, shower(s), rain";"Few clouds (10-30%) 420 m, cumulonimbus clouds , scattered clouds (40-50%) 690 m, broken clouds (60-90%) 1080 m";"10.0 and more";"8.0";
"05.06.2020 17:50";"12.0";"744.1";"750.1";"72";"Wind blowing from the west-northwest";"8";"";"In the vicinity shower(s)";"";"Broken clouds (60-90%) 1320 m, cumulonimbus clouds";"10.0 and more";"7.0";
"05.06.2020 17:20";"13.0";"744.1";"750.1";"67";"Wind blowing from the west";"8";"";"Light shower(s), rain";"";"Scattered clouds (40-50%) 750 m, cumulonimbus clouds";"10.0 and more";"7.0";
"05.06.2020 16:50";"14.0";"744.1";"750.1";"67";"Wind blowing from the west";"8";"";"";"";"Few clouds (10-30%) 990 m";"10.0 and more";"8.0";
"05.06.2020 16:20";"15.0";"743.4";"749.3";"42";"Wind blowing from the west-northwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"05.06.2020 15:50";"16.0";"743.4";"749.3";"39";"Wind blowing from the west-northwest";"9";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"05.06.2020 15:20";"16.0";"744.2";"750.1";"39";"Wind blowing from the north-west";"9";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"05.06.2020 14:50";"15.0";"744.2";"750.1";"45";"Wind blowing from the north-west";"9";"14";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"3.0";
"05.06.2020 14:20";"16.0";"744.2";"750.1";"45";"Wind blowing from the west-northwest";"9";"";"";"";"Scattered clouds (40-50%) 1440 m";"10.0 and more";"4.0";
"05.06.2020 13:50";"16.0";"744.2";"750.1";"42";"Wind blowing from the west-northwest";"9";"";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"3.0";
"05.06.2020 13:20";"16.0";"743.4";"749.3";"42";"Wind blowing from the north-west";"9";"";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"3.0";
"05.06.2020 12:50";"16.0";"743.4";"749.3";"45";"Wind blowing from the north-west";"9";"";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"4.0";
"05.06.2020 12:20";"17.0";"743.4";"749.3";"42";"Wind blowing from the west-northwest";"9";"14";"";"";"Few clouds (10-30%) 1410 m";"10.0 and more";"4.0";
"05.06.2020 11:50";"15.0";"743.4";"749.3";"59";"Wind blowing from the west-northwest";"8";"";"";"";"Few clouds (10-30%) 1020 m, broken clouds (60-90%) 1230 m";"10.0 and more";"7.0";
"05.06.2020 11:20";"14.0";"743.4";"749.3";"59";"Wind blowing from the west-northwest";"8";"";"";"";"Scattered clouds (40-50%) 1020 m, broken clouds (60-90%) 1410 m";"10.0 and more";"6.0";
"05.06.2020 10:50";"14.0";"743.4";"749.3";"63";"Wind blowing from the north-west";"8";"";"";"";"Few clouds (10-30%) 780 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 1230 m";"10.0 and more";"7.0";
"05.06.2020 10:20";"14.0";"743.4";"749.3";"63";"Wind blowing from the west-northwest";"9";"";"";"";"Broken clouds (60-90%) 1410 m";"10.0 and more";"7.0";
"05.06.2020 09:50";"13.0";"743.3";"749.3";"63";"Wind blowing from the north-west";"7";"";"";"";"Broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1290 m";"10.0 and more";"6.0";
"05.06.2020 09:20";"14.0";"743.4";"749.3";"59";"Wind blowing from the north-west";"8";"";"";"";"Broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1320 m";"10.0 and more";"6.0";
"05.06.2020 08:50";"14.0";"743.4";"749.3";"59";"Wind blowing from the west-northwest";"8";"";"";"";"Scattered clouds (40-50%) 1290 m";"10.0 and more";"6.0";
"05.06.2020 08:20";"12.0";"743.3";"749.3";"67";"Wind blowing from the west-northwest";"7";"";"";"";"Broken clouds (60-90%) 930 m, broken clouds (60-90%) 1380 m";"10.0 and more";"6.0";
"05.06.2020 07:50";"12.0";"743.3";"749.3";"72";"Wind blowing from the west-northwest";"8";"";"";"";"Scattered clouds (40-50%) 840 m, broken clouds (60-90%) 990 m, broken clouds (60-90%) 1200 m";"10.0 and more";"7.0";
"05.06.2020 07:20";"12.0";"743.3";"749.3";"72";"Wind blowing from the west-northwest";"8";"";"";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1440 m";"10.0 and more";"7.0";
"05.06.2020 06:50";"11.0";"743.3";"749.3";"77";"Wind blowing from the west-northwest";"8";"";"";"";"Scattered clouds (40-50%) 990 m, broken clouds (60-90%) 1200 m";"10.0 and more";"7.0";
"05.06.2020 06:20";"11.0";"743.3";"749.3";"77";"Wind blowing from the west-northwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"05.06.2020 05:50";"11.0";"743.3";"749.3";"77";"Wind blowing from the west-northwest";"7";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"05.06.2020 05:20";"10.0";"743.3";"749.3";"82";"Wind blowing from the north-west";"8";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"05.06.2020 04:50";"10.0";"742.5";"748.5";"88";"Wind blowing from the north-west";"7";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"05.06.2020 04:20";"10.0";"743.3";"749.3";"88";"Wind blowing from the north-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"05.06.2020 03:50";"10.0";"743.3";"749.3";"94";"Wind blowing from the north-west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"05.06.2020 03:20";"10.0";"743.3";"749.3";"94";"Wind blowing from the west-northwest";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"05.06.2020 02:50";"10.0";"743.3";"749.3";"94";"Wind blowing from the north-west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"05.06.2020 02:20";"10.0";"743.3";"749.3";"100";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"05.06.2020 01:50";"11.0";"743.3";"749.3";"100";"Wind blowing from the west-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"05.06.2020 01:20";"12.0";"743.3";"749.3";"94";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"05.06.2020 00:50";"12.0";"743.3";"749.3";"100";"Wind blowing from the west-northwest";"5";"";"";"";"Few clouds (10-30%) 390 m";"10.0 and more";"12.0";
"05.06.2020 00:20";"13.0";"744.1";"750.1";"94";"Wind blowing from the west-northwest";"6";"";"";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 660 m";"10.0 and more";"12.0";
"04.06.2020 23:50";"13.0";"744.1";"750.1";"94";"Wind blowing from the west-northwest";"5";"";"";"";"Broken clouds (60-90%) 210 m, broken clouds (60-90%) 390 m, overcast (100%) 810 m";"10.0 and more";"12.0";
"04.06.2020 23:20";"12.0";"744.1";"750.1";"100";"Wind blowing from the north-west";"4";"";"";"";"Broken clouds (60-90%) 210 m, overcast (100%) 630 m";"10.0 and more";"12.0";
"04.06.2020 22:50";"12.0";"744.1";"750.1";"100";"Wind blowing from the west-northwest";"5";"";"";"";"Broken clouds (60-90%) 270 m";"10.0 and more";"12.0";
"04.06.2020 22:20";"12.0";"744.8";"750.8";"94";"Wind blowing from the west-northwest";"4";"";"";"";"Few clouds (10-30%) 240 m";"10.0 and more";"11.0";
"04.06.2020 21:50";"12.0";"744.8";"750.8";"100";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 1080 m, broken clouds (60-90%) 1380 m, cumulus congestus of great vertical extent";"10.0 and more";"12.0";
"04.06.2020 21:20";"12.0";"745.6";"751.6";"100";"Wind blowing from the west-northwest";"6";"";"Light rain";"";"Broken clouds (60-90%) 150 m, broken clouds (60-90%) 270 m, overcast (100%) 780 m";"10.0 and more";"12.0";
"04.06.2020 20:50";"12.0";"745.6";"751.6";"100";"Wind blowing from the west";"5";"";"Light rain";"";"Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 360 m, overcast (100%) 600 m";"10.0 and more";"12.0";
"04.06.2020 20:20";"12.0";"745.6";"751.6";"94";"Wind blowing from the west";"5";"";"Light rain";"";"Overcast (100%) 240 m";"10.0 and more";"11.0";
"04.06.2020 19:50";"12.0";"745.6";"751.6";"94";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 300 m, broken clouds (60-90%) 390 m, overcast (100%) 930 m";"10.0 and more";"11.0";
"04.06.2020 18:50";"12.0";"746.3";"752.3";"88";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 330 m, overcast (100%) 660 m";"10.0 and more";"10.0";
"04.06.2020 18:20";"12.0";"746.3";"752.3";"88";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 420 m, overcast (100%) 690 m";"10.0 and more";"10.0";
"04.06.2020 17:50";"12.0";"746.3";"752.3";"82";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 420 m, broken clouds (60-90%) 810 m, overcast (100%) 1050 m";"10.0 and more";"9.0";
"04.06.2020 17:20";"13.0";"746.3";"752.3";"82";"Wind blowing from the west";"8";"";"";"";"Broken clouds (60-90%) 420 m, broken clouds (60-90%) 750 m, overcast (100%) 960 m";"10.0 and more";"10.0";
"04.06.2020 16:50";"12.0";"746.3";"752.3";"82";"Wind blowing from the west";"8";"";"";"";"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 780 m, overcast (100%) 930 m";"10.0 and more";"9.0";
"04.06.2020 16:20";"13.0";"747.1";"753.1";"82";"Wind blowing from the west";"7";"";"";"";"Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 570 m, overcast (100%) 870 m";"10.0 and more";"10.0";
"04.06.2020 15:50";"12.0";"747.1";"753.1";"82";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 690 m, overcast (100%) 960 m";"10.0 and more";"9.0";
"04.06.2020 15:20";"13.0";"747.1";"753.1";"77";"Wind blowing from the west-northwest";"7";"";"";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 840 m, overcast (100%) 1020 m";"10.0 and more";"9.0";
"04.06.2020 14:50";"13.0";"747.1";"753.1";"72";"Wind blowing from the west-northwest";"8";"";"";"";"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 900 m";"10.0 and more";"8.0";
"04.06.2020 14:20";"14.0";"747.1";"753.1";"63";"Wind blowing from the west-northwest";"7";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1110 m";"10.0 and more";"7.0";
"04.06.2020 13:50";"15.0";"747.1";"753.1";"59";"Wind blowing from the west-northwest";"8";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"04.06.2020 13:20";"14.0";"747.9";"753.9";"59";"Wind blowing from the west-northwest";"8";"";"";"";"Overcast (100%) 1260 m";"10.0 and more";"6.0";
"04.06.2020 12:50";"14.0";"747.9";"753.9";"67";"Wind blowing from the west";"8";"";"";"";"Scattered clouds (40-50%) 1170 m";"10.0 and more";"8.0";
"04.06.2020 12:20";"15.0";"747.9";"753.9";"59";"Wind blowing from the west";"8";"";"";"";"Scattered clouds (40-50%) 1170 m";"10.0 and more";"7.0";
"04.06.2020 11:50";"15.0";"747.9";"753.9";"59";"Wind blowing from the west-northwest";"7";"";"";"";"Scattered clouds (40-50%) 1050 m";"10.0 and more";"7.0";
"04.06.2020 11:20";"15.0";"747.9";"753.9";"59";"Wind blowing from the west-northwest";"7";"";"";"";"Scattered clouds (40-50%) 840 m";"10.0 and more";"7.0";
"04.06.2020 10:50";"15.0";"748.6";"754.6";"63";"Wind blowing from the north-west";"5";"";"";"";"Scattered clouds (40-50%) 840 m";"10.0 and more";"8.0";
"04.06.2020 10:20";"14.0";"748.6";"754.6";"67";"Wind blowing from the north-west";"6";"";"";"";"Few clouds (10-30%) 840 m";"10.0 and more";"8.0";
"04.06.2020 09:50";"14.0";"748.6";"754.6";"67";"Wind blowing from the north-west";"5";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"8.0";
"04.06.2020 09:20";"13.0";"748.6";"754.6";"72";"Wind blowing from the north-west";"5";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"8.0";
"04.06.2020 08:50";"12.0";"749.4";"755.4";"72";"Wind blowing from the north-west";"5";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"7.0";
"04.06.2020 08:20";"12.0";"749.4";"755.4";"77";"Wind blowing from the north-northwest";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"8.0";
"04.06.2020 07:50";"11.0";"749.3";"755.4";"77";"Wind blowing from the north-northwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"04.06.2020 07:20";"11.0";"749.3";"755.4";"77";"Wind blowing from the north-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"04.06.2020 06:50";"10.0";"749.3";"755.4";"82";"Wind blowing from the north-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"04.06.2020 06:20";"11.0";"749.3";"755.4";"77";"Wind blowing from the north";"5";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"04.06.2020 05:50";"10.0";"749.3";"755.4";"82";"Wind blowing from the north";"4";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
