"# Weather station Shoreham-by-Sea (airport), UK, WMO_ID=3876,selection from 05.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3876&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Shoreham-by-Sea (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.06.2020 00:00,14.7,758.5,758.7,-0.5,74,Wind blowing from the south-west,9,14,14,, ,,,,,,,,,,,10.1,No precipitation,6,,,,
28.06.2020 23:00,14.8,758.7,758.9,-0.1,77,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,10.8,,,,,,
28.06.2020 22:00,14.8,758.9,759.1,0.0,75,Wind blowing from the west-southwest,8,,15,, ,,,,,,,,,,,10.4,,,,,,
28.06.2020 21:00,14.9,759.0,759.1,0.0,77,Wind blowing from the west-southwest,9,,15,, ,,,,,,,,,,,10.8,,,,,,
28.06.2020 20:00,15.0,758.8,759.1,-0.3,74,Wind blowing from the west-southwest,10,,16,, ,,,,,,,,,,,10.4,,,,,,
28.06.2020 19:00,15.4,758.9,759.1,-0.3,70,Wind blowing from the west-southwest,10,16,16,, ,,,,,,,,,,,10.0,,,,,,
28.06.2020 18:00,16.4,759.0,759.1,-0.4,70,Wind blowing from the south-west,11,16,16,, ,,,,18.9,,,,,,,10.9,0.2,12,,,,
28.06.2020 17:00,17.2,759.1,759.3,-0.3,68,Wind blowing from the south-west,10,15,18,, ,,,,,,,,,,,11.1,,,,,,
28.06.2020 16:00,17.6,759.2,759.4,-0.2,65,Wind blowing from the south-west,12,18,18,, ,,,,,,,,,,,11.0,,,,,,
28.06.2020 15:00,17.7,759.4,759.6,0.0,65,Wind blowing from the south-west,12,,17,, ,,,,,,,,,,,11.1,,,,,,
28.06.2020 14:00,18.3,759.4,759.7,0.1,70,Wind blowing from the south-west,12,,18,, ,,,,,,,,,,,12.6,,,,,,
28.06.2020 13:00,18.6,759.4,759.6,0.2,63,Wind blowing from the south-west,12,18,18,, ,,,,,,,,,,,11.4,,,,,,
28.06.2020 12:00,18.2,759.4,759.6,0.4,69,Wind blowing from the south-west,11,,18,, ,,,,,,,,,,,12.4,0.2,6,,,,
28.06.2020 11:00,18.1,759.3,759.5,0.6,69,Wind blowing from the south-west,11,16,17,, ,,,,,,,,,,,12.2,,,,,,
28.06.2020 10:00,17.7,759.2,759.4,1.0,67,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,11.5,,,,,,
28.06.2020 09:00,16.3,759.0,759.1,1.3,75,Wind blowing from the west-southwest,9,14,14,, ,,,,,,,,,,,11.9,,,,,,
28.06.2020 08:00,15.6,758.7,758.8,1.4,73,Wind blowing from the west-southwest,9,,13,, ,,,,,,,,,,,10.7,,,,,,
28.06.2020 07:00,15.4,758.2,758.5,1.1,76,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,11.1,,,,,,
28.06.2020 06:00,13.4,757.7,757.9,1.0,85,Wind blowing from the west-southwest,8,,13,, ,,,13.1,,,,,,,,10.9,1,12,,,,
28.06.2020 05:00,13.9,757.3,757.4,0.8,81,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,10.6,,,,,,
28.06.2020 04:00,13.1,757.1,757.3,0.8,77,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,9.2,,,,,,
28.06.2020 03:00,13.4,756.7,757.0,0.5,75,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,9.0,,,,,,
28.06.2020 02:00,14.3,756.5,756.7,0.4,74,Wind blowing from the west-southwest,9,,15,, ,,,,,,,,,,,9.6,,,,,,
28.06.2020 01:00,14.7,756.3,756.5,0.2,78,Wind blowing from the south-west,11,17,17,, ,,,,,,,,,,,10.9,,,,,,
28.06.2020 00:00,14.8,756.2,756.4,,84,Wind blowing from the south-west,11,,32,, ,,,,,,,,,,,12.1,0.4,6,,,,
27.06.2020 23:00,15.0,756.1,756.3,0.5,83,Wind blowing from the south-west,11,,17,, ,,,,,,,,,,,12.1,,,,,,
27.06.2020 22:00,15.4,756.1,756.2,0.8,79,Wind blowing from the south-west,11,16,17,, ,,,,,,,,,,,11.8,,,,,,
27.06.2020 21:00,15.7,755.7,755.8,0.5,77,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,11.7,,,,,,
27.06.2020 20:00,15.7,755.6,755.8,0.5,77,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,11.7,,,,,,
27.06.2020 19:00,16.0,755.3,755.5,0.3,78,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,12.2,,,,,,
27.06.2020 18:00,16.5,755.2,755.4,0.5,81,Wind blowing from the south-west,10,16,17,, ,,,,18.6,,,,,,,13.2,0.8,12,,,,
27.06.2020 17:00,17.3,755.1,755.2,0.5,80,Wind blowing from the south-west,11,,17,, ,,,,,,,,,,,13.7,,,,,,
27.06.2020 16:00,16.8,755.0,755.2,0.4,83,Wind blowing from the south-west,11,,18,, ,,,,,,,,,,,13.8,,,,,,
27.06.2020 15:00,17.3,754.7,754.9,0.7,80,Wind blowing from the south-west,12,17,18,, ,,,,,,,,,,,13.8,,,,,,
27.06.2020 14:00,18.0,754.6,754.8,0.6,77,Wind blowing from the south-west,11,17,17,, ,,,,,,,,,,,13.9,,,,,,
27.06.2020 13:00,17.4,754.6,754.7,0.6,80,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,13.9,,,,,,
27.06.2020 12:00,17.2,754.0,754.1,-0.3,94,Wind blowing from the south-southwest,11,,16,, ,,,,,,,,,,,16.3,0.8,6,,,,
27.06.2020 11:00,17.0,754.0,754.3,-0.5,92,Wind blowing from the south,11,,15,, ,,,,,,,,,,,15.6,,,,,,
27.06.2020 10:00,16.5,754.0,754.2,-0.6,93,Wind blowing from the south,9,14,14,, ,,,,,,,,,,,15.4,,,,,,
27.06.2020 09:00,17.0,754.3,754.5,-0.1,88,Wind blowing from the south,8,,13,, ,,,,,,,,,,,15.0,,,,,,
27.06.2020 08:00,16.8,754.5,754.7,-0.3,89,Wind blowing from the south,8,,13,, ,,,,,,,,,,,14.9,,,,,,
27.06.2020 07:00,16.0,754.6,754.8,-0.6,92,Wind blowing from the south,7,,,, ,,,,,,,,,,,14.7,,,,,,
27.06.2020 06:00,15.4,754.4,754.6,-0.9,95,Wind blowing from the south,7,,,, ,,,14.9,,,,,,,,14.6,2,12,,,,
27.06.2020 05:00,15.3,754.8,754.9,-1.1,97,Wind blowing from the south,7,,,, ,,,,,,,,,,,14.8,,,,,,
27.06.2020 04:00,16.6,755.2,755.4,-1.2,87,Wind blowing from the south,7,,,, ,,,,,,,,,,,14.4,,,,,,
27.06.2020 03:00,16.4,755.3,755.5,-1.1,93,Wind blowing from the south,6,,,, ,,,,,,,,,,,15.3,,,,,,
27.06.2020 02:00,15.9,755.9,756.1,-0.7,94,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,14.9,,,,,,
27.06.2020 01:00,15.5,756.4,756.7,-0.7,93,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,14.4,,,,,,
27.06.2020 00:00,14.9,756.4,756.6,-0.6,94,Wind blowing from the south,4,,,, ,,,,,,,,,,,13.9,No precipitation,6,,,,
26.06.2020 23:00,15.2,756.6,756.7,-0.3,93,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,14.0,,,,,,
26.06.2020 22:00,15.9,757.1,757.3,0.1,89,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,14.1,,,,,,
26.06.2020 21:00,15.4,757.0,757.2,-0.2,88,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,13.4,,,,,,
26.06.2020 20:00,16.4,756.9,757.0,-0.3,84,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,13.6,,,,,,
26.06.2020 19:00,17.1,757.0,757.2,-0.2,83,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,14.2,,,,,,
26.06.2020 18:00,17.4,757.2,757.3,-0.7,86,Wind blowing from the west-southwest,7,,,, ,,,,22.2,,,,,,,15.1,0.2,12,,,,
26.06.2020 17:00,17.2,757.2,757.4,-0.9,83,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,14.2,,,,,,
26.06.2020 16:00,19.3,757.2,757.3,-0.7,76,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,14.9,,,,,,
26.06.2020 15:00,18.7,757.9,758.1,0.2,78,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,14.7,,,,,,
26.06.2020 14:00,18.5,758.1,758.3,0.5,77,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,14.4,,,,,,
26.06.2020 13:00,19.0,757.9,758.1,0.4,79,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,15.2,,,,,,
26.06.2020 12:00,19.5,757.7,757.9,0.4,84,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,16.8,No precipitation,6,,,,
26.06.2020 11:00,19.6,757.6,757.7,0.3,85,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,16.9,,,,,,
26.06.2020 10:00,20.3,757.5,757.6,0.3,80,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,16.7,,,,,,
26.06.2020 09:00,21.7,757.3,757.6,0.1,76,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,17.3,,,,,,
26.06.2020 08:00,21.0,757.3,757.5,0.1,74,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.2,,,,,,
26.06.2020 07:00,22.0,757.2,757.3,0.2,75,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,17.3,,,,,,
26.06.2020 06:00,20.3,757.2,757.3,0.2,84,Wind blowing from the east,1,,,, ,,,17.6,,,,,,,,17.4,0.2,12,,,,
26.06.2020 05:00,17.9,757.2,757.4,0.6,87,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.6,,,,,,
26.06.2020 04:00,17.6,757.0,757.3,-0.6,90,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.9,,,,,,
26.06.2020 03:00,18.6,757.0,757.1,-1.8,83,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,15.6,,,,,,
26.06.2020 02:00,19.5,756.6,756.7,-1.7,75,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.9,,,,,,
26.06.2020 01:00,18.9,757.6,757.8,-1.0,81,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.5,,,,,,
26.06.2020 00:00,20.8,758.8,758.9,,65,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,13.9,No precipitation,6,,,,
25.06.2020 23:00,22.2,758.3,758.5,-0.2,58,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.6,,,,,,
25.06.2020 22:00,22.3,758.6,758.8,-0.1,57,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.4,,,,,,
25.06.2020 21:00,23.3,758.5,758.8,-0.6,54,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,13.4,,,,,,
25.06.2020 20:00,25.7,758.5,758.7,-0.8,43,Wind blowing from the east,5,,,, ,,,,,,,,,,,12.3,,,,,,
25.06.2020 19:00,27.4,758.7,758.8,-1.1,39,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,12.4,,,,,,
25.06.2020 18:00,27.3,759.1,759.2,-1.1,43,Wind blowing from the east-southeast,4,,,, ,,,,29.5,,,,,,,13.7,No precipitation,12,,,,
25.06.2020 17:00,27.3,759.3,759.4,-1.3,43,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,13.6,,,,,,
25.06.2020 16:00,27.8,759.8,760.0,-1.1,42,Wind blowing from the east-southeast,7,,,, ,,,,,,,,,,,13.8,,,,,,
25.06.2020 15:00,27.2,760.2,760.4,-1.0,46,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,14.7,,,,,,
25.06.2020 14:00,28.9,760.6,760.8,-0.8,38,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,13.1,,,,,,
25.06.2020 13:00,28.6,760.9,761.1,-0.6,38,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,12.8,,,,,,
25.06.2020 12:00,27.6,761.2,761.3,-0.5,45,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,14.6,No precipitation,6,,,,
25.06.2020 11:00,26.4,761.4,761.6,-0.4,47,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,14.1,,,,,,
25.06.2020 10:00,27.7,761.5,761.8,-0.3,37,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,11.9,,,,,,
25.06.2020 09:00,26.6,761.7,761.9,0.0,47,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,14.2,,,,,,
25.06.2020 08:00,26.5,761.8,762.0,-0.1,43,Wind blowing from the east,4,,,, ,,,,,,,,,,,12.9,,,,,,
25.06.2020 07:00,24.8,761.8,761.9,-0.3,60,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.4,,,,,,
25.06.2020 06:00,20.9,761.7,761.8,-0.4,69,Wind blowing from the north-northeast,2,,,, ,,,18.1,,,,,,,,15.0,No precipitation,12,,,,
25.06.2020 05:00,19.5,761.9,762.1,-0.4,72,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.3,,,,,,
25.06.2020 04:00,19.9,762.1,762.3,-0.6,67,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,13.5,,,,,,
25.06.2020 03:00,21.2,762.1,762.3,-0.9,62,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,13.6,,,,,,
25.06.2020 02:00,21.3,762.3,762.4,-0.9,62,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,13.6,,,,,,
25.06.2020 01:00,21.6,762.7,762.9,-0.4,61,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,13.7,,,,,,
25.06.2020 00:00,20.8,758.8,758.9,-4.4,65,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,13.9,No precipitation,6,,,,
24.06.2020 23:00,22.8,763.2,763.4,0.2,56,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,13.5,,,,,,
24.06.2020 22:00,23.7,763.1,763.3,0.2,53,Wind blowing from the east-northeast,6,,,, ,,,,,,,,,,,13.6,,,,,,
24.06.2020 21:00,23.6,763.2,763.3,0.2,56,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,14.4,,,,,,
24.06.2020 20:00,25.6,763.0,763.2,-0.2,49,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,14.2,,,,,,
24.06.2020 19:00,27.9,762.9,763.0,-0.5,44,Wind blowing from the east,5,,,, ,,,,,,,,,,,14.6,,,,,,
24.06.2020 18:00,28.3,763.0,763.2,-0.7,43,Wind blowing from the east-southeast,4,,,, ,,,,28.8,,,,,,,14.5,No precipitation,12,,,,
24.06.2020 17:00,27.8,763.2,763.3,-0.7,44,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,14.5,,,,,,
24.06.2020 16:00,28.3,763.4,763.6,-0.7,44,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,14.9,,,,,,
24.06.2020 15:00,28.5,763.7,763.9,-0.8,40,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,13.7,,,,,,
24.06.2020 14:00,28.7,763.9,764.0,-0.8,39,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,13.2,,,,,,
24.06.2020 13:00,27.7,764.1,764.2,-0.6,42,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,13.6,,,,,,
24.06.2020 12:00,26.3,764.5,764.6,-0.3,46,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,13.6,No precipitation,6,,,,
24.06.2020 11:00,27.2,764.7,764.9,-0.3,42,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,13.0,,,,,,
24.06.2020 10:00,26.0,764.7,764.9,-0.4,50,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,14.8,,,,,,
24.06.2020 09:00,24.9,764.8,765.0,-0.3,57,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,15.7,,,,,,
24.06.2020 08:00,24.5,765.0,765.1,-0.1,53,Wind blowing from the east,4,,,, ,,,,,,,,,,,14.4,,,,,,
24.06.2020 07:00,20.4,765.1,765.3,0.1,72,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.2,,,,,,
24.06.2020 06:00,17.4,765.1,765.2,-0.2,79,Wind blowing from the north,3,,,, ,,,14.5,,,,,,,,13.6,No precipitation,12,,,,
24.06.2020 05:00,15.3,765.1,765.2,-0.4,85,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.8,,,,,,
24.06.2020 04:00,14.9,765.0,765.2,-0.8,81,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.6,,,,,,
24.06.2020 03:00,15.9,765.3,765.4,-0.7,77,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.8,,,,,,
24.06.2020 02:00,16.7,765.5,765.7,-0.5,75,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.2,,,,,,
24.06.2020 01:00,16.0,765.8,766.0,-0.4,76,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.8,,,,,,
24.06.2020 00:00,17.7,766.0,766.1,,69,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,11.9,No precipitation,6,,,,
23.06.2020 23:00,18.9,766.0,766.2,-0.1,67,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,12.5,,,,,,
23.06.2020 22:00,19.5,766.2,766.3,0.0,68,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,13.5,,,,,,
23.06.2020 21:00,17.7,766.2,766.3,-0.3,74,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.0,,,,,,
23.06.2020 20:00,19.2,766.1,766.3,-0.5,68,Wind blowing from the south,1,,,, ,,,,,,,,,,,13.2,,,,,,
23.06.2020 19:00,22.0,766.2,766.3,-0.9,49,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,10.7,,,,,,
23.06.2020 18:00,23.7,766.5,766.6,-1.1,44,Wind blowing from the east-southeast,3,,,, ,,,,24.2,,,,,,,10.8,No precipitation,12,,,,
23.06.2020 17:00,24.1,766.6,766.9,-1.4,44,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,11.1,,,,,,
23.06.2020 16:00,22.4,767.1,767.2,-1.0,55,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,12.9,,,,,,
23.06.2020 15:00,21.7,767.6,767.8,-0.8,62,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,14.0,,,,,,
23.06.2020 14:00,21.3,768.0,768.1,-0.5,63,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,13.9,,,,,,
23.06.2020 13:00,20.7,768.1,768.3,-0.4,61,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,12.9,,,,,,
23.06.2020 12:00,20.3,768.4,768.5,-0.3,66,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,13.7,No precipitation,6,,,,
23.06.2020 11:00,19.9,768.5,768.7,-0.2,61,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,12.1,,,,,,
23.06.2020 10:00,20.3,768.5,768.7,0.0,63,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,12.9,,,,,,
23.06.2020 09:00,19.9,768.7,768.9,0.3,59,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,11.5,,,,,,
23.06.2020 08:00,19.2,768.7,768.9,0.4,59,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,11.0,,,,,,
23.06.2020 07:00,18.4,768.5,768.7,0.4,65,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,11.7,,,,,,
23.06.2020 06:00,16.1,768.4,768.5,0.3,83,Wind blowing from the north-northeast,1,,,, ,,,9.4,,,,,,,,13.1,No precipitation,12,,,,
23.06.2020 05:00,12.3,768.3,768.4,-0.1,94,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.4,,,,,,
23.06.2020 04:00,11.1,768.1,768.3,-0.4,88,Wind blowing from the east,2,,,, ,,,,,,,,,,,9.1,,,,,,
23.06.2020 03:00,13.6,768.1,768.3,-0.6,82,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,10.6,,,,,,
23.06.2020 02:00,13.4,768.4,768.5,-0.4,83,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,10.5,,,,,,
23.06.2020 01:00,13.0,768.5,768.7,-0.4,97,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,12.6,,,,,,
23.06.2020 00:00,17.7,766.0,766.1,-2.7,69,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,11.9,No precipitation,6,,,,
22.06.2020 23:00,10.4,768.8,769.0,0.3,92,Wind blowing from the south,1,,,, ,,,,,,,,,,,9.1,,,,,,
22.06.2020 22:00,12.1,768.9,769.0,0.2,89,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,10.3,,,,,,
22.06.2020 21:00,13.9,768.7,769.0,-0.2,86,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.5,,,,,,
22.06.2020 20:00,14.7,768.5,768.7,-0.6,81,Wind blowing from the south,3,,,, ,,,,,,,,,,,11.5,,,,,,
22.06.2020 19:00,15.8,768.7,768.8,-0.6,80,Wind blowing from the south,4,,,, ,,,,,,,,,,,12.3,,,,,,
22.06.2020 18:00,16.7,768.9,769.0,-0.7,80,Wind blowing from the south,4,,,, ,,,,18.9,,,,,,,13.2,No precipitation,12,,,,
22.06.2020 17:00,17.2,769.1,769.3,-0.7,78,Wind blowing from the south,5,,,, ,,,,,,,,,,,13.3,,,,,,
22.06.2020 16:00,17.2,769.3,769.5,-0.8,77,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,13.2,,,,,,
22.06.2020 15:00,18.0,769.6,769.8,-0.6,75,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,13.4,,,,,,
22.06.2020 14:00,18.0,769.8,770.0,-0.4,72,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,12.9,,,,,,
22.06.2020 13:00,18.5,770.1,770.2,0.2,71,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,13.0,,,,,,
22.06.2020 12:00,18.7,770.2,770.4,0.3,71,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,13.2,No precipitation,6,,,,
22.06.2020 11:00,17.9,770.2,770.3,0.6,69,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,12.2,,,,,,
22.06.2020 10:00,17.7,769.9,770.1,0.4,68,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,11.7,,,,,,
22.06.2020 09:00,17.5,769.9,770.0,0.9,73,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,12.6,,,,,,
22.06.2020 08:00,16.6,769.6,769.8,0.8,74,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,12.0,,,,,,
22.06.2020 07:00,15.7,769.5,769.6,0.8,76,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.5,,,,,,
22.06.2020 06:00,12.9,769.0,769.3,0.6,100,"Calm, no wind",0,,,, ,,,5.6,,,,,,,,12.9,No precipitation,12,,,,
22.06.2020 05:00,7.4,768.8,769.0,0.5,98,Wind blowing from the north,1,,,, ,,,,,,,,,,,7.1,,,,,,
22.06.2020 04:00,6.0,768.7,768.8,0.6,97,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,5.5,,,,,,
22.06.2020 03:00,6.7,768.4,768.7,0.6,95,Wind blowing from the north,1,,,, ,,,,,,,,,,,6.0,,,,,,
22.06.2020 02:00,7.4,768.3,768.4,0.7,95,Wind blowing from the north,1,,,, ,,,,,,,,,,,6.7,,,,,,
22.06.2020 01:00,9.3,768.1,768.3,1.2,94,Wind blowing from the west,1,,,, ,,,,,,,,,,,8.3,,,,,,
22.06.2020 00:00,9.3,767.8,768.1,,93,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,8.2,No precipitation,6,,,,
21.06.2020 23:00,11.5,767.6,767.8,1.9,91,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,10.1,,,,,,
21.06.2020 22:00,13.5,766.9,767.2,1.7,90,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,11.8,,,,,,
21.06.2020 21:00,14.8,766.4,766.6,1.6,85,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,12.3,,,,,,
21.06.2020 20:00,15.7,765.7,765.8,1.2,82,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,12.7,,,,,,
21.06.2020 19:00,16.6,765.2,765.4,1.1,79,Wind blowing from the west-southwest,8,,14,, ,,,,,,,,,,,12.9,,,,,,
21.06.2020 18:00,16.8,764.8,765.0,0.9,77,Wind blowing from the west-southwest,10,,15,, ,,,,19.3,,,,,,,12.8,1,12,,,,
21.06.2020 17:00,17.6,764.5,764.6,0.9,74,Wind blowing from the west-southwest,9,14,15,, ,,,,,,,,,,,12.9,,,,,,
21.06.2020 16:00,18.2,764.1,764.3,0.8,72,Wind blowing from the west-southwest,11,,15,, ,,,,,,,,,,,13.0,,,,,,
21.06.2020 15:00,18.7,763.9,764.1,0.9,71,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,13.3,,,,,,
21.06.2020 14:00,18.6,763.6,763.8,0.8,73,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,13.7,,,,,,
21.06.2020 13:00,18.6,763.3,763.5,0.9,73,Wind blowing from the south-west,10,,13,, ,,,,,,,,,,,13.7,,,,,,
21.06.2020 12:00,18.2,763.0,763.3,0.9,76,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,13.9,1,6,,,,
21.06.2020 11:00,18.6,762.8,763.0,0.8,79,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,14.9,,,,,,
21.06.2020 10:00,18.0,762.4,762.6,0.6,81,Wind blowing from the south-west,9,,,, ,,,,,,,,,,,14.7,,,,,,
21.06.2020 09:00,16.6,762.1,762.3,0.5,93,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,15.4,,,,,,
21.06.2020 08:00,15.1,762.0,762.1,0.2,97,Wind blowing from the south-southwest,9,,13,, ,,,,,,,,,,,14.7,,,,,,
21.06.2020 07:00,14.8,761.8,762.1,-0.3,97,Wind blowing from the south-southwest,9,,13,, ,,,,,,,,,,,14.3,,,,,,
21.06.2020 06:00,14.5,761.6,761.8,-0.6,94,Wind blowing from the south,9,,,, ,,,14.5,,,,,,,,13.6,0.6,12,,,,
21.06.2020 05:00,15.3,761.8,762.1,-0.6,85,Wind blowing from the south,6,,,, ,,,,,,,,,,,12.7,,,,,,
21.06.2020 04:00,15.4,762.1,762.2,-0.6,86,Wind blowing from the south,7,,,, ,,,,,,,,,,,13.1,,,,,,
21.06.2020 03:00,15.7,762.2,762.4,-0.8,86,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,13.4,,,,,,
21.06.2020 02:00,16.3,762.4,762.5,-1.0,83,Wind blowing from the south,6,,,, ,,,,,,,,,,,13.4,,,,,,
21.06.2020 01:00,16.0,762.7,762.8,-1.1,87,Wind blowing from the south,4,,,, ,,,,,,,,,,,13.9,,,,,,
