# Weather station Mumbles, UK, WMO_ID=3609,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3609&lang=en
#
"Local time in Mumbles";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.05.2020 16:00";"14.4";"760.1";"764.0";"-2.4";"78";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"21.05.2020 15:00";"15.2";"760.9";"764.7";"-1.7";"75";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"21.05.2020 14:00";"16.1";"761.9";"765.7";"-1.1";"77";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"21.05.2020 13:00";"16.0";"762.5";"766.4";"-0.8";"78";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"21.05.2020 12:00";"15.1";"762.6";"766.5";"-0.1";"83";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"No precipitation";"6";"";"";"";"";
"21.05.2020 11:00";"14.7";"763.0";"766.9";"0.8";"87";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"21.05.2020 10:00";"12.9";"763.3";"767.3";"1.2";"89";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"21.05.2020 09:00";"13.5";"762.7";"766.6";"0.8";"87";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"21.05.2020 08:00";"13.5";"762.2";"766.1";"0.7";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"21.05.2020 07:00";"12.9";"762.1";"766.0";"0.8";"92";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"21.05.2020 06:00";"12.3";"761.9";"765.9";"0.6";"96";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"11.6";"";"";"";"";"";"";"";"11.6";"1.0";"12";"";"";"";"";
"21.05.2020 05:00";"11.6";"761.5";"765.4";"0.0";"94";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"21.05.2020 04:00";"12.5";"761.3";"765.3";"0.4";"96";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"21.05.2020 03:00";"12.7";"761.3";"765.3";"0.2";"94";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"21.05.2020 02:00";"13.4";"761.5";"765.4";"0.6";"88";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"21.05.2020 01:00";"13.6";"760.9";"764.8";"0.0";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"21.05.2020 00:00";"14.3";"761.1";"765.0";"0.1";"74";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"20.05.2020 23:00";"14.3";"760.9";"764.8";"0.2";"71";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"20.05.2020 22:00";"15.2";"760.9";"764.8";"0.3";"65";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"20.05.2020 21:00";"14.6";"761.0";"764.9";"0.4";"71";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"20.05.2020 20:00";"17.6";"760.7";"764.5";"-0.2";"45";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"20.05.2020 19:00";"18.9";"760.6";"764.4";"-0.5";"44";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"20.05.2020 18:00";"20.5";"760.6";"764.5";"-0.6";"39";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"23.1";"";"";"";"";"";"";"6.0";"No precipitation";"12";"";"";"";"";
"20.05.2020 17:00";"21.9";"760.9";"764.6";"-0.6";"36";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"20.05.2020 16:00";"22.4";"761.1";"764.8";"-0.7";"33";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"20.05.2020 15:00";"21.5";"761.2";"765.1";"-1.1";"36";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"20.05.2020 14:00";"18.2";"761.5";"765.4";"-1.0";"61";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"20.05.2020 13:00";"16.1";"761.8";"765.7";"-1.0";"75";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"20.05.2020 12:00";"13.8";"762.3";"766.2";"-0.8";"84";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"20.05.2020 11:00";"12.9";"762.5";"766.4";"-0.8";"89";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"20.05.2020 10:00";"11.2";"762.8";"766.8";"-0.5";"92";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"20.05.2020 09:00";"11.3";"763.1";"767.0";"-0.2";"93";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"20.05.2020 08:00";"10.9";"763.3";"767.3";"0.1";"94";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"20.05.2020 07:00";"10.0";"763.3";"767.2";"-0.1";"94";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"20.05.2020 06:00";"9.9";"763.3";"767.2";"-0.4";"93";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"9.7";"";"";"";"";"";"";"";"8.8";"No precipitation";"12";"";"";"";"";
"20.05.2020 05:00";"9.7";"763.2";"767.1";"-0.4";"92";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"20.05.2020 04:00";"9.7";"763.4";"767.4";"-0.7";"90";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"20.05.2020 03:00";"10.0";"763.7";"767.7";"-0.8";"89";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"20.05.2020 02:00";"10.4";"763.6";"767.5";"-1.2";"88";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"20.05.2020 01:00";"10.7";"764.1";"768.1";"-1.0";"86";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"20.05.2020 00:00";"10.9";"764.5";"768.4";"-0.6";"86";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"No precipitation";"6";"";"";"";"";
"19.05.2020 23:00";"11.0";"764.8";"768.8";"0.0";"85";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"19.05.2020 22:00";"11.1";"765.1";"769.1";"0.3";"85";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"19.05.2020 21:00";"11.5";"765.1";"769.0";"0.0";"84";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"19.05.2020 20:00";"12.0";"764.8";"768.7";"-0.4";"84";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"19.05.2020 19:00";"12.4";"764.8";"768.7";"-0.7";"84";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"19.05.2020 18:00";"12.7";"765.1";"769.0";"-0.6";"83";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"13.7";"";"";"";"";"";"";"9.9";"No precipitation";"12";"";"";"";"";
"19.05.2020 17:00";"13.0";"765.2";"769.2";"-0.6";"83";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"19.05.2020 16:00";"13.0";"765.5";"769.4";"-0.3";"84";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"19.05.2020 15:00";"13.4";"765.7";"769.6";"-0.2";"82";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"19.05.2020 14:00";"13.4";"765.8";"769.7";"0.0";"80";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"19.05.2020 13:00";"13.3";"765.8";"769.8";"0.2";"80";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"19.05.2020 12:00";"13.2";"765.9";"769.8";"0.5";"83";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"No precipitation";"6";"";"";"";"";
"19.05.2020 11:00";"13.1";"765.8";"769.8";"0.3";"87";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"19.05.2020 10:00";"12.9";"765.6";"769.6";"0.2";"87";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"19.05.2020 09:00";"12.2";"765.4";"769.4";"0.2";"88";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"19.05.2020 08:00";"11.7";"765.5";"769.4";"0.4";"94";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"19.05.2020 07:00";"11.7";"765.4";"769.3";"0.6";"96";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"19.05.2020 06:00";"11.9";"765.2";"769.1";"0.3";"97";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"11.3";"";"";"";"";"";"";"";"11.4";"0.2";"12";"";"";"";"";
"19.05.2020 05:00";"11.9";"765.1";"769.0";"0.0";"97";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"19.05.2020 04:00";"11.9";"764.8";"768.7";"-0.6";"97";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"19.05.2020 03:00";"11.8";"764.9";"768.9";"-0.5";"97";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"19.05.2020 02:00";"11.7";"765.1";"769.0";"-0.3";"97";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"19.05.2020 01:00";"11.7";"765.4";"769.3";"0.0";"97";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"19.05.2020 00:00";"11.7";"765.4";"769.3";"";"96";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"18.05.2020 23:00";"11.7";"765.4";"769.3";"0.0";"96";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"18.05.2020 22:00";"11.6";"765.4";"769.3";"0.0";"95";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"18.05.2020 21:00";"11.6";"765.4";"769.3";"0.0";"94";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"18.05.2020 20:00";"11.5";"765.4";"769.4";"-0.3";"95";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"18.05.2020 19:00";"11.6";"765.4";"769.4";"-0.3";"91";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"18.05.2020 18:00";"12.3";"765.4";"769.3";"-0.4";"85";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"13.8";"";"";"";"";"";"";"9.9";"No precipitation";"12";"";"";"";"";
"18.05.2020 17:00";"12.3";"765.7";"769.6";"-0.2";"84";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"18.05.2020 16:00";"12.7";"765.7";"769.6";"-0.1";"81";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"18.05.2020 15:00";"13.2";"765.8";"769.7";"0.0";"79";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"18.05.2020 14:00";"13.5";"765.9";"769.9";"0.2";"75";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"18.05.2020 13:00";"12.6";"765.8";"769.7";"0.1";"78";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"18.05.2020 12:00";"12.8";"765.8";"769.7";"0.4";"75";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"18.05.2020 11:00";"13.0";"765.7";"769.6";"0.4";"74";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"18.05.2020 10:00";"12.2";"765.7";"769.6";"0.6";"77";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"18.05.2020 09:00";"12.2";"765.4";"769.4";"0.6";"73";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"18.05.2020 08:00";"12.3";"765.3";"769.2";"0.3";"76";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"18.05.2020 07:00";"11.8";"765.1";"769.1";"0.5";"81";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"18.05.2020 06:00";"11.8";"764.8";"768.8";"-0.1";"80";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"11.1";"";"";"";"";"";"";"";"8.4";"No precipitation";"12";"";"";"";"";
"18.05.2020 05:00";"11.5";"765.0";"769.0";"-0.2";"76";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"18.05.2020 04:00";"11.4";"764.6";"768.6";"-0.7";"77";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"18.05.2020 03:00";"11.7";"764.9";"768.9";"-0.4";"81";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"18.05.2020 02:00";"11.6";"765.2";"769.2";"-0.2";"75";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"18.05.2020 01:00";"11.6";"765.3";"769.3";"-0.2";"77";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"18.05.2020 00:00";"11.7";"765.4";"769.3";"-0.1";"96";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"No precipitation";"6";"";"";"";"";
"17.05.2020 23:00";"11.6";"765.4";"769.4";"0.1";"88";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"17.05.2020 22:00";"11.7";"765.5";"769.5";"0.2";"88";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"17.05.2020 21:00";"11.9";"765.5";"769.5";"0.2";"88";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"17.05.2020 20:00";"11.8";"765.3";"769.3";"-0.1";"87";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"17.05.2020 19:00";"12.0";"765.3";"769.3";"-0.2";"86";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"17.05.2020 18:00";"12.2";"765.3";"769.3";"-0.2";"84";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"13.7";"";"";"";"";"";"";"9.6";"No precipitation";"12";"";"";"";"";
"17.05.2020 17:00";"12.5";"765.4";"769.4";"-0.3";"83";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"17.05.2020 16:00";"13.0";"765.5";"769.4";"-0.4";"81";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"17.05.2020 15:00";"13.0";"765.5";"769.5";"-0.5";"81";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"17.05.2020 14:00";"13.5";"765.7";"769.6";"-0.2";"81";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"17.05.2020 13:00";"13.5";"765.9";"769.8";"0.2";"80";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"17.05.2020 12:00";"13.3";"766.0";"769.9";"0.4";"81";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"17.05.2020 11:00";"13.3";"765.9";"769.8";"0.5";"79";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"17.05.2020 10:00";"12.8";"765.7";"769.6";"0.4";"82";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"17.05.2020 09:00";"12.3";"765.6";"769.5";"0.5";"85";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"17.05.2020 08:00";"12.2";"765.4";"769.3";"0.3";"83";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"17.05.2020 07:00";"11.6";"765.3";"769.3";"0.2";"85";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"17.05.2020 06:00";"10.7";"765.1";"769.1";"0.0";"89";"Wind blowing from the west";"5";"";"";"";" ";"";"";"9.4";"";"";"";"";"";"";"";"9.0";"No precipitation";"12";"";"";"";"";
"17.05.2020 05:00";"10.2";"765.1";"769.0";"-0.3";"91";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"17.05.2020 04:00";"10.0";"765.1";"769.1";"-0.3";"90";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"17.05.2020 03:00";"10.0";"765.1";"769.1";"-0.3";"89";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"17.05.2020 02:00";"9.7";"765.4";"769.3";"-0.1";"87";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"17.05.2020 01:00";"9.6";"765.4";"769.3";"-0.2";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"17.05.2020 00:00";"11.6";"765.3";"769.3";"-0.2";"85";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"No precipitation";"6";"";"";"";"";
"16.05.2020 23:00";"10.4";"765.5";"769.5";"0.3";"76";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"16.05.2020 22:00";"10.7";"765.6";"769.6";"0.4";"79";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"16.05.2020 21:00";"10.9";"765.5";"769.5";"0.3";"82";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"16.05.2020 20:00";"11.4";"765.2";"769.2";"-0.2";"83";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"16.05.2020 19:00";"11.5";"765.2";"769.2";"-0.3";"78";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"16.05.2020 18:00";"11.7";"765.2";"769.2";"-0.3";"78";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"14.5";"";"";"";"";"";"";"8.0";"No precipitation";"12";"";"";"";"";
"16.05.2020 17:00";"12.1";"765.4";"769.3";"-0.3";"77";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"16.05.2020 16:00";"12.5";"765.5";"769.4";"-0.4";"70";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"16.05.2020 15:00";"13.0";"765.5";"769.5";"-0.5";"70";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"16.05.2020 14:00";"13.2";"765.7";"769.6";"-0.4";"74";"Wind blowing from the west-southwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"16.05.2020 13:00";"13.3";"765.9";"769.9";"-0.1";"72";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"16.05.2020 12:00";"13.1";"766.0";"769.9";"-0.1";"74";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"16.05.2020 11:00";"12.5";"766.1";"770.0";"-0.1";"77";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"16.05.2020 10:00";"13.6";"766.0";"770.0";"0.0";"60";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"16.05.2020 09:00";"12.7";"766.1";"770.0";"0.0";"73";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"16.05.2020 08:00";"11.4";"766.2";"770.2";"0.1";"78";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"16.05.2020 07:00";"9.9";"766.0";"770.0";"0.0";"79";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"16.05.2020 06:00";"8.8";"766.1";"770.2";"0.0";"80";"Wind blowing from the west";"2";"";"";"";" ";"";"";"7.5";"";"";"";"";"";"";"";"5.5";"No precipitation";"12";"";"";"";"";
"16.05.2020 05:00";"8.5";"766.1";"770.1";"-0.2";"78";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"16.05.2020 04:00";"8.3";"766.0";"770.0";"-0.3";"76";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"16.05.2020 03:00";"7.8";"766.1";"770.1";"-0.4";"80";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"16.05.2020 02:00";"8.0";"766.3";"770.2";"-0.2";"81";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"16.05.2020 01:00";"7.7";"766.3";"770.2";"0.0";"80";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
