# Weather station Hereford, UK, WMO_ID=3522,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3522&lang=en
#
"Local time in Hereford";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.06.2020 11:00";"18.5";"749.5";"756.3";"0.6";"63";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"11.2";"";"";"";"";"";"";
"13.06.2020 10:00";"17.3";"749.2";"755.9";"0.5";"78";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"17.0";"13.4";"";"";"";"";"";"";
"13.06.2020 09:00";"15.7";"749.1";"755.8";"0.9";"89";"Wind blowing from the east-northeast";"5";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"13.9";"";"";"";"";"";"";
"13.06.2020 08:00";"14.9";"748.9";"755.7";"0.9";"93";"Wind blowing from the east-northeast";"4";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"200-300";"";"";"4.9";"13.7";"";"";"";"";"";"";
"13.06.2020 07:00";"14.1";"748.7";"755.5";"1.0";"97";"Wind blowing from the east-northeast";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"4.3";"13.6";"";"";"";"";"";"";
"13.06.2020 06:00";"12.0";"748.2";"755.1";"0.6";"100";"Wind blowing from the south";"1";"";"";"";"Fog ";"";"";"9.6";"";"";"";"200-300";"";"";"1.7";"12.0";"1.0";"12";"";"";"";"";
"13.06.2020 05:00";"10.6";"748.0";"754.8";"0.5";"99";"Wind blowing from the north-west";"1";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"10.5";"";"";"";"";"";"";
"13.06.2020 04:00";"10.0";"747.7";"754.6";"0.5";"96";"Wind blowing from the east-northeast";"1";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"9.4";"";"";"";"";"";"";
"13.06.2020 03:00";"12.5";"747.6";"754.4";"0.3";"97";"Wind blowing from the east";"2";"";"";"";"Fog ";"";"";"";"";"";"";"300-600";"";"";"1.5";"12.1";"";"";"";"";"";"";
"13.06.2020 02:00";"13.6";"747.5";"754.3";"0.4";"96";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"2.1";"13.0";"";"";"";"";"";"";
"13.06.2020 01:00";"14.1";"747.2";"754.0";"0.2";"95";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"3.2";"13.3";"";"";"";"";"";"";
"13.06.2020 00:00";"14.6";"752.1";"758.9";"5.5";"82";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"11.6";"Trace of precipitation";"6";"";"";"";"";
"12.06.2020 23:00";"15.0";"747.1";"753.8";"0.8";"94";"Wind blowing from the east-northeast";"2";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"300-600";"";"";"4.2";"14.1";"";"";"";"";"";"";
"12.06.2020 22:00";"15.2";"747.0";"753.7";"0.8";"94";"Wind blowing from the north-east";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"4.3";"14.3";"";"";"";"";"";"";
"12.06.2020 21:00";"15.5";"746.6";"753.4";"0.6";"93";"Wind blowing from the north-east";"4";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"14.4";"";"";"";"";"";"";
"12.06.2020 20:00";"15.5";"746.3";"753.1";"0.6";"94";"Wind blowing from the north-east";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"5.0";"14.6";"";"";"";"";"";"";
"12.06.2020 19:00";"15.7";"746.2";"752.9";"0.3";"94";"Wind blowing from the east-northeast";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"14.7";"";"";"";"";"";"";
"12.06.2020 18:00";"15.7";"746.0";"752.7";"-0.2";"91";"Wind blowing from the north-east";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"19.8";"";"";"300-600";"";"";"8.0";"14.3";"0.4";"12";"";"";"";"";
"12.06.2020 17:00";"16.3";"745.7";"752.4";"-0.9";"84";"Wind blowing from the north-east";"6";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"13.6";"";"";"";"";"";"";
"12.06.2020 16:00";"17.1";"745.9";"752.7";"-1.3";"78";"Wind blowing from the north-northeast";"7";"";"13";"";" ";"";"";"";"";"";"";"300-600";"";"";"13.0";"13.3";"";"";"";"";"";"";
"12.06.2020 15:00";"18.8";"746.2";"752.8";"-1.5";"67";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"17.0";"12.5";"";"";"";"";"";"";
"12.06.2020 14:00";"19.8";"746.6";"753.2";"-1.4";"64";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"24.0";"12.8";"";"";"";"";"";"";
"12.06.2020 13:00";"18.4";"747.2";"753.9";"-1.8";"68";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"14.0";"12.4";"";"";"";"";"";"";
"12.06.2020 12:00";"17.2";"747.7";"754.4";"-1.5";"72";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"12.0";"No precipitation";"6";"";"";"";"";
"12.06.2020 11:00";"17.5";"748.0";"754.6";"-1.5";"72";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"12.3";"";"";"";"";"";"";
"12.06.2020 10:00";"17.0";"749.0";"755.7";"-1.0";"74";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"15.0";"12.4";"";"";"";"";"";"";
"12.06.2020 09:00";"15.0";"749.2";"756.0";"-1.1";"84";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"12.3";"";"";"";"";"";"";
"12.06.2020 08:00";"14.3";"749.5";"756.3";"-0.8";"87";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"17.0";"12.2";"";"";"";"";"";"";
"12.06.2020 07:00";"13.8";"750.0";"756.8";"-0.3";"91";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"19.0";"12.3";"";"";"";"";"";"";
"12.06.2020 06:00";"12.9";"750.3";"757.1";"-0.3";"93";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"11.3";"";"";"";"200-300";"";"";"18.0";"11.8";"0.2";"12";"";"";"";"";
"12.06.2020 05:00";"12.1";"750.3";"757.2";"-0.7";"97";"Wind blowing from the north-northeast";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"8.0";"11.6";"";"";"";"";"";"";
"12.06.2020 04:00";"11.6";"750.3";"757.1";"-1.1";"97";"Wind blowing from the north-northeast";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"11.2";"";"";"";"";"";"";
"12.06.2020 03:00";"11.4";"750.6";"757.5";"-1.2";"97";"Wind blowing from the north-northeast";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"100-200";"";"";"7.0";"10.9";"";"";"";"";"";"";
"12.06.2020 02:00";"11.5";"751.0";"757.9";"-1.2";"93";"Wind blowing from the north-northeast";"4";"";"";"";"Haze or smoke, or dust in suspension in the air, visibility equal to, or greater than, 1 km. ";"";"";"";"";"";"";"200-300";"";"";"5.0";"10.4";"";"";"";"";"";"";
"12.06.2020 01:00";"11.6";"751.4";"758.3";"-1.3";"91";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"40.0";"10.1";"";"";"";"";"";"";
"12.06.2020 00:00";"14.8";"747.3";"754.0";"-5.8";"94";"Wind blowing from the east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"3.5";"13.9";"1.0";"6";"";"";"";"";
"11.06.2020 23:00";"11.8";"752.2";"759.1";"-1.2";"89";"Wind blowing from the north-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"10.0";"";"";"";"";"";"";
"11.06.2020 22:00";"11.9";"752.7";"759.5";"-0.8";"89";"Wind blowing from the north-northeast";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"35.0";"10.2";"";"";"";"";"";"";
"11.06.2020 21:00";"11.7";"753.1";"760.0";"-0.4";"92";"Wind blowing from the north";"4";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"4.7";"10.5";"";"";"";"";"";"";
"11.06.2020 20:00";"13.3";"753.4";"760.2";"0.0";"78";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"9.5";"";"";"";"";"";"";
"11.06.2020 19:00";"14.1";"753.5";"760.3";"0.2";"74";"Wind blowing from the north-northeast";"6";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"9.5";"";"";"";"";"";"";
"11.06.2020 18:00";"15.5";"753.5";"760.3";"0.0";"69";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"18.0";"";"";"600-1000";"";"";"30.0";"9.7";"0.2";"12";"";"";"";"";
"11.06.2020 17:00";"16.7";"753.4";"760.2";"-0.6";"63";"Wind blowing from the north-northeast";"7";"";"14";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"9.6";"";"";"";"";"";"";
"11.06.2020 16:00";"17.7";"753.3";"760.0";"-0.8";"66";"Wind blowing from the north-northeast";"7";"";"14";"";" ";"";"";"";"";"";"";"600-1000";"";"";"18.0";"11.2";"";"";"";"";"";"";
"11.06.2020 15:00";"16.3";"753.5";"760.3";"-0.5";"76";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"12.1";"";"";"";"";"";"";
"11.06.2020 14:00";"14.2";"754.0";"760.9";"0.1";"83";"Wind blowing from the north-northeast";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"13.0";"11.3";"";"";"";"";"";"";
"11.06.2020 13:00";"13.2";"754.1";"761.0";"0.6";"86";"Wind blowing from the north-east";"6";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"17.0";"10.8";"";"";"";"";"";"";
"11.06.2020 12:00";"13.6";"754.0";"760.9";"0.6";"86";"Wind blowing from the north-east";"6";"11";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"18.0";"11.2";"Trace of precipitation";"6";"";"";"";"";
"11.06.2020 11:00";"14.3";"753.9";"760.7";"0.4";"78";"Wind blowing from the north-east";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"40.0";"10.4";"";"";"";"";"";"";
"11.06.2020 10:00";"14.5";"753.5";"760.3";"0.3";"78";"Wind blowing from the north-east";"7";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"15.0";"10.7";"";"";"";"";"";"";
"11.06.2020 09:00";"15.0";"753.4";"760.2";"0.4";"74";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"13.0";"10.4";"";"";"";"";"";"";
"11.06.2020 08:00";"12.8";"753.5";"760.3";"0.9";"69";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"7.2";"";"";"";"";"";"";
"11.06.2020 07:00";"12.3";"753.2";"760.0";"1.0";"75";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"7.9";"";"";"";"";"";"";
"11.06.2020 06:00";"11.7";"753.0";"759.9";"1.2";"86";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"11.0";"";"";"";"300-600";"";"";"16.0";"9.4";"2.0";"12";"";"";"";"";
"11.06.2020 05:00";"11.2";"752.6";"759.5";"1.2";"87";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"15.0";"9.1";"";"";"";"";"";"";
"11.06.2020 04:00";"11.3";"752.2";"759.1";"1.0";"86";"Wind blowing from the east-northeast";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"20.0";"9.1";"";"";"";"";"";"";
"11.06.2020 03:00";"11.7";"751.8";"758.7";"0.8";"88";"Wind blowing from the east";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"14.0";"9.7";"";"";"";"";"";"";
"11.06.2020 02:00";"11.5";"751.4";"758.3";"0.6";"90";"Wind blowing from the east-northeast";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"14.0";"9.9";"";"";"";"";"";"";
"11.06.2020 01:00";"11.5";"751.2";"758.0";"0.3";"90";"Wind blowing from the east-northeast";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"18.0";"9.9";"";"";"";"";"";"";
"11.06.2020 00:00";"11.7";"751.8";"758.7";"0.8";"89";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"10.0";"0.2";"6";"";"";"";"";
"10.06.2020 23:00";"12.1";"750.8";"757.7";"0.0";"93";"Wind blowing from the east";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"11.0";"";"";"";"";"";"";
"10.06.2020 22:00";"12.3";"750.9";"757.7";"-0.1";"92";"Wind blowing from the east-southeast";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"11.1";"";"";"";"";"";"";
"10.06.2020 21:00";"12.7";"751.0";"757.8";"-0.3";"89";"Wind blowing from the south-east";"3";"";"";"";"Rain shower(s) or intermittent rain, heavy. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"11.0";"";"";"";"";"";"";
"10.06.2020 20:00";"13.1";"750.8";"757.6";"-1.0";"87";"Wind blowing from the east-southeast";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"19.0";"10.9";"";"";"";"";"";"";
"10.06.2020 19:00";"13.5";"751.0";"757.9";"-1.0";"87";"Wind blowing from the east";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"13.0";"11.4";"";"";"";"";"";"";
"10.06.2020 18:00";"13.2";"751.3";"758.1";"-1.2";"86";"Wind blowing from the east";"2";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"17.2";"";"";"600-1000";"";"";"11.0";"10.9";"1.0";"12";"";"";"";"";
"10.06.2020 17:00";"13.2";"751.8";"758.6";"-1.3";"82";"Wind blowing from the south-east";"2";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"1000-1500";"";"";"9.0";"10.2";"";"";"";"";"";"";
"10.06.2020 16:00";"16.6";"752.0";"758.8";"-1.5";"61";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"9.0";"";"";"";"";"";"";
"10.06.2020 15:00";"16.7";"752.5";"759.3";"-1.5";"61";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"9.0";"";"";"";"";"";"";
"10.06.2020 14:00";"16.7";"753.1";"759.8";"-1.2";"55";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"22.0";"7.6";"";"";"";"";"";"";
"10.06.2020 13:00";"16.1";"753.5";"760.3";"-1.1";"60";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"8.3";"";"";"";"";"";"";
"10.06.2020 12:00";"14.9";"754.0";"760.9";"-0.9";"64";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"8.1";"Trace of precipitation";"6";"";"";"";"";
"10.06.2020 11:00";"15.2";"754.3";"761.1";"-1.1";"66";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"26.0";"8.8";"";"";"";"";"";"";
"10.06.2020 10:00";"14.2";"754.6";"761.4";"-1.0";"65";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"21.0";"7.7";"";"";"";"";"";"";
"10.06.2020 09:00";"12.8";"754.9";"761.8";"-0.8";"76";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"8.6";"";"";"";"";"";"";
"10.06.2020 08:00";"11.2";"755.4";"762.4";"-0.4";"84";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"8.6";"";"";"";"";"";"";
"10.06.2020 07:00";"11.0";"755.6";"762.5";"-0.4";"91";"Wind blowing from the west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"26.0";"9.5";"";"";"";"";"";"";
"10.06.2020 06:00";"10.4";"755.7";"762.6";"-0.4";"95";"Wind blowing from the west";"2";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"10.2";"";"";"";"1000-1500";"";"";"11.0";"9.7";"0.6";"12";"";"";"";"";
"10.06.2020 05:00";"10.2";"755.8";"762.8";"-0.6";"95";"Wind blowing from the west";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"9.4";"";"";"";"";"";"";
"10.06.2020 04:00";"10.3";"756.0";"763.0";"-0.7";"92";"Wind blowing from the west";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"12.0";"9.1";"";"";"";"";"";"";
"10.06.2020 03:00";"10.9";"756.1";"763.0";"-0.9";"87";"Wind blowing from the west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"8.8";"";"";"";"";"";"";
"10.06.2020 02:00";"11.3";"756.4";"763.3";"-0.8";"86";"Wind blowing from the west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"9.0";"";"";"";"";"";"";
"10.06.2020 01:00";"12.1";"756.7";"763.6";"-0.6";"79";"Wind blowing from the west-northwest";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"8.6";"";"";"";"";"";"";
"10.06.2020 00:00";"11.7";"751.0";"757.9";"-6.3";"91";"Wind blowing from the east";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"10.3";"2.0";"6";"";"";"";"";
"09.06.2020 23:00";"13.0";"757.2";"764.1";"0.2";"70";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"7.7";"";"";"";"";"";"";
"09.06.2020 22:00";"13.6";"757.3";"764.2";"0.3";"68";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"7.7";"";"";"";"";"";"";
"09.06.2020 21:00";"14.4";"757.3";"764.1";"0.3";"64";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"7.6";"";"";"";"";"";"";
"09.06.2020 20:00";"15.2";"757.0";"763.9";"-0.2";"59";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"29.0";"7.3";"";"";"";"";"";"";
"09.06.2020 19:00";"16.4";"757.0";"763.9";"-0.3";"57";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"29.0";"7.7";"";"";"";"";"";"";
"09.06.2020 18:00";"17.0";"757.0";"763.9";"-0.6";"56";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"19.9";"";"";"1500-2000";"";"";"40.0";"8.1";"No precipitation";"12";"";"";"";"";
"09.06.2020 17:00";"17.4";"757.2";"763.9";"-0.4";"48";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"6.1";"";"";"";"";"";"";
"09.06.2020 16:00";"18.0";"757.3";"764.0";"-0.6";"44";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"5.6";"";"";"";"";"";"";
"09.06.2020 15:00";"18.7";"757.6";"764.3";"-0.5";"42";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"28.0";"5.3";"";"";"";"";"";"";
"09.06.2020 14:00";"18.6";"757.6";"764.4";"-0.8";"43";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"5.7";"";"";"";"";"";"";
"09.06.2020 13:00";"17.6";"757.9";"764.7";"-0.6";"45";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"24.0";"5.5";"";"";"";"";"";"";
"09.06.2020 12:00";"17.2";"758.1";"764.8";"-0.6";"44";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"4.7";"No precipitation";"6";"";"";"";"";
"09.06.2020 11:00";"16.6";"758.4";"765.2";"-0.5";"46";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"26.0";"5.0";"";"";"";"";"";"";
"09.06.2020 10:00";"16.3";"758.5";"765.4";"-0.4";"54";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"6.9";"";"";"";"";"";"";
"09.06.2020 09:00";"14.4";"758.7";"765.6";"0.0";"63";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"15.0";"7.5";"";"";"";"";"";"";
"09.06.2020 08:00";"13.1";"758.9";"765.8";"0.3";"69";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"7.5";"";"";"";"";"";"";
"09.06.2020 07:00";"10.7";"758.9";"765.9";"0.5";"75";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"29.0";"6.4";"";"";"";"";"";"";
"09.06.2020 06:00";"9.5";"758.7";"765.7";"0.2";"78";"Wind blowing from the west";"3";"";"";"";" ";"";"";"8.9";"";"";"";"600-1000";"";"";"28.0";"5.9";"No precipitation";"12";"";"";"";"";
"09.06.2020 05:00";"9.3";"758.6";"765.7";"0.2";"77";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"19.0";"5.5";"";"";"";"";"";"";
"09.06.2020 04:00";"9.0";"758.4";"765.4";"-0.1";"78";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"5.3";"";"";"";"";"";"";
"09.06.2020 03:00";"10.0";"758.5";"765.4";"-0.1";"71";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"4.9";"";"";"";"";"";"";
"09.06.2020 02:00";"10.5";"758.4";"765.4";"-0.2";"78";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"6.7";"";"";"";"";"";"";
"09.06.2020 01:00";"10.5";"758.5";"765.5";"0.0";"84";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"29.0";"7.9";"";"";"";"";"";"";
"09.06.2020 00:00";"12.3";"757.0";"763.9";"-1.2";"77";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"8.3";"No precipitation";"6";"";"";"";"";
"08.06.2020 23:00";"10.0";"758.6";"765.6";"1.0";"83";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"7.3";"";"";"";"";"";"";
"08.06.2020 22:00";"11.9";"758.5";"765.4";"0.9";"76";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"7.8";"";"";"";"";"";"";
"08.06.2020 21:00";"14.3";"758.2";"765.1";"0.7";"66";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"7.9";"";"";"";"";"";"";
"08.06.2020 20:00";"16.8";"757.6";"764.5";"0.1";"60";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"9.0";"";"";"";"";"";"";
"08.06.2020 19:00";"17.8";"757.6";"764.4";"0.2";"53";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"8.1";"";"";"";"";"";"";
"08.06.2020 18:00";"17.3";"757.5";"764.3";"-0.1";"56";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"20.0";"";"";"1000-1500";"";"";"40.0";"8.5";"No precipitation";"12";"";"";"";"";
"08.06.2020 17:00";"17.7";"757.5";"764.2";"-0.2";"54";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"8.1";"";"";"";"";"";"";
"08.06.2020 16:00";"19.1";"757.4";"764.2";"-0.5";"49";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"8.2";"";"";"";"";"";"";
"08.06.2020 15:00";"17.7";"757.6";"764.3";"-0.6";"53";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"7.8";"";"";"";"";"";"";
